Hybridization REF	TCGA-E2-A15A-01A-11R-A12D-07
CCL19	3.76
PPIL1	0.111666666666667
GBP7	2.1122
STK17A	-0.1795
ABR	0.04725
OR9G1	1.397
FOXE1	-0.807375
CNGA3	1.1485
GML	1.14
CD38	-0.0895
ZDHHC6	-0.380833333333333
NEFH	-2.694
CTDSP2	0.654416666666667
PGBD5	-2.0205
CCNY	-0.155142857142857
RMND5B	0.981833333333333
ZNF257	-0.70175
FLJ22167	-0.090625
EXOSC7	-0.920333333333333
ROR2	0.668875
MAOA	0.398625
TNNT3	-0.128333333333333
GYPC	-1.504
C7orf33	1.855
PLIN	0.827333333333333
LOC90826	0.15575
RNF4	0.466
F8A1	0.7585
PLEKHG4	-1.39475
GRB2	-0.1
HIST1H2AD	0.40675
DUS3L	0.289666666666667
EIF1	0.0348333333333333
RP5-1077B9.4	-1.104
FPGT	0.97725
GDF10	-0.8
COQ9	-0.1455
GCC2	0.0251428571428572
RARRES3	2.640125
PLXNA1	-0.1594
KIAA0100	-0.0432
PMF1	-0.013
FNDC1	5.226
HS2ST1	-0.3465
CRELD2	1.04275
C8G	-1.358
CD82	0.63475
LIM2	-0.9565
UNQ6490	0.297
MMP16	-0.50175
DRD3	-0.3405
C5orf26	-0.976
C11orf73	-0.4825
PTP4A2	1.459125
OR4M2	0.5915
HPCA	-0.683666666666667
SEC14L1	-0.403333333333333
CHFR	0.599875
EMILIN1	1.190375
NDUFS4	0.195
COL18A1	-0.28675
PDZD3	0.110111111111111
C9orf16	-0.160166666666667
ERBB2IP	-0.3185
EMX2	2.9145
FUS	-1.13525
TF	-3.7511
CLCN4	-0.291666666666667
CXorf56	1.298
C11orf72	0.0915
ELAC2	-0.492833333333333
NPR1	-1.11475
ASS1	-2.16333333333333
USP42	-0.013
POLR2J	-0.0995
SEC23IP	0.602
UQCRC1	-0.46875
LOC729603	-0.65325
C1orf71	0.017375
POLG	-0.9195
ADAM23	-3.742
TFR2	-0.59125
RICTOR	-1.0541
MGC39606	0.05675
C19orf55	-0.18025
SNAPC1	-1.44166666666667
GNA11	-0.219125
CCDC52	0.328833333333333
FSIP1	5.3115
UPF3A	-0.496
IGSF11	-2.552
LAGE3	0.92125
CHST6	-1.616
UNC13B	-0.661625
TTLL4	-1.310375
ZNF687	0.3015
SDC2	-0.6568
COX7A2	0.30625
LAMB4	-0.9175
FAM24A	-0.079
LRRTM3	-2.10883333333333
GPHB5	-0.278
OR4C13	-0.3715
EIF3EIP	-0.707714285714286
HABP4	-0.865
TMEM125	3.39425
CNTN2	0.376875
ASNSD1	0.0815
FUT4	-0.834
ACF	-4.082
LOC158381	1.2055
CDH8	0.2155
AGPS	-0.9955
C4orf18	3.43925
PECI	-0.557916666666667
UNG	-0.043375
GSTP1	-1.992
DCUN1D5	-1.00683333333333
DKFZP564J0863	-0.3965
SLC9A3R1	2.303
BCDO2	-1.357
CHMP7	-0.179875
REM2	0.3215
DNHD1	-0.77275
FKBP4	0.590625
ZNF350	1.8805
MGC11102	0.55625
BST1	1.26775
KISS1R	-0.4175
NCR2	-0.2215
DEFB125	0.275
UBE2W	2.2235
KRT15	0.845375
C10orf99	0.2055
SCN11A	0.334428571428571
GFI1	-1.56825
RDHE2	3.09633333333333
FHL1	-1.67983333333333
OSGEP	-0.657333333333333
GATA1	-3.64266666666667
SMC6	-0.93
TTTY14	-1.6305
LPIN3	0.38575
RPL4	-0.4487
RBPMS	-0.3647
PRPF3	-0.995
EMR1	-1.914
SPATA19	-0.05325
XCR1	0.2025
IRX3	1.1789
RBM6	-1.277
KLF4	-1.0823
UNC5CL	-0.28475
SEBOX	0.144
BTK	-0.63125
KRCC1	1.29475
C6orf27	0.088
SYTL5	-0.9725
PRND	4.028875
LOC653319	-0.9075
PIGL	-1.311375
HUS1	-0.142166666666667
SFRS6	0.557666666666667
C17orf77	0.4885
UIMC1	-0.812833333333333
FXYD2	-1.7811
LOC283152	0.22275
ZNF667	-1.71825
ZCCHC12	-1.09725
TFEC	4.5212
ATP7B	1.07583333333333
POLD2	-0.894833333333333
RG9MTD1	-0.51275
ACOT2	0.0398333333333334
HIST1H4I	-0.930875
PPARGC1A	-3.0299
ETFA	-0.3115
POLRMT	-0.7785
ZNF146	0.17775
MIA2	-2.3925
KLHL6	0.125
HOXB5	-1.125375
NENF	0.653833333333333
CUGBP1	-0.3885
PRSS22	1.38083333333333
CASC4	1.9231
CUL4B	0.0591
CENPJ	-1.4756
PITX1	-0.307
FLJ31033	0.989833333333333
CELSR3	-2.02083333333333
ZNF568	0.93375
ITSN1	0.104
EHBP1L1	-0.400166666666667
C19orf2	-0.1595
DCTN1	0.27475
LIN28B	-4.6486
TNKS2	0.8015
C1QBP	-0.440125
CADPS2	0.11275
SRMS	0.7235
GJA9	0.4195
MGC24975	0.480833333333333
TRIM45	-0.657333333333333
TSP50	1.59225
TCP1	-0.362
TMED7	0.897
CMA1	0.709
CENPL	-0.5965
PTCRA	0.1565
FST	-3.86125
VWCE	-3.75075
PAWR	-0.26375
ABCC12	0.969833333333333
LDLR	-1.3965
ASTN2	0.0633
LOC441212	-0.49
GPATCH8	-0.08225
TANC2	-0.0915
KIF4A	-1.00275
C18orf18	-0.71275
PGM1	-1.988
KIAA0258	1.007
CPD	1.102
SNCAIP	-0.8655
DCT	-4.51033333333333
HLA-DOA	3.04313636363636
OR11L1	0.587
UPK1B	-1.0305
DNAJB4	-0.52325
UGT1A8	-0.53425
HIST1H4L	-1.8265
PECR	-1.31283333333333
HSPA2	-0.14425
WFIKKN1	-1.9955
SERP1	1.45125
SYDE2	0.57875
TACR2	0.6685
NUP85	-0.455
CD177	0.471333333333333
LGR5	-1.9034
PIGG	-0.0385833333333333
PTHR1	-2.05333333333333
RAB5A	0.3595
FLJ13224	-0.2375
USP9Y	-1.813
C7orf53	0.1435
LRP1B	-0.9185
XAF1	2.7739
ABCG8	0.123
ANKDD1A	-0.407333333333333
DAND5	-2.2405
SPAG6	1.582
LINCR	1.17725
ZDHHC22	-1.438875
CCDC60	-1.04
THOC7	-1.22633333333333
TCTA	1.3952
OR8K3	0.2485
NY-REN-7	-0.720666666666667
B2M	1.81833333333333
C6orf141	1.312625
LPPR4	1.96775
SQLE	1.172625
SEPHS1	-0.04225
BTBD14B	-0.0631428571428571
PLRG1	-0.356
SPG7	-0.8535
ZNF614	0.118833333333333
PARD6G	0.398166666666667
INPP5B	-1.2838
GRPEL2	0.1095
PPID	-0.3805
TRIM56	-0.5565
UBE2J1	-0.117
IL20RA	5.60425
LOC387856	0.170333333333333
C1orf107	0.749083333333333
UTS2R	-0.57975
C19orf22	-0.2815
SAFB2	-0.47
KIAA0652	0.187125
KLRG1	-0.184666666666667
MS4A8B	2.61933333333333
FRAG1	1.26425
KIAA1546	0.172
E2F4	-1.258
CLEC4M	-0.0485
BTBD14A	-0.3605
KIAA0999	0.3454
GYPA	-4.275
TAC1	1.3367
TRAIP	-1.37066666666667
KIAA0232	1.1098
ERCC8	-0.530375
GPX4	0.737875
KIAA0368	-0.399
GPR157	-0.860833333333333
CTAGE4	0.6955
C9orf30	-1.351
OR52A1	0.292
HSP90B3P	0.006
ALG9	-0.3004
BTBD10	1.1765
SDK2	-0.2635
BAIAP3	0.943
RABGGTB	-0.714
ANKRD40	0.181333333333333
KRT74	0.492
CALCOCO2	0.707928571428571
SNCA	-3.43325
TMSL8	-6.151125
C2orf53	-0.3855
ESRRB	-0.522
ARHGAP26	-1.345625
TDRD9	-2.71
HRAS	0.2915
KLRC4	-1.1815
JAGN1	-0.213166666666667
BSDC1	0.63425
RNF43	-0.1608
NDUFAF1	1.043
PHF12	0.203
OR1L3	-0.1635
FOLR2	1.51233333333333
LYZL6	0.2918
tcag7.1260	-1.662
WSB1	-1.56816666666667
PROS1	-1.035
OSTN	0.5485
PSMB8	1.2955
SOCS4	-0.642285714285714
DDIT4L	0.0175
MAS1	0.278
MGC34796	1.76775
CSHL1	0.0383333333333334
TBCCD1	0.211166666666667
ZBTB7C	0.192
AP2S1	0.162125
P15RS	0.3033
VAT1	-0.5627
SHANK3	0.749166666666667
TUFM	-0.363
THEG	2.099
KRT34	-2.46625
SGSM3	0.460125
TOMM22	-0.474875
SOCS3	0.7035
CPO	0.4765
POP4	0.44825
BHLHB3	0.817
MALL	0.55575
OR1B1	-0.00850000000000001
PARK2	0.0805
GPR124	0.286375
LCE1E	-0.116
RUVBL2	-0.66775
CGRRF1	0.1975
ACPL2	0.4855
WNT10B	-1.93825
BAIAP2L2	-2.35125
ISCA1	-0.1105
C1orf125	0.295375
RPAP1	-0.1105
RAI16	-0.1795
RPL27	-0.258
NLRP9	-0.2315
EPN1	0.524
LOC388610	-1.627875
SLC35A1	1.5728
GAL	-3.87475
SLC14A2	0.307
RDH11	-0.542166666666667
FAM138F	-0.22
AUH	0.23125
FLJ40243	-0.6955
C14orf129	0.5115
MBD2	-0.657833333333333
ABHD14B	-0.42375
PIGT	1.392625
ALS2CR4	-0.055
ALAS1	-0.4607
FOXO1	0.795
CRLF3	0.07075
C20orf107	0.316
FARS2	0.4725
CCDC28A	0.26925
NPHP3	-1.395
OR13F1	0.349
TSEN54	-0.4295
DEFB106B	0.216555555555556
OR8B4	0.377
STH	-0.1235
ZC3H14	-0.977625
CBX2	0.154
TMEM49	-0.3865
C6orf21	0.173
FLJ20920	0.182
CRTAP	-0.8
DDX50	-0.088
STYXL1	0.56475
BLVRB	0.7695
LOC147650	0.896
MMP24	0.8235
GRID1	1.7575
BANF1	0.00733333333333333
CTAGEP	-0.10675
HMBS	-1.63975
SLC25A24	1.77933333333333
C14orf50	1.07375
MRO	1.2195
SLC25A15	0.03575
FAM84B	2.3865
TDP1	-0.462
C16orf78	-0.0841666666666667
C11orf57	-0.412375
RFK	-0.64625
ZFYVE9	-0.381375
STCH	-0.7206
WIBG	0.55075
LOC283871	0.386666666666667
GBA2	-1.0358
NDUFB3	0.48025
HSD17B13	-0.67575
GRIN3A	2.916
FMNL1	-0.649333333333333
SEPT7	0.0211
GNLY	4.4725
GRAMD1C	0.187333333333333
ZNF165	0.61225
USP38	1.482
FAM83A	-1.82933333333333
C14orf24	1.8405
ARMCX3	0.684625
ARHGDIB	0.792
AK1	-0.121
KIAA1045	-1.54275
DNAJB13	-0.200833333333333
NEU2	1.534
HIST1H4B	-0.906666666666667
FAM20B	0.0214
HES2	1.21692857142857
FAM73B	-0.7473
LOC388381	-0.516
INTS7	-0.421727272727273
AMPH	1.3965
ZNF775	-0.458375
UCKL1	-0.426833333333333
C10orf97	0.34725
C1orf161	-0.041
ALDH1L1	-1.27875
FLJ39378	0.248125
SLC23A1	-1.9645
RBM4B	0.22775
THAP4	-0.158333333333333
OGFRL1	0.5435
KIAA0831	-0.448625
PPP1R15A	-0.572666666666667
C1orf96	-0.260785714285714
C12orf11	-1.8465
BMF	0.988
MAN1A1	-0.0351428571428571
KIAA1600	0.63
NLGN4X	-2.39225
ALOX12	-1.16316666666667
RB1CC1	0.7827
NEIL2	0.3943
EIF4E	0.611545454545455
ABHD5	-0.10375
EXOC4	-0.416166666666667
CIP29	0.473166666666667
BATF2	2.08175
SLC29A4	-0.171375
HTR4	0.35575
EMB	0.286
TRAF6	0.80125
LMNB1	-1.40275
FAM19A5	-1.7505
SHE	1.1875
PIK3C2B	1.1645
C15orf15	-0.3781
USP15	-0.042
TCEAL2	-0.1225
C5orf39	0.4875
PTGER2	-0.68925
SLC31A1	-0.6081875
IFT172	0.264
ADAM29	0.9895
GFOD1	-0.23075
ST7L	0.4345
C15orf26	-2.30175
PKN3	-1.7615
CNTD1	1.72866666666667
COMMD1	0.18775
NTRK2	1.80991666666667
FOXN3	-0.413875
MFGE8	0.0498
PFKFB2	0.844333333333333
TAS2R4	-1.888
ENTHD1	1.0175
PRMT5	-1.640625
MGC16384	-1.109875
LOC442229	-0.54925
TSKU	0.98625
KRTCAP3	3.409
PDLIM1	-0.1024
KCNS2	0.20325
RNF126	-0.833333333333333
CEP63	-0.43775
CLIC4	0.048375
hCG_1990170	-2.761
ACR	1.6799
KLK7	-0.28825
ALOX5AP	3.233875
RIPK3	3.988
TAS2R9	0.088
C19orf18	1.5255
BIRC6	0.324714285714286
ZNF16	1.0395
RFT1	-1.1545
SLC8A2	-0.0365
TACC1	1.045875
ITGAD	3.37166666666667
SAMHD1	1.78475
SH3PXD2B	0.3849
EPC2	0.139
C20orf85	-0.016125
ATP13A2	0.2995
KRT4	0.35925
CAPNS1	0.07925
MDM2	-0.0121666666666667
PCDH20	3.5535
KCNK9	1.132
OR2C1	0.526
KLHDC3	-0.753
IPPK	0.1445
EFHD2	-0.553125
GALR3	-0.50075
NBEA	-1.11833333333333
ABCA6	3.4803
CLDN3	2.718
AKT2	0.155428571428571
EGFR	-2.7584
RBM16	0.346625
ZDHHC3	-0.0524
SLC25A4	-0.0548333333333333
CYB5B	-0.167833333333333
CPXM1	-1.31675
NDRG1	-1.18484615384615
FLJ43826	0.50925
OR5L2	0.0183333333333333
FARP2	0.3682
MRPL46	-0.2455
LDHAL6B	0.720166666666667
MAPKAPK3	-0.871666666666667
NCAM2	-1.51975
PRKD2	-0.0226666666666667
ZFP36L1	0.7145
CYSLTR1	-0.851
OR4C3	0.61875
HIST1H2AJ	3.021
CCNB2	-0.970111111111111
ZNF10	-0.440375
TMEM175	-0.2285
FAM134A	0.907166666666667
TIGD4	0.0505
PCNP	-0.385
MGC39715	-0.48475
LQK1	-0.733
CREB1	0.8028
TMPRSS3	1.02625
C4orf32	1.322875
LAT	-1.356
KCNA3	0.5875
SKIV2L2	-0.4705
ROPN1B	-4.407
tcag7.23	-0.3095
CDT1	-2.349875
ZHX2	1.102375
CD28	-2.9895
ZNF624	0.90525
SEPT2	0.24475
SOHLH2	-2.63075
MCOLN3	0.4915
UNQ1945	0.185
MASP2	-1.441
ZNRF3	-0.1598
GPATCH3	-0.54575
AGL	1.392
QRICH2	-1.2995
PSD4	0.974666666666667
CCNB1IP1	-2.55575
ENPP7	0.15775
OBFC1	-0.01275
KCNG3	-3.00225
C14orf79	-0.60275
ENPEP	2.37233333333333
SCT	1.5085
SKI	-0.02075
SEC61G	-0.57475
CAPN11	0.65975
ATXN7L3	-0.175
DBNDD1	0.3275
FAIM	0.6955
ANKRD36	-1.078
GABRP	0.789
TACSTD2	0.999833333333333
EIF3J	0.49525
PPP2R2A	-0.88575
TEKT4	-0.387833333333333
PVALB	-3.73483333333333
F10	-2.69183333333333
FAM134C	0.8728
COMP	3.8425
EFCBP1	-3.64653846153846
SCLT1	-0.088625
TAL1	-1.5757
ACSL1	1.2915
ABCC5	1.15991666666667
ABL1	-1.04511111111111
RBBP7	0.349
PTPRG	-1.81375
NCOR1	-0.2721
SPINK4	1.28066666666667
TXNRD1	-0.368
TNRC15	0.20125
C9orf138	0.598
UBE2H	1.5375
BRDT	-0.208833333333333
C8orf31	0.28475
CCNE2	0.477727272727273
SLC6A8	-1.611375
CALCR	-3.471
PPP1CB	0.78525
ABHD8	-0.187
ARF5	0.3557
SLC24A4	0.93825
CCT3	-0.11475
ZNF121	0.256875
SLC3A2	-0.7967
OR13A1	0.509
SLC5A10	1.13125
RAD50	-0.00112500000000001
IER5	-0.231875
MTHFD1L	-1.8805
MBTPS2	0.95075
MVK	0.22925
NCL	-0.0342
PSMD10	0.8635
MOBP	0.1105
FLJ32894	0.764
HRH1	-1.27383333333333
C5orf30	0.508
NUDT16L1	0.6949
RASGRP3	4.12366666666667
PRKRIP1	-0.352
CCDC75	-0.419
LOC253970	-0.09375
KIAA1239	-0.156666666666667
MED21	0.00625
SYT11	0.2815
NTSR2	-1.1085
EGFL11	-0.214
CXorf59	0.4805
OR2A25	0.338
SPTBN2	1.1485
LRMP	-1.0185
RNF111	0.442
PTH	0.276
LOC619208	-0.2275
KIAA0895	1.11225
RANBP5	-1.11675
P2RY10	1.77033333333333
NME5	2.034
DDX21	-0.05575
LRSAM1	0.236
HDAC11	0.928833333333333
VMO1	1.6625
NOLA2	0.303666666666667
ADAR	1.21358333333333
MTO1	-0.6545
SF4	-0.108
P2RX1	0.182666666666667
HBM	0.2195
EN2	-0.986
C14orf172	0.05075
TM9SF2	0.8921
INHBE	-1.25983333333333
TCTE3	0.472666666666667
TOX2	-3.2125
CTAGE3	-0.318
HBB	3.4287
MED15	-1.01583333333333
CASR	0.254
C6orf66	-1.0475
MTPN	-0.763375
UNC50	0.7835
C21orf33	0.56325
IRF2	1.21975
PGR	1.128
GPR84	2.87375
CROCCL1	-2.5245
SRPX	-1.2445
BRE	0.408833333333333
FGF10	0.611666666666667
SDC3	-0.3355
ZRSR1	0.106
DKFZP434P211	-0.7815
SOX6	-1.2535
RPUSD2	-0.2015
C14orf173	-0.212
MAPK11	-0.378833333333333
TBC1D22A	0.552
FAM123A	-2.0335
COL4A6	-2.978
TOMM70A	0.157
NAB1	-0.11425
MGC16385	0.387
TSPAN18	-0.866833333333333
MED31	-0.46575
PLG	-0.469
CAPSL	0.6275
ZNF532	1.1811
ASB14	-0.27725
CA8	2.31975
NUDT16P	2.15833333333333
SLFN11	-0.909
LRRIQ2	-0.701375
NOL7	-0.0926666666666667
BRMS1L	0.248
JARID1A	-0.192666666666667
PANK2	-0.73975
ICAM3	-0.32325
MDS1	0.5545
TAF8	-0.5585
RNF139	1.37075
ZNF594	-0.472
ADAM8	2.1345
SFTPC	-0.16475
MAN2B2	1.174625
RGS12	0.203
EIF1AY	-5.16941666666667
LRRIQ1	-2.42716666666667
GPR150	-0.80775
CCDC21	-1.43466666666667
PRRG3	0.12425
SAA4	-4.05
RAPGEF5	1.67775
ZCCHC2	0.608
MGC39372	-0.3685
PPP4R2	0.0788333333333333
CDCA2	-1.95866666666667
OR4D5	0.234833333333333
PTGFRN	1.118
SIGLEC5	1.96616666666667
C19orf61	-0.465333333333333
NMUR2	0.1745
KIAA1586	-0.633166666666667
DAGLA	1.25283333333333
CHCHD6	-0.1875
GPR32	0.96
NEUROD6	0.183
SLC2A4RG	1.0423125
CA5B	0.62775
FBXL3	0.76375
MPHOSPH9	-0.7575
HMG2L1	-0.24275
HCN4	-0.753166666666667
CEACAM19	0.271
SH2D4B	0.500166666666667
HFE2	-0.8895
TGM4	0.352
LYPD2	-0.32775
TBC1D15	0.268
MRPS21	-0.3255
NONO	-0.0793
CLEC5A	2.573625
ITCH	0.5003
MGAT3	-1.34983333333333
MBP	-0.805875
RPP25	-0.562
SOSTDC1	-1.31325
HRC	-1.66125
TRIM48	0.005
TMEM133	-0.3965
ECEL1P2	-0.869333333333333
HOXC11	0.9305
DOK5	-1.20325
HELZ	-0.338
LOC348180	-1.1275
MGC33894	0.3695
ADRB3	0.012
DMD	-0.555333333333333
PTRH2	-0.23725
MPEG1	3.2045
NDUFA12	-0.204333333333333
KRTAP2-4	-0.0705
STAMBPL1	-1.10933333333333
ADCY2	-1.8755
UNQ6125	0.073
KLHL20	-0.630666666666667
SRM	-1.164
OTC	-0.43975
TMIE	0.962
SNX8	0.3515
LIPK	1.363
CHURC1	-0.41775
KLC2	0.181333333333333
HDAC1	0.366333333333333
FAM128A	0.400666666666667
FNDC3B	-0.4557
MTCP1	-0.0868333333333333
WFDC10B	0.0212
PCDHGB3	-1.8505
ATRNL1	-3.7906
CAV2	-0.764
MED26	-0.438166666666667
DUS1L	0.10625
CHRM3	-1.755625
NEK9	0.0215
WARS2	0.0395
TBX22	-0.4925
TOMM40	-0.41775
RP6-213H19.1	0.515
TUBGCP5	-0.301
IGSF6	5.35
TPPP	0.712666666666667
UNQ6190	0.157
GSTM5	0.260875
BTD	-0.562166666666667
PDCD1LG2	1.43133333333333
SNRPB2	-0.588666666666667
ERICH1	-0.762
APOA4	-1.556625
HOXA11	-2.115
NARG1	0.395625
MKX	-1.6525
RAB28	0.411428571428571
PKP3	1.95225
SH3GL2	-3.47675
CTSO	3.855
RPN2	1.2934375
IL28RA	0.361166666666667
SFMBT1	0.20775
WDR57	-0.425625
FER1L3	1.56566666666667
HSF5	-0.228
TTC9B	1.36075
C4BPA	-3.72433333333333
ALB	-4.759
SORBS3	0.342875
UPF2	0.9905
JPH1	0.5355
AGBL2	0.20825
DOPEY1	1.351
TERF1	0.420083333333333
KIF22	-0.635166666666667
NINJ1	1.49575
SEC61A2	1.06233333333333
HIST1H1D	-0.970166666666667
SFXN4	-0.094875
UCP3	0.0764
ZNF703	1.74916666666667
MYL6B	-0.392
TREM1	2.36625
OR52E6	0.4695
CKMT2	1.07325
HLA-C	2.223875
SLC13A3	-2.4975
TIMP4	-2.80625
SLIT2	1.63175
RSF1	0.817611111111111
LONRF1	-0.415285714285714
MON1A	-0.614166666666667
CACNG6	-1.71333333333333
DPPA4	-5.75816666666667
ZSWIM3	0.1335
ZNF804A	0.625333333333333
CCIN	1.3475
SLC25A31	2.5665
KCNMB4	-0.25575
RABL5	0.73925
GALNS	0.006
STX6	0.683625
HIST1H1C	-0.6165
CIDEB	-0.009375
CASP4	0.251833333333333
PDK3	0.2055
KCNJ11	1.3125
TPR	-0.612875
ZSCAN20	-0.648
MTX2	-0.37675
HIST1H2BH	0.30375
LOC283767	1.3455
LYRM7	-1.04461111111111
BRD3	-1.02433333333333
HIST1H2BO	0.01475
MAGEB10	0.441
SLC45A1	0.83475
SERPINA3	0.9072
KIAA0143	1.954
KCNJ16	-0.3662
KRT79	0.834
FABP2	-1.99525
NUT	-0.73775
ZNF57	-0.379
FBXL4	0.703875
CLEC9A	2.175
UGT8	-1.6548
BMP2K	0.315
MAPK4	-3.478
SLC25A23	-0.8513
HINT1	-0.1154
KRTAP13-1	0.241
SFXN5	0.6316
CHCHD2	0.72575
FAM3D	1.3395
NDP	-2.9425
RHOBTB1	-0.5785
SLC4A4	-1.3135
RPL38	0.088
HTF9C	-1.05033333333333
AP2A2	0.675375
ZBTB46	-0.2855
MAP7D1	0.2855
AOX1	-1.5155
CYR61	-0.0958333333333334
DTNA	-0.862071428571429
JRKL	-0.51875
TMOD3	0.293
EEA1	0.5617
ADCK5	0.89575
IL1R1	1.899
KLK3	-0.0587857142857143
HRSP12	0.94275
KTN1	0.14175
LOH11CR2A	-0.1484
RELL2	-0.17575
MAB21L1	2.1705
C20orf59	0.0493333333333333
PHKB	0.06875
ADAM2	6.21233333333333
TBC1D8B	0.635333333333333
FAM13A1	-1.7666875
LAPTM4B	0.3595
LCN8	0.1065
TMEM147	1.0595
SYT4	0.471166666666667
XPO7	-0.793
C9orf62	-0.578
GPR75	0.09
TRIM5	-0.29675
APOC1	1.31533333333333
RNASE4	-0.632833333333333
PARD6B	-0.474125
ARID1A	-0.145
TPD52L3	0.022
RRAGB	0.2625
RCN2	-0.360333333333333
HIST2H2BE	-0.334625
STARD7	-0.4445
SHMT2	-0.7
KIAA1751	-0.0433333333333333
MLYCD	0.30875
LOC162632	-0.6611
UQCRH	-1.31025
RP11-217H1.1	1.47975
SDHA	-0.791666666666667
NCLN	-0.4143
ZNF17	0.3535
RCBTB2	-1.5695
VEGFB	0.4446
RP4-747L4.3	1.07975
COLQ	-0.0896
MPN2	-0.976833333333333
DRG2	-0.22975
KLRB1	6.307
ALPK2	-1.78
DNASE2B	0.8885
FLJ23834	-0.590833333333333
AXUD1	0.0155
SAFB	-0.4193
NSUN4	-0.708
RFX2	1.5835
MAPK8IP1	-0.505
FANCD2	-1.127
ANKZF1	-1.565
C19orf50	-0.39575
DUSP8	1.3525
SENP5	0.50825
NFKBIL2	0.013
LBR	-1.023625
IGFL1	0.747
LZTS2	0.12025
IL2RG	0.1825
CCDC51	-0.53875
KLF3	0.582375
ANKRD37	-1.3915
KCTD14	0.505333333333333
FZR1	-0.322083333333333
SLC44A4	3.055
ESPL1	-0.513875
GMPR2	-0.09
TBC1D19	-0.194166666666667
ERGIC1	0.49162962962963
ERBB4	1.9918
TSPAN32	0.807583333333333
MAP4	-0.5985
GPHN	0.172
SLC6A2	-0.111
HIVEP1	0.346
DFFB	-0.8771
EIF4EBP2	0.7165
DMRT1	-0.85675
HSPB6	0.1515
IER2	-0.487333333333333
AIFM1	0.42175
WWC2	0.380166666666667
MRPL4	-0.6905
FLJ21062	0.0586666666666667
EPB41L4A	0.931083333333333
SH2D6	0.22775
TAF4B	-1.65275
GAL3ST3	-0.1555
MALT1	-1.15283333333333
RTDR1	0.0395
ARVCF	-0.0595
MEX3B	-0.323833333333333
FBXO16	0.8585
KIF7	-1.70275
C1QC	3.848
ZNF783	-0.191
ZNF85	0.04
MMP13	5.0555
KIAA0329	-0.0902857142857143
RTP3	-0.612
ZBED3	-1.783
CLGN	-1.6895
SLC25A37	-2.077625
hCG_18290	-0.94625
OR5AS1	0.35
SMARCC2	-0.262166666666667
FAM109A	0.0211666666666667
CCDC12	-0.7605
USF2	0.7169
DEPDC7	-1.489
C20orf24	0.7595
JMJD3	0.203
DSP	2.81042857142857
SLIC1	0.754125
FAM20A	0.81825
IRF2BP2	0.67925
ZNF230	0.041
MSN	-0.921785714285714
SLC9A5	-1.681
EPDR1	-1.4969
