Hybridization REF	TCGA-E2-A150-01A-11R-A12D-07
HIGD1B	3.89575
USP6NL	1.61875
ABCD4	-1.22583333333333
DIMT1L	-0.3755
TEK	0.867
SLC25A46	-0.54875
LARP7	-1.4971
CD160	0.705333333333333
MT1JP	-0.369833333333333
PHF20	-0.376625
CPNE4	-1.7625
GTPBP1	-0.229071428571429
RAB33B	0.759333333333333
ALDOC	-3.091875
ZNF212	-0.14125
NUDT1	-0.456166666666667
RFPL2	-1.18325
ZNF83	-0.49
GDPD5	0.322625
PDCD4	0.4931
CEP350	0.1925
OR10A2	0.35675
CST7	1.4585
CIAO1	0.09825
SELL	1.503875
OR8J3	0.2945
LTBP4	-0.309166666666667
SIRT6	-0.58525
CCL19	4.186
PPIL1	-0.522666666666667
GBP7	0.16
STK17A	-0.9794
ABR	-0.03
OR9G1	0.1355
FOXE1	-0.6235
CNGA3	-0.698
GML	0.327
CD38	-1.36875
ZDHHC6	-0.465
NEFH	-2.49725
CTDSP2	0.5
PGBD5	1.571
CCNY	1.01542857142857
RMND5B	-0.791083333333333
ZNF257	0.32725
FLJ22167	0.63425
EXOSC7	-0.0248333333333333
ROR2	0.09475
MAOA	-1.2365
TNNT3	0.015
GYPC	0.28175
C7orf33	0.4
PLIN	1.37566666666667
LOC90826	0.214
RNF4	-0.2734
F8A1	1.1505
PLEKHG4	-1.35875
GRB2	-0.39975
HIST1H2AD	-0.3345
DUS3L	-1.36933333333333
EIF1	-0.207666666666667
RP5-1077B9.4	-0.357
FPGT	1.6215
GDF10	-0.891166666666667
COQ9	0.4205
GCC2	0.634071428571429
RARRES3	2.53125
PLXNA1	0.3752
KIAA0100	-0.5613
PMF1	-0.189
FNDC1	5.234
HS2ST1	0.49625
CRELD2	0.641
C8G	-0.5175
CD82	2.54675
LIM2	-1.0865
UNQ6490	-0.5525
MMP16	-0.15625
DRD3	0.29975
C5orf26	-2.09775
C11orf73	0.084
PTP4A2	0.69325
OR4M2	0.2725
HPCA	-1.554
SEC14L1	0.212833333333333
CHFR	0.339875
EMILIN1	0.8625
NDUFS4	0.01375
COL18A1	0.43625
PDZD3	0.2019
C9orf16	0.0621666666666667
ERBB2IP	-0.2275
EMX2	3.40275
FUS	-1.5295
TF	-3.629
CLCN4	2.41516666666667
CXorf56	1.24825
C11orf72	0.237
ELAC2	-0.631916666666667
NPR1	0.13775
ASS1	-1.03066666666667
USP42	-0.042
POLR2J	-0.4265
SEC23IP	0.136333333333333
UQCRC1	-1.05725
LOC729603	-0.2685
C1orf71	0.22025
POLG	-1.9925
ADAM23	-4.0135
TFR2	-0.8165
RICTOR	-0.8811
MGC39606	0.2185
C19orf55	0.27325
SNAPC1	-0.679166666666667
GNA11	-0.087625
CCDC52	-0.286333333333333
FSIP1	-0.9935
UPF3A	-0.501375
IGSF11	-2.0705
LAGE3	0.53125
CHST6	2.1955
UNC13B	0.429125
TTLL4	0.869375
ZNF687	0.026875
SDC2	0.7944
COX7A2	0.036
LAMB4	-0.172
FAM24A	0.078
LRRTM3	-0.9358
GPHB5	-0.00175
OR4C13	-0.1945
EIF3EIP	0.0339285714285715
HABP4	-0.1465
TMEM125	3.40025
CNTN2	0.0135
ASNSD1	-0.39975
FUT4	-0.154
ACF	-3.62125
LOC158381	0.3675
CDH8	1.2645
AGPS	-0.000666666666666672
C4orf18	1.1185
PECI	-1.323
UNG	-0.926
GSTP1	0.376
DCUN1D5	-0.897666666666667
DKFZP564J0863	0.70225
SLC9A3R1	0.255
BCDO2	-0.489625
CHMP7	-0.32225
REM2	-0.1915
DNHD1	-0.336375
FKBP4	-0.031875
ZNF350	1.3355
MGC11102	-0.006
BST1	2.55025
KISS1R	-0.3405
NCR2	0.3735
DEFB125	0.2695
UBE2W	1.74
KRT15	3.323125
C10orf99	0.0495
SCN11A	-0.363125
GFI1	-1.6595
RDHE2	-1.18466666666667
FHL1	-2.01416666666667
OSGEP	0.298666666666667
GATA1	-3.49766666666667
SMC6	-0.21
TTTY14	-0.86225
LPIN3	-0.19675
RPL4	-0.765
RBPMS	0.0855
PRPF3	0.0675
EMR1	-1.331
SPATA19	0.27275
XCR1	0.694
IRX3	2.1544
RBM6	-1.72725
KLF4	-1.228
UNC5CL	0.4945
SEBOX	0.287
BTK	-0.29975
KRCC1	1.5055
C6orf27	0.1545
SYTL5	-0.3915
PRND	1.346625
LOC653319	-1.33
PIGL	-0.991625
HUS1	0.567
SFRS6	-1.1265
C17orf77	0.2005
UIMC1	-0.529166666666667
FXYD2	-1.5642
LOC283152	0.413
ZNF667	1.0155
ZCCHC12	-0.06525
TFEC	3.8771
ATP7B	-0.481833333333333
POLD2	-0.6715
RG9MTD1	-0.24
ACOT2	0.207666666666667
HIST1H4I	-1.3295
PPARGC1A	0.3381
ETFA	-1.1697
POLRMT	-0.96225
ZNF146	1.820375
MIA2	-2.424
KLHL6	-0.4015
HOXB5	-0.9345
NENF	1.218
CUGBP1	-0.32475
PRSS22	2.10683333333333
CASC4	0.8337
CUL4B	0.0673
CENPJ	-1.8655
PITX1	0.0101666666666667
FLJ31033	1.42116666666667
CELSR3	-2.61233333333333
ZNF568	2.456
ITSN1	0.0781666666666666
EHBP1L1	0.152166666666667
C19orf2	0.904
DCTN1	0.13575
LIN28B	-4.41933333333333
TNKS2	-0.07975
C1QBP	-0.32125
CADPS2	0.35575
SRMS	0.0285
GJA9	0.502833333333333
MGC24975	-1.37866666666667
TRIM45	-0.1215
TSP50	0.34075
TCP1	0.29925
TMED7	-0.064
CMA1	1.104
CENPL	-0.279833333333333
PTCRA	0.162
FST	-4.21825
VWCE	-4.1665
PAWR	0.6265
ABCC12	0.341333333333333
LDLR	-0.7684
ASTN2	-0.7633
LOC441212	-0.383
GPATCH8	-0.25375
TANC2	-1.70475
KIF4A	-1.5225
C18orf18	-0.56675
PGM1	0.87075
KIAA0258	1.45875
CPD	0.5485
SNCAIP	-1.98475
DCT	-3.96716666666667
HLA-DOA	2.64759090909091
OR11L1	0.5785
UPK1B	-0.516666666666667
DNAJB4	1.419375
UGT1A8	2.98775
HIST1H4L	-0.9345
PECR	-1.213
HSPA2	0.179
WFIKKN1	-1.2425
SERP1	1.685125
SYDE2	-0.1735
TACR2	0.6025
NUP85	-0.6725
CD177	-0.220166666666667
LGR5	-2.07666666666667
PIGG	-0.443166666666667
PTHR1	-1.89916666666667
RAB5A	0.3075
FLJ13224	-0.051
USP9Y	-1.5455
C7orf53	-0.506
LRP1B	-1.11175
XAF1	2.5809
ABCG8	-0.61
ANKDD1A	0.185
DAND5	0.231
SPAG6	0.205
LINCR	2.891
ZDHHC22	-1.2655
CCDC60	0.7
THOC7	-1.00866666666667
TCTA	0.3565
OR8K3	0.12475
NY-REN-7	-1.43925
B2M	2.44216666666667
C6orf141	-0.623
LPPR4	1.69725
SQLE	-0.697125
SEPHS1	1.616
BTBD14B	0.445357142857143
PLRG1	0.38325
SPG7	-0.4035625
ZNF614	0.267166666666667
PARD6G	0.00933333333333333
INPP5B	0.2164
GRPEL2	-0.00437499999999999
PPID	-0.5228
TRIM56	-0.59
UBE2J1	1.70125
IL20RA	3.4185
LOC387856	-0.2045
C1orf107	1.23725
UTS2R	-0.4205
C19orf22	-0.86125
SAFB2	-0.549875
KIAA0652	0.2395
KLRG1	-0.7785
MS4A8B	0.231333333333333
FRAG1	0.12425
KIAA1546	1.08175
E2F4	-0.7728
CLEC4M	-0.0703333333333333
BTBD14A	-0.78675
KIAA0999	0.8301
GYPA	-4.00266666666667
TAC1	-0.3911
TRAIP	-1.624
KIAA0232	-0.4103
ERCC8	-0.826375
GPX4	0.374875
KIAA0368	-0.79325
GPR157	0.254
CTAGE4	0.2385
C9orf30	-0.261
OR52A1	1.138
HSP90B3P	-0.002
ALG9	-0.8532
BTBD10	0.43925
SDK2	-0.1645
BAIAP3	-1.487
RABGGTB	-0.23475
ANKRD40	-0.413666666666667
KRT74	0.8655
CALCOCO2	-0.201214285714286
SNCA	-3.38375
TMSL8	-4.552
C2orf53	0.106
ESRRB	-0.1295
ARHGAP26	-0.48425
TDRD9	-3.175
HRAS	0.2795
KLRC4	-1.798
JAGN1	-0.072
BSDC1	0.57175
RNF43	-0.5561
NDUFAF1	-0.565
PHF12	0.32625
OR1L3	0.30425
FOLR2	1.08483333333333
LYZL6	0.132333333333333
tcag7.1260	-0.2315
WSB1	-1.24716666666667
PROS1	1.7085
OSTN	0.6985
PSMB8	1.6695
SOCS4	0.151
DDIT4L	3.58575
MAS1	-0.3295
MGC34796	0.303
CSHL1	0.487666666666667
TBCCD1	0.318666666666667
ZBTB7C	-0.065
AP2S1	0.194375
P15RS	-0.3983
VAT1	0.1829
SHANK3	1.07383333333333
TUFM	-0.561333333333333
THEG	-0.2525
KRT34	-1.353
SGSM3	0.41125
TOMM22	-0.575375
SOCS3	0.590166666666667
CPO	-0.0095
POP4	0.6095
BHLHB3	2.166
MALL	3.73875
OR1B1	-0.0105
PARK2	-0.0406666666666667
GPR124	0.3655
LCE1E	-0.394
RUVBL2	-0.6305
CGRRF1	-0.4381
ACPL2	-1.0175
WNT10B	-2.6365
BAIAP2L2	0.877375
ISCA1	0.0195
C1orf125	-0.233
RPAP1	-0.74025
RAI16	-0.0841666666666667
RPL27	-0.411875
NLRP9	0.2035
EPN1	0.105
LOC388610	0.68825
SLC35A1	0.124
GAL	-1.796
SLC14A2	0.3645
RDH11	-0.957833333333333
FAM138F	-0.106
AUH	-0.35775
FLJ40243	0.417
C14orf129	0.567833333333333
MBD2	-0.5785
ABHD14B	-0.942875
PIGT	0.71475
ALS2CR4	0.071
ALAS1	0.1333
FOXO1	0.4805
CRLF3	0.424875
C20orf107	-0.0375
FARS2	-0.26925
CCDC28A	0.7855
NPHP3	-0.81025
OR13F1	0.468
TSEN54	-0.4905
DEFB106B	0.1323
OR8B4	1.03
STH	0.61075
ZC3H14	0.068125
CBX2	0.4445
TMEM49	-1.38025
C6orf21	1.0195
FLJ20920	0.177
CRTAP	-0.381214285714286
DDX50	0.31125
STYXL1	0.74475
BLVRB	-0.0521666666666667
LOC147650	0.393166666666667
MMP24	-0.44675
GRID1	1.76183333333333
BANF1	-0.5175
CTAGEP	0.666
HMBS	-1.1745
SLC25A24	1.3485
C14orf50	-0.06475
MRO	0.906166666666667
SLC25A15	-0.2165
FAM84B	1.2735
TDP1	0.2495
C16orf78	-0.256333333333333
C11orf57	-0.9905
RFK	0.512125
ZFYVE9	0.886625
STCH	0.285
WIBG	-0.57575
LOC283871	-1.1445
GBA2	-0.5135
NDUFB3	0.2965
HSD17B13	-0.39775
GRIN3A	0.820666666666667
FMNL1	-0.410333333333333
SEPT7	-0.1926
GNLY	3.7175
GRAMD1C	-1.60366666666667
ZNF165	1.522
USP38	0.3015
FAM83A	-3.64816666666667
C14orf24	1.33675
ARMCX3	1.275875
ARHGDIB	0.795666666666667
AK1	0.03025
KIAA1045	0.5205
DNAJB13	-0.352
NEU2	1.033
HIST1H4B	-1.23266666666667
FAM20B	-0.0511
HES2	0.236571428571429
FAM73B	-0.7142
LOC388381	0.068
INTS7	0.314090909090909
AMPH	1.06775
ZNF775	-0.57825
UCKL1	-0.0771666666666667
C10orf97	1.018
C1orf161	-0.0035
ALDH1L1	0.83675
FLJ39378	-0.100625
SLC23A1	-1.755
RBM4B	0.05425
THAP4	-0.2635
OGFRL1	3.96075
KIAA0831	0.118875
PPP1R15A	0.722
C1orf96	0.855928571428571
C12orf11	-1.132
BMF	0.049125
MAN1A1	0.057375
KIAA1600	0.548333333333333
NLGN4X	-1.35625
ALOX12	-0.268333333333333
RB1CC1	0.8522
NEIL2	-0.177
EIF4E	0.116045454545455
ABHD5	-0.15
EXOC4	-0.575333333333333
CIP29	-0.309833333333333
BATF2	2.52825
SLC29A4	-0.284375
HTR4	0.3585
EMB	-1.3415
TRAF6	0.94575
LMNB1	-1.73775
FAM19A5	-1.6315
SHE	1.626
PIK3C2B	0.508
C15orf15	-1.0774
USP15	-0.057
TCEAL2	-0.17825
C5orf39	0.0406666666666667
PTGER2	-0.9095
SLC31A1	-0.00712500000000002
IFT172	1.05825
ADAM29	0.26825
GFOD1	1.1585
ST7L	0.4025
C15orf26	-2.77525
PKN3	-1.5345
CNTD1	0.571666666666667
COMMD1	1.0855
NTRK2	2.69958333333333
FOXN3	0.43875
MFGE8	1.0755
PFKFB2	2.26833333333333
TAS2R4	-0.55725
ENTHD1	1.54266666666667
PRMT5	-1.240875
MGC16384	-1.139625
LOC442229	1.07625
TSKU	0.331625
KRTCAP3	2.9625
PDLIM1	-0.0808
KCNS2	0.80075
RNF126	-1.04933333333333
CEP63	-0.995625
CLIC4	1.2835
hCG_1990170	1.409
ACR	0.8791
KLK7	4.26875
ALOX5AP	3.87075
RIPK3	2.746
TAS2R9	0.43
C19orf18	0.802
BIRC6	0.0247857142857143
ZNF16	0.9195
RFT1	-0.346
SLC8A2	-0.6005
TACC1	0.48775
ITGAD	0.9065
SAMHD1	2.73425
SH3PXD2B	1.1129
EPC2	0.5175
C20orf85	0.498875
ATP13A2	1.03633333333333
KRT4	0.133625
CAPNS1	1.09875
MDM2	-0.562416666666667
PCDH20	-0.09675
KCNK9	0.5605
OR2C1	0.157
KLHDC3	1.63666666666667
IPPK	0.085
EFHD2	0.34275
GALR3	-0.2785
NBEA	-2.15366666666667
ABCA6	2.1145
CLDN3	1.60616666666667
AKT2	0.152214285714286
EGFR	5.2056
RBM16	0.2315
ZDHHC3	0.1835
SLC25A4	0.0878333333333333
CYB5B	-0.749833333333333
CPXM1	-0.254
NDRG1	1.007
FLJ43826	0.434
OR5L2	-0.269333333333333
FARP2	0.1483
MRPL46	-1.05225
LDHAL6B	0.570833333333333
MAPKAPK3	-1.1
NCAM2	-4.22425
PRKD2	0.159666666666667
ZFP36L1	1.62733333333333
CYSLTR1	-0.49475
OR4C3	0.457
HIST1H2AJ	1.877
CCNB2	-1.35511111111111
ZNF10	-0.112125
TMEM175	0.0685
FAM134A	0.5035
TIGD4	0.5665
PCNP	0.14125
MGC39715	0.453
LQK1	-2.47975
CREB1	0.7712
TMPRSS3	1.02525
C4orf32	-0.13675
LAT	-1.301
KCNA3	-0.9825
SKIV2L2	-1.086
ROPN1B	1.4855
tcag7.23	-0.0845
CDT1	-1.915
ZHX2	0.86425
CD28	-2.29875
ZNF624	0.527
SEPT2	0.9555
SOHLH2	-1.025375
MCOLN3	-0.690142857142857
UNQ1945	0.4055
MASP2	-1.2855
ZNRF3	0.0262
GPATCH3	-0.067
AGL	0.819375
QRICH2	0.1245
PSD4	0.584166666666667
CCNB1IP1	-1.743
ENPP7	0.50975
OBFC1	-0.30275
KCNG3	-2.187
C14orf79	-0.29225
ENPEP	3.11783333333333
SCT	1.4335
SKI	0.91375
SEC61G	5.28475
CAPN11	-0.0365
ATXN7L3	-0.4235
DBNDD1	1.16733333333333
FAIM	0.501
ANKRD36	-1.202
GABRP	4.69683333333333
TACSTD2	3.55283333333333
EIF3J	-0.45675
PPP2R2A	-0.52475
TEKT4	-0.3005
PVALB	-3.5545
F10	-2.91816666666667
FAM134C	0.5263
COMP	3.99425
EFCBP1	-0.662875
SCLT1	-0.038
TAL1	-1.295
ACSL1	1.66125
ABCC5	0.458416666666667
ABL1	-1.19705555555556
RBBP7	1.03333333333333
PTPRG	-0.607125
NCOR1	0.0982
SPINK4	-1.97733333333333
TXNRD1	-1.1555
TNRC15	0.2835
C9orf138	0.987
UBE2H	1.01733333333333
BRDT	0.578666666666667
C8orf31	0.0315
CCNE2	-1.43863636363636
SLC6A8	-1.304125
CALCR	-3.977
PPP1CB	1.23941666666667
ABHD8	0.29
ARF5	0.2282
SLC24A4	1.12925
CCT3	0.2185
ZNF121	0.48325
SLC3A2	-0.6
OR13A1	0.168
SLC5A10	-0.1095
RAD50	-0.49175
IER5	-0.457125
MTHFD1L	-0.9
MBTPS2	-0.01775
MVK	-1.277875
NCL	0.2248
PSMD10	0.55375
MOBP	0.443375
FLJ32894	0.8715
HRH1	0.857
C5orf30	-0.112
NUDT16L1	0.2211
RASGRP3	4.49583333333333
PRKRIP1	-0.6444
CCDC75	-0.2555
LOC253970	0.31375
KIAA1239	0.211
MED21	0.7345
SYT11	0.478916666666667
NTSR2	1.013
EGFL11	1.283
CXorf59	0.486
OR2A25	0.359
SPTBN2	-0.32025
LRMP	-1.01433333333333
RNF111	-0.18425
PTH	0.04
LOC619208	-0.0926666666666667
KIAA0895	0.11925
RANBP5	-0.74125
P2RY10	1.22433333333333
NME5	-0.763333333333333
DDX21	0.09075
LRSAM1	-0.2425
HDAC11	0.370166666666667
VMO1	2.60075
NOLA2	-0.400333333333333
ADAR	0.652583333333333
MTO1	-0.289
SF4	-0.066
P2RX1	-0.22
HBM	0.02475
EN2	-0.638
C14orf172	0.9535
TM9SF2	0.1468
INHBE	-1.10183333333333
TCTE3	0.62475
TOX2	-0.86975
CTAGE3	0.784625
HBB	2.8716
MED15	-0.522166666666667
CASR	0.062
C6orf66	0.145166666666667
MTPN	0.09825
UNC50	0.5865
C21orf33	0.061875
IRF2	1.067
PGR	-2.61283333333333
GPR84	3.589
CROCCL1	-2.05425
SRPX	1.64725
BRE	0.317333333333333
FGF10	0.4395
SDC3	0.834
ZRSR1	-0.0143333333333333
DKFZP434P211	-0.727125
SOX6	0.823
RPUSD2	-0.37125
C14orf173	0.0683333333333333
MAPK11	-0.3675
TBC1D22A	0.3655
FAM123A	-0.8445
COL4A6	-4.0255
TOMM70A	0.23525
NAB1	1.114
MGC16385	0.966875
TSPAN18	1.13816666666667
MED31	-1.013
PLG	-0.422
CAPSL	0.596
ZNF532	1.7524
ASB14	-1.21625
CA8	-3.8945
NUDT16P	0.962166666666667
SLFN11	-1.2465
LRRIQ2	0.234285714285714
NOL7	-0.438166666666667
BRMS1L	0.456
JARID1A	0.666833333333333
PANK2	-0.61725
ICAM3	-0.058
MDS1	0.56475
TAF8	0.8035
RNF139	0.95775
ZNF594	-0.685
ADAM8	2.746875
SFTPC	-0.117142857142857
MAN2B2	0.249875
RGS12	-0.320133333333333
EIF1AY	-4.61883333333333
LRRIQ1	-2.35883333333333
GPR150	-0.517
CCDC21	-0.855666666666667
PRRG3	0.39625
SAA4	-0.605
RAPGEF5	1.406125
ZCCHC2	0.69075
MGC39372	1.1945
PPP4R2	0.246333333333333
CDCA2	-1.16783333333333
OR4D5	0.698
PTGFRN	1.4877
SIGLEC5	1.8555
C19orf61	-0.132333333333333
NMUR2	0.277
KIAA1586	-0.925666666666667
DAGLA	0.3975
CHCHD6	-1.2705
GPR32	0.3885
NEUROD6	0.000333333333333334
SLC2A4RG	0.37925
CA5B	0.43175
FBXL3	0.28525
MPHOSPH9	-1.25825
HMG2L1	-0.0875
HCN4	-0.457833333333333
CEACAM19	1.33175
SH2D4B	1.10833333333333
HFE2	1.218
TGM4	0.2898
LYPD2	0.3055
TBC1D15	0.3025
MRPS21	0.24
NONO	-0.3722
CLEC5A	3.47025
ITCH	0.8129
MGAT3	-0.124333333333333
MBP	0.735875
RPP25	-0.459
SOSTDC1	2.46925
HRC	-1.75725
TRIM48	0.7035
TMEM133	0.0205
ECEL1P2	-1.38275
HOXC11	-0.5035
DOK5	2.37
HELZ	-0.664833333333333
LOC348180	-0.163
MGC33894	0.362
ADRB3	0.0375
DMD	1.53241666666667
PTRH2	-1.2835
MPEG1	3.02616666666667
NDUFA12	-0.131
KRTAP2-4	0.716333333333333
STAMBPL1	-0.1475
ADCY2	-1.4138
UNQ6125	0.2535
KLHL20	0.108666666666667
SRM	-0.61
OTC	0.1325
TMIE	0.4
SNX8	1.039
LIPK	-0.3055
CHURC1	-0.743583333333333
KLC2	0.224166666666667
HDAC1	0.707833333333333
FAM128A	0.0385
FNDC3B	1.2582
MTCP1	0.4215
WFDC10B	0.308
PCDHGB3	-0.157
ATRNL1	-3.2512
CAV2	2.23325
MED26	0.396666666666667
DUS1L	0.11625
CHRM3	-1.782
NEK9	-0.56525
WARS2	0.054
TBX22	0.0565
TOMM40	-0.66775
RP6-213H19.1	-0.123666666666667
TUBGCP5	-0.49075
IGSF6	4.93425
TPPP	0.205666666666667
UNQ6190	-0.578
GSTM5	0.244875
BTD	0.0658333333333333
PDCD1LG2	1.49983333333333
SNRPB2	0.225333333333333
ERICH1	-0.259375
APOA4	-1.509
HOXA11	-2.159
NARG1	-0.1455
MKX	-0.2435
RAB28	0.490714285714286
PKP3	1.3865
SH3GL2	-2.54675
CTSO	3.52175
RPN2	0.4686875
IL28RA	1.25833333333333
SFMBT1	0.0555
WDR57	0.019875
FER1L3	0.863166666666667
HSF5	0.381833333333333
TTC9B	0.41275
C4BPA	-3.38683333333333
ALB	-4.56485714285714
SORBS3	0.428125
UPF2	0.9445
JPH1	0.351
AGBL2	-1.8505
DOPEY1	1.683
TERF1	-0.21075
KIF22	-1.0515
NINJ1	0.822
SEC61A2	0.0206666666666667
HIST1H1D	-1.42633333333333
SFXN4	-0.71975
UCP3	0.2671
ZNF703	0.0165
MYL6B	-1.3365
TREM1	2.92075
OR52E6	0.707
CKMT2	3.22875
HLA-C	3.332875
SLC13A3	0.563833333333333
TIMP4	-3.21625
SLIT2	1.761
RSF1	-0.137166666666667
LONRF1	-0.598785714285714
MON1A	-0.533166666666667
CACNG6	-2.16316666666667
DPPA4	-5.311
ZSWIM3	0.30175
ZNF804A	0.110833333333333
CCIN	1.7805
SLC25A31	0.20775
KCNMB4	0.04475
RABL5	0.039375
GALNS	0.8285
STX6	0.766625
HIST1H1C	-2.27966666666667
CIDEB	0.62875
CASP4	0.580833333333333
PDK3	1.4398
KCNJ11	-0.3605
TPR	-0.094625
ZSCAN20	0.392
MTX2	-0.26675
HIST1H2BH	0.16075
LOC283767	2.204
LYRM7	-1.40888888888889
BRD3	-1.22366666666667
HIST1H2BO	0.11775
MAGEB10	0.5845
SLC45A1	0.467
SERPINA3	2.68685
KIAA0143	1.95875
KCNJ16	4.67183333333333
KRT79	0.40775
FABP2	-0.3635
NUT	0.07125
ZNF57	-0.58675
FBXL4	1.17225
CLEC9A	1.3495
UGT8	0.5345
BMP2K	0.72325
MAPK4	0.56775
SLC25A23	-2.0631
HINT1	-0.5267
KRTAP13-1	0.3675
SFXN5	-0.658444444444444
CHCHD2	2.99708333333333
FAM3D	0.78
NDP	-3.514625
RHOBTB1	0.801
SLC4A4	-1.300375
RPL38	-0.841
HTF9C	-0.9285
AP2A2	0.21125
ZBTB46	-1.8255
MAP7D1	0.261625
AOX1	-1.40333333333333
CYR61	0.7505
DTNA	-0.604071428571428
JRKL	1.60675
TMOD3	0.07575
EEA1	-0.1469
ADCK5	0.6465
IL1R1	2.6195
KLK3	-0.00935714285714287
HRSP12	0.7385
KTN1	-0.02275
LOH11CR2A	0.2097
RELL2	-1.08325
MAB21L1	0.66775
C20orf59	-0.720333333333333
PHKB	-0.89
ADAM2	-3.1755
TBC1D8B	0.986833333333333
FAM13A1	-0.0584375
LAPTM4B	0.863083333333333
LCN8	0.3025
TMEM147	2.3655
SYT4	0.201666666666667
XPO7	-0.475
C9orf62	-0.64075
GPR75	0.456
TRIM5	-0.2095
APOC1	-0.735166666666667
RNASE4	-0.341833333333333
PARD6B	-2.281625
ARID1A	0.05825
TPD52L3	0.6842
RRAGB	1.63433333333333
RCN2	-0.594666666666667
HIST2H2BE	-0.4085625
STARD7	0.07475
SHMT2	-1.169
KIAA1751	-0.310166666666667
MLYCD	0.447125
LOC162632	-0.6537
UQCRH	-0.276
RP11-217H1.1	1.3234375
SDHA	-1.16166666666667
NCLN	-0.8573
ZNF17	0.0303333333333333
RCBTB2	-1.3275
VEGFB	0.2797
RP4-747L4.3	1.789
COLQ	-0.23
MPN2	-1.16716666666667
DRG2	-0.18725
KLRB1	4.627
ALPK2	-2.408
DNASE2B	0.992333333333333
FLJ23834	-0.601333333333333
AXUD1	0.179166666666667
SAFB	1.0151
NSUN4	0.15075
RFX2	-0.572166666666667
MAPK8IP1	0.0128333333333333
FANCD2	-0.342857142857143
ANKZF1	-0.891833333333333
C19orf50	0.333625
DUSP8	0.82975
SENP5	1.219
NFKBIL2	-0.43875
LBR	-0.15025
IGFL1	0.213
LZTS2	0.23925
IL2RG	0.1635
CCDC51	-1.168
KLF3	0.791875
ANKRD37	-1.306
KCTD14	1.49666666666667
FZR1	-0.1135
SLC44A4	-1.7218
ESPL1	-0.883375
GMPR2	-1.2902
TBC1D19	-0.599666666666667
ERGIC1	-0.545481481481482
ERBB4	-1.6458
TSPAN32	0.546916666666667
MAP4	-0.938875
GPHN	-1.80725
SLC6A2	4.907
HIVEP1	0.82275
DFFB	-0.0962
EIF4EBP2	1.249375
DMRT1	0.07925
HSPB6	-0.21475
IER2	0.315666666666667
AIFM1	-0.069
WWC2	-1.44166666666667
MRPL4	0.10175
FLJ21062	-0.972666666666667
EPB41L4A	-0.5415
SH2D6	0.38175
TAF4B	0.5535
GAL3ST3	-0.3745
MALT1	0.514
RTDR1	1.4515
ARVCF	-0.153875
MEX3B	-0.7065
FBXO16	0.23475
KIF7	-2.335
C1QC	3.89466666666667
ZNF783	-0.0923333333333333
ZNF85	-0.042
MMP13	2.196
KIAA0329	1.02357142857143
RTP3	0.53
ZBED3	-1.306
CLGN	-4.8125
SLC25A37	-0.610916666666667
hCG_18290	-0.65175
OR5AS1	0.345
SMARCC2	-0.206083333333333
FAM109A	-0.0446666666666667
CCDC12	-0.3645
USF2	2.0238
DEPDC7	-1.87975
C20orf24	0.264666666666667
JMJD3	0.032
DSP	1.18757142857143
SLIC1	0.621375
FAM20A	2.27125
IRF2BP2	1.3275
ZNF230	0.813
MSN	0.945357142857143
SLC9A5	-2.2435
EPDR1	-2.6472
MUSK	0.276833333333333
ZNF434	-0.42
