Hybridization REF	TCGA-E2-A158-11A-22R-A12D-07
PTHR1	1.35383333333333
RAB5A	0.3762
FLJ13224	-0.4295
USP9Y	-0.453833333333333
C7orf53	0.094
LRP1B	2.20625
XAF1	2.2442
ABCG8	-0.047
ANKDD1A	1.23633333333333
DAND5	-1.026
SPAG6	0.282
LINCR	-2.12
ZDHHC22	-1.730375
CCDC60	0.362
THOC7	-0.966833333333333
TCTA	1.2854
OR8K3	0.2155
NY-REN-7	0.249
B2M	1.525
C6orf141	-2.337625
LPPR4	4.2485
SQLE	-3.133375
SEPHS1	-0.528
BTBD14B	-0.108571428571429
PLRG1	-0.02225
SPG7	-0.4586875
ZNF614	-0.358
PARD6G	1.217
INPP5B	-0.2524
GRPEL2	-0.771125
PPID	-0.5553
TRIM56	0.13775
UBE2J1	-0.331875
IL20RA	1.907
LOC387856	0.485
C1orf107	-0.240416666666667
UTS2R	0.626
C19orf22	-0.66925
SAFB2	-0.17575
KIAA0652	0.22875
KLRG1	0.161333333333333
MS4A8B	-0.302333333333333
FRAG1	-0.54175
KIAA1546	0.46
E2F4	-0.7888
CLEC4M	-0.309166666666667
BTBD14A	-1.06775
KIAA0999	0.6055
GYPA	-3.18433333333333
TAC1	3.4129
TRAIP	-2.59416666666667
KIAA0232	0.5271
ERCC8	-0.8425
GPX4	1.82625
KIAA0368	0.296375
GPR157	-1.53433333333333
CTAGE4	-1.1545
C9orf30	-1.3325
OR52A1	0.72
HSP90B3P	-0.343
ALG9	0.4457
BTBD10	0.49425
SDK2	0.24575
BAIAP3	-1.4535
RABGGTB	-0.801375
ANKRD40	1.01233333333333
KRT74	0.325
CALCOCO2	1.05914285714286
SNCA	-1.1555
TMSL8	-2.312375
C2orf53	0.0345
ESRRB	-0.411
ARHGAP26	-0.405625
TDRD9	-2.87575
HRAS	0.045
KLRC4	-2.342
JAGN1	-0.232666666666667
BSDC1	0.442
RNF43	-1.7504
NDUFAF1	0.58825
PHF12	0.716
OR1L3	-0.1175
FOLR2	3.58808333333333
LYZL6	0.279
tcag7.1260	-1.094
WSB1	-0.575666666666667
PROS1	1.4709
OSTN	0.5685
PSMB8	0.2955
SOCS4	0.3615
DDIT4L	3.4345
MAS1	4.008
MGC34796	0.84175
CSHL1	0.0316666666666667
TBCCD1	0.0708333333333333
ZBTB7C	-0.2255
AP2S1	-0.78125
P15RS	-0.1828
VAT1	0.2583
SHANK3	1.898
TUFM	-0.642
THEG	-0.004
KRT34	-1.4405
SGSM3	-0.447125
TOMM22	-0.40625
SOCS3	2.80483333333333
CPO	2.4095
POP4	0.3675
BHLHB3	0.86875
MALL	2.5215
OR1B1	-0.117
PARK2	2.2545
GPR124	2.55275
LCE1E	-0.1085
RUVBL2	-1.11975
CGRRF1	0.9266
ACPL2	-0.349
WNT10B	1.82425
BAIAP2L2	-2.226625
ISCA1	0.8005
C1orf125	0.0880000000000001
RPAP1	-0.6185
RAI16	0.166
RPL27	-0.427375
NLRP9	-0.04
EPN1	0.3475
LOC388610	-0.483625
SLC35A1	0.5445
GAL	-5.08075
SLC14A2	0.32425
RDH11	-1.143
FAM138F	-0.9265
AUH	0.94575
FLJ40243	0.211
C14orf129	0.157833333333333
MBD2	-0.552833333333333
ABHD14B	0.72975
PIGT	0.245375
ALS2CR4	0.0893750000000001
ALAS1	-0.0443
FOXO1	2.82816666666667
CRLF3	-0.329125
C20orf107	-0.39
FARS2	0.703
CCDC28A	0.978
NPHP3	0.54425
OR13F1	-0.057
TSEN54	-1.4965
DEFB106B	-0.3665
OR8B4	0.406
STH	-0.4725
ZC3H14	-0.042
CBX2	0.5965
TMEM49	-1.574
C6orf21	0.6605
FLJ20920	0.618125
CRTAP	1.67135714285714
DDX50	0.14225
STYXL1	-1.31125
BLVRB	0.545
LOC147650	0.497333333333333
MMP24	0.583
GRID1	3.007
BANF1	-0.774333333333333
CTAGEP	-0.9735
HMBS	-2.3005
SLC25A24	-0.341166666666667
C14orf50	2.49075
MRO	2.01333333333333
SLC25A15	-1.95625
FAM84B	-0.4648
TDP1	-1.647
C16orf78	0.190666666666667
C11orf57	-0.41575
RFK	-0.59075
ZFYVE9	0.14675
STCH	-1.304
WIBG	-0.2025
LOC283871	-0.9735
GBA2	-0.4619
NDUFB3	-0.02325
HSD17B13	3.7585
GRIN3A	2.075
FMNL1	-0.425333333333333
SEPT7	0.6746
GNLY	3.0875
GRAMD1C	-0.365166666666667
ZNF165	-1.64175
USP38	0.18325
FAM83A	-3.75616666666667
C14orf24	0.616583333333333
ARMCX3	1.459375
ARHGDIB	-0.1385
AK1	0.912375
KIAA1045	1.69425
DNAJB13	-0.104166666666667
NEU2	0.2155
HIST1H4B	-2.13733333333333
FAM20B	0.154
HES2	-0.652857142857143
FAM73B	-0.4037
LOC388381	0.27525
INTS7	-1.47281818181818
AMPH	2.2845
ZNF775	-0.27775
UCKL1	-0.6595
C10orf97	0.82
C1orf161	-0.30175
ALDH1L1	4.3495
FLJ39378	0.268
SLC23A1	-2.726
RBM4B	0.114
THAP4	0.0608333333333333
OGFRL1	0.97025
KIAA0831	0.42
PPP1R15A	1.92966666666667
C1orf96	-1.35078571428571
C12orf11	-2.136
BMF	-0.502
MAN1A1	0.84225
KIAA1600	1.49933333333333
NLGN4X	0.00850000000000001
ALOX12	0.165833333333333
RB1CC1	0.3062
NEIL2	0.5745
EIF4E	-0.0344090909090909
ABHD5	1.47
EXOC4	0.0931666666666667
CIP29	-0.422666666666667
BATF2	0.47425
SLC29A4	2.539125
HTR4	1.87475
EMB	0.076
TRAF6	0.7595
LMNB1	-4.54125
FAM19A5	-0.411125
SHE	3.53775
PIK3C2B	1.72625
C15orf15	-0.4079
USP15	0.3946
TCEAL2	3.033
C5orf39	-0.0626666666666667
PTGER2	1.05525
SLC31A1	-0.947
IFT172	0.28625
ADAM29	0.35825
GFOD1	2.17525
ST7L	0.567333333333333
C15orf26	-2.611
PKN3	-0.646
CNTD1	0.812333333333333
COMMD1	0.729
NTRK2	4.9185
FOXN3	2.313
MFGE8	1.5547
PFKFB2	0.0416666666666667
TAS2R4	-0.43625
ENTHD1	-0.229666666666667
PRMT5	-1.21775
MGC16384	-1.161625
LOC442229	0.1835
TSKU	1.443375
KRTCAP3	0.299125
PDLIM1	0.7877
KCNS2	0.158
RNF126	-0.700833333333333
CEP63	0.672875
CLIC4	1.378625
hCG_1990170	3.9705
ACR	1.3261
KLK7	3.09975
ALOX5AP	3.2255
RIPK3	3.2115
TAS2R9	0.209
C19orf18	1.163
BIRC6	-0.169785714285714
ZNF16	0.7055
RFT1	-0.88
SLC8A2	-0.188
TACC1	2.0805
ITGAD	1.07225
SAMHD1	1.7395
SH3PXD2B	0.6141
EPC2	1.0515
C20orf85	0.297625
ATP13A2	-0.626333333333333
KRT4	0.162375
CAPNS1	0.53825
MDM2	-0.669
PCDH20	3.1365
KCNK9	-0.0665
OR2C1	0.195
KLHDC3	-0.402666666666667
IPPK	-0.623
EFHD2	-0.668
GALR3	0.53125
NBEA	0.723333333333333
ABCA6	6.0773
CLDN3	-2.18116666666667
AKT2	0.0135714285714286
EGFR	1.2106
RBM16	-0.025375
ZDHHC3	0.8989
SLC25A4	0.874166666666667
CYB5B	-0.0301666666666667
CPXM1	-0.18275
NDRG1	0.592230769230769
FLJ43826	0.264
OR5L2	-0.714666666666667
FARP2	0.2019
MRPL46	0.232916666666667
LDHAL6B	-0.616166666666667
MAPKAPK3	-0.939833333333333
NCAM2	-1.1855
PRKD2	-0.207166666666667
ZFP36L1	1.5775
CYSLTR1	0.7895
OR4C3	-0.238
HIST1H2AJ	1.249
CCNB2	-4.592
ZNF10	0.119625
TMEM175	0.6985
FAM134A	0.0395
TIGD4	0.139
PCNP	0.3065
MGC39715	0.2595
LQK1	-2.4245
CREB1	1.1416
TMPRSS3	-1.6875
C4orf32	1.341625
LAT	-1.85525
KCNA3	0.4285
SKIV2L2	-0.81225
ROPN1B	1.329
tcag7.23	-0.359
CDT1	-4.28225
ZHX2	0.975
CD28	-2.2025
ZNF624	1.1075
SEPT2	0.804083333333333
SOHLH2	-0.7075
MCOLN3	0.784375
UNQ1945	-0.027
MASP2	-1.12
ZNRF3	-0.1379
GPATCH3	-0.15825
AGL	1.19475
QRICH2	-0.035
PSD4	-1.4365
CCNB1IP1	-1.29825
ENPP7	0.27775
OBFC1	0.41525
KCNG3	-2.06275
C14orf79	-0.903416666666667
ENPEP	2.77683333333333
SCT	-0.3175
SKI	0.9565
SEC61G	-1.495
CAPN11	2.239
ATXN7L3	-0.7165
DBNDD1	-1.802
FAIM	1.09025
ANKRD36	-0.745
GABRP	2.95033333333333
TACSTD2	-1.4235
EIF3J	-0.71275
PPP2R2A	-0.4685
TEKT4	-0.0775
PVALB	-3.953
F10	2.083
FAM134C	0.7414
COMP	4.22525
EFCBP1	-0.69025
SCLT1	1.324875
TAL1	0.3583
ACSL1	4.914
ABCC5	-0.599833333333333
ABL1	-0.0346666666666666
RBBP7	-0.334083333333333
PTPRG	0.68975
NCOR1	-0.1123
SPINK4	-2.32483333333333
TXNRD1	-1.1446
TNRC15	0.734375
C9orf138	0.501875
UBE2H	0.641166666666667
BRDT	1.22883333333333
C8orf31	0.157
CCNE2	-3.76563636363636
SLC6A8	-1.121625
CALCR	-2.19125
PPP1CB	1.08725
ABHD8	-0.11775
ARF5	-0.3765
SLC24A4	1.4575
CCT3	-0.9815
ZNF121	-0.0285
SLC3A2	-1.8988
OR13A1	-0.1945
SLC5A10	-0.501
RAD50	0.1875
IER5	-0.04725
MTHFD1L	-1.560625
MBTPS2	-0.428
MVK	-0.834875
NCL	-0.5621
PSMD10	-0.256
MOBP	0.373125
FLJ32894	-0.694
HRH1	1.11533333333333
C5orf30	-0.46825
NUDT16L1	-0.3449
RASGRP3	4.11
PRKRIP1	-0.5056
CCDC75	1.1455
LOC253970	0.11225
KIAA1239	3.42625
MED21	-0.25675
SYT11	1.23091666666667
NTSR2	0.11
EGFL11	0.561
CXorf59	1.6665
OR2A25	0.26675
SPTBN2	-1.43325
LRMP	0.1835
RNF111	0.17075
PTH	-0.744
LOC619208	1.01933333333333
KIAA0895	-0.7465
RANBP5	-0.127625
P2RY10	0.246166666666667
NME5	2.12233333333333
DDX21	-1.40175
LRSAM1	-0.102
HDAC11	0.0191666666666667
VMO1	1.97175
NOLA2	-0.8355
ADAR	-0.178666666666667
MTO1	-0.767333333333333
SF4	0.0858333333333333
P2RX1	3.98566666666667
HBM	2.92325
EN2	0.1575
C14orf172	0.02675
TM9SF2	0.1226
INHBE	-1.35233333333333
TCTE3	0.0779166666666666
TOX2	-1.96825
CTAGE3	-0.486125
HBB	5.935
MED15	-0.496166666666667
CASR	0.16625
C6orf66	-0.516166666666667
MTPN	-0.1995
UNC50	0.34575
C21orf33	0.818875
IRF2	1.154875
PGR	0.316833333333333
GPR84	0.16625
CROCCL1	-1.43425
SRPX	1.4275
BRE	0.205833333333333
FGF10	2.21
SDC3	-0.450666666666667
ZRSR1	0.830166666666667
DKFZP434P211	-0.605125
SOX6	1.0715
RPUSD2	-0.75275
C14orf173	0.23625
MAPK11	0.6235
TBC1D22A	0.394
FAM123A	-0.466
COL4A6	-0.461
TOMM70A	0.23
NAB1	0.9815
MGC16385	-0.369125
TSPAN18	1.76766666666667
MED31	-0.43275
PLG	-0.27225
CAPSL	0.099
ZNF532	1.3747
ASB14	0.1835
CA8	-1.8295
NUDT16P	1.36016666666667
SLFN11	-0.0945
LRRIQ2	-0.72275
NOL7	-0.554333333333333
BRMS1L	0.100875
JARID1A	0.321
PANK2	-0.486
ICAM3	-0.11275
MDS1	0.67675
TAF8	-0.211
RNF139	0.5935
ZNF594	-0.0431666666666667
ADAM8	-0.10425
SFTPC	0.092125
MAN2B2	1.556625
RGS12	0.190875
EIF1AY	-4.14541666666667
LRRIQ1	-0.813
GPR150	0.64225
CCDC21	-2.29633333333333
PRRG3	2.30325
SAA4	-3.1485
RAPGEF5	1.61075
ZCCHC2	-0.192916666666667
MGC39372	0.00900000000000001
PPP4R2	-0.3105
CDCA2	-3.69083333333333
OR4D5	0.127333333333333
PTGFRN	-0.1776
SIGLEC5	1.9745
C19orf61	-0.780333333333333
NMUR2	0.171
KIAA1586	-0.314166666666667
DAGLA	-0.3865
CHCHD6	-0.4135
GPR32	0.5925
NEUROD6	0.270833333333333
SLC2A4RG	0.5066875
CA5B	1.2375
FBXL3	1.7395
MPHOSPH9	-1.5225
HMG2L1	-0.11425
HCN4	0.1985
CEACAM19	0.61875
SH2D4B	0.860833333333333
HFE2	-1.9785
TGM4	0.00916666666666665
LYPD2	0.17375
TBC1D15	0.45175
MRPS21	-0.1858
NONO	-1.2637
CLEC5A	0.843875
ITCH	-0.1064
MGAT3	0.745333333333333
MBP	1.61
RPP25	-0.8855
SOSTDC1	0.7715
HRC	1.7625
TRIM48	-0.0075
TMEM133	1.6285
ECEL1P2	-1.28925
HOXC11	-1.2205
DOK5	0.84625
HELZ	0.407666666666667
LOC348180	-1.1995
MGC33894	0.82675
ADRB3	0.0355
DMD	2.57708333333333
PTRH2	-1.5895
MPEG1	3.94333333333333
NDUFA12	0.399333333333333
KRTAP2-4	-0.188727272727273
STAMBPL1	0.336666666666667
ADCY2	1.501
UNQ6125	0.0515
KLHL20	0.683166666666667
SRM	-1.1245
OTC	3.75375
TMIE	1.12566666666667
SNX8	-0.329
LIPK	-1.218
CHURC1	0.746666666666667
KLC2	0.00816666666666666
HDAC1	-1.48133333333333
FAM128A	-0.491833333333333
FNDC3B	-0.0704
MTCP1	-0.0985
WFDC10B	0.0636
PCDHGB3	0.282
ATRNL1	-1.884
CAV2	3.70825
MED26	0.014
DUS1L	-0.481
CHRM3	-0.96575
NEK9	0.7765
WARS2	0.613
TBX22	-0.359
TOMM40	-1.6725
RP6-213H19.1	-1.89083333333333
TUBGCP5	-0.08975
IGSF6	4.317
TPPP	1.96833333333333
UNQ6190	-0.6495
GSTM5	2.841625
BTD	2.00816666666667
PDCD1LG2	1.0485
SNRPB2	-0.758
ERICH1	0.17675
APOA4	-1.63025
HOXA11	-1.21475
NARG1	-0.804375
MKX	2.04775
RAB28	0.235785714285714
PKP3	-2.6335
SH3GL2	-0.3415
CTSO	3.894
RPN2	-0.601375
IL28RA	-1.80883333333333
SFMBT1	-0.96775
WDR57	-0.607875
FER1L3	0.880666666666667
HSF5	-0.545666666666667
TTC9B	0.26675
C4BPA	-4.83516666666667
ALB	-5.13146153846154
SORBS3	1.2795
UPF2	0.2615
JPH1	-1.072
AGBL2	-1.867
DOPEY1	1.655
TERF1	-0.0198333333333333
KIF22	-1.56666666666667
NINJ1	0.1215
SEC61A2	-0.87
HIST1H1D	-2.32683333333333
SFXN4	-0.55175
UCP3	0.17
ZNF703	0.305833333333333
MYL6B	-0.86525
TREM1	1.6875
OR52E6	0.6675
CKMT2	4.91025
HLA-C	1.81875
SLC13A3	-1.70733333333333
TIMP4	3.621
SLIT2	4.4255
RSF1	0.551444444444444
LONRF1	0.166285714285714
MON1A	0.0431666666666667
CACNG6	-1.61683333333333
DPPA4	-6.12816666666667
ZSWIM3	0.02425
ZNF804A	0.477
CCIN	1.10375
SLC25A31	0.0835
KCNMB4	0.5165
RABL5	-0.254375
GALNS	-0.3359
STX6	0.139875
HIST1H1C	-1.756
CIDEB	0.205875
CASP4	0.651
PDK3	-0.7601
KCNJ11	-0.09
TPR	-0.255125
ZSCAN20	-0.1595
MTX2	-0.57625
HIST1H2BH	-1.81475
LOC283767	1.31425
LYRM7	-0.114944444444444
BRD3	0.0655
HIST1H2BO	-2.235
MAGEB10	0.377
SLC45A1	1.26875
SERPINA3	-2.39625
KIAA0143	0.82175
KCNJ16	2.60166666666667
KRT79	-0.0605
FABP2	-0.5275
NUT	0.42175
ZNF57	-1.20825
FBXL4	0.7915
CLEC9A	0.9955
UGT8	1.2505
BMP2K	0.01525
MAPK4	-0.141
SLC25A23	0.4625
HINT1	-0.8549
KRTAP13-1	0.5985
SFXN5	-0.8817
CHCHD2	-0.366416666666667
FAM3D	1.988
NDP	-1.9695
RHOBTB1	0.6455
SLC4A4	2.226875
RPL38	-0.12025
HTF9C	-0.683666666666667
AP2A2	0.759
ZBTB46	-0.0735
MAP7D1	1.386375
AOX1	2.18816666666667
CYR61	3.14683333333333
DTNA	1.0705
JRKL	0.7575
TMOD3	0.578
EEA1	0.7436
ADCK5	-1.008
IL1R1	3.4395
KLK3	0.104285714285714
HRSP12	0.575
KTN1	0.2595
LOH11CR2A	1.3288
RELL2	-2.2665
MAB21L1	3.705
C20orf59	-1.6785
PHKB	0.468
ADAM2	-2.163
TBC1D8B	1.32116666666667
FAM13A1	1.0353125
LAPTM4B	-1.70175
LCN8	-0.1955
TMEM147	0.1715
SYT4	1.2605
XPO7	-0.7895
C9orf62	0.4075
GPR75	-0.3145
TRIM5	0.539875
APOC1	-1.182
RNASE4	2.747
PARD6B	-4.504625
ARID1A	-0.210333333333333
TPD52L3	-0.0137
RRAGB	1.16833333333333
RCN2	-0.4455
HIST2H2BE	-1.1251875
STARD7	-0.45875
SHMT2	-2.29125
KIAA1751	0.298833333333333
MLYCD	1.506625
LOC162632	-0.3475
UQCRH	-0.7935
RP11-217H1.1	-0.00387499999999999
SDHA	-0.0955
NCLN	-0.6924
ZNF17	0.679
RCBTB2	-0.266
VEGFB	1.7812
RP4-747L4.3	0.84475
COLQ	0.5764
MPN2	0.692
DRG2	-0.228
KLRB1	4.76075
ALPK2	-2.1985
DNASE2B	1.25525
FLJ23834	0.359833333333333
AXUD1	3.069
SAFB	-0.0622
NSUN4	-0.67225
RFX2	0.308833333333333
MAPK8IP1	0.0741666666666667
FANCD2	-2.315
ANKZF1	-1.79083333333333
C19orf50	-0.016
DUSP8	1.221875
SENP5	-0.56575
NFKBIL2	-1.33675
LBR	-0.367625
IGFL1	0.3105
LZTS2	0.791125
IL2RG	-1.29975
CCDC51	-0.03475
KLF3	0.457375
ANKRD37	-1.428
KCTD14	-0.908833333333333
FZR1	-0.31225
SLC44A4	0.0509
ESPL1	-1.889875
GMPR2	-0.3256
TBC1D19	-0.275166666666667
ERGIC1	-0.0373333333333333
ERBB4	0.7173
TSPAN32	0.655416666666667
MAP4	0.90625
GPHN	0.1985
SLC6A2	1.63075
HIVEP1	0.431
DFFB	-0.9786
EIF4EBP2	1.634875
DMRT1	-0.39525
HSPB6	1.918
IER2	0.512166666666667
AIFM1	-0.1035
WWC2	0.258545454545455
MRPL4	-0.74525
FLJ21062	0.854333333333333
EPB41L4A	1.42316666666667
SH2D6	-0.369
TAF4B	-0.72725
GAL3ST3	-0.4725
MALT1	-0.8395
RTDR1	0.197
ARVCF	0.087875
MEX3B	-1.076
FBXO16	-0.25125
KIF7	-0.0995
C1QC	4.13033333333333
ZNF783	-0.578666666666667
ZNF85	-0.16925
MMP13	-0.63
KIAA0329	1.059875
RTP3	0.4625
ZBED3	0.52625
CLGN	-4.3635
SLC25A37	-1.02741666666667
hCG_18290	-0.01725
OR5AS1	-0.355
SMARCC2	0.887833333333333
FAM109A	-0.310833333333333
CCDC12	-0.15775
USF2	0.557
DEPDC7	-2.156
C20orf24	-1.162
JMJD3	0.2545
DSP	-1.55635714285714
SLIC1	0.228625
FAM20A	1.5835
IRF2BP2	0.688375
ZNF230	-0.011
MSN	0.512357142857143
SLC9A5	-2.248
EPDR1	1.7142
MUSK	-0.0443333333333333
ZNF434	0.117166666666667
SMARCD1	-0.495833333333333
