Hybridization REF	TCGA-E2-A15I-11A-32R-A137-07
SEPT7	-0.4732
GNLY	3.73
GRAMD1C	0.297833333333333
ZNF165	-1.189
USP38	0.00975
FAM83A	-3.7235
C14orf24	0.206666666666667
ARMCX3	1.155125
ARHGDIB	-0.626833333333333
AK1	0.71025
KIAA1045	1.893
DNAJB13	-0.533
NEU2	1.607
HIST1H4B	-1.93283333333333
FAM20B	-0.7117
HES2	-0.188785714285714
FAM73B	-0.2153
LOC388381	1.4645
INTS7	-1.49554545454545
AMPH	2.8455
ZNF775	0.111125
UCKL1	-0.394333333333333
C10orf97	1.0715
C1orf161	0.51875
ALDH1L1	5.094
FLJ39378	-0.0405
SLC23A1	-2.303
RBM4B	0.1645
THAP4	0.0513333333333333
OGFRL1	1.289
KIAA0831	0.844625
PPP1R15A	1.15016666666667
C1orf96	-1.33835714285714
C12orf11	-2.66225
BMF	0.29125
MAN1A1	0.50175
KIAA1600	1.07766666666667
NLGN4X	1.26725
ALOX12	-0.674333333333333
RB1CC1	0.4283
NEIL2	0.6545
EIF4E	-0.387363636363636
ABHD5	1.9925
EXOC4	-0.2875
CIP29	-1.2625
BATF2	0.48475
SLC29A4	2.13675
HTR4	1.68925
EMB	-0.95225
TRAF6	1.1915
LMNB1	-5.827
FAM19A5	-1.1175
SHE	3.99675
PIK3C2B	1.49625
C15orf15	0.1645
USP15	0.1522
TCEAL2	2.55575
C5orf39	1.05883333333333
PTGER2	0.9845
SLC31A1	-1.598875
IFT172	0.04125
ADAM29	-0.0565
GFOD1	1.716
ST7L	0.672666666666667
C15orf26	-2.9885
PKN3	-0.76925
CNTD1	2.0325
COMMD1	0.865625
NTRK2	5.28158333333333
FOXN3	2.051625
MFGE8	0.416
PFKFB2	0.0325
TAS2R4	-0.199333333333333
ENTHD1	-1.317
PRMT5	-1.42225
MGC16384	-1.694875
LOC442229	0.9825
TSKU	1.029125
KRTCAP3	0.217625
PDLIM1	0.638
KCNS2	0.26475
RNF126	-0.425166666666667
CEP63	0.45725
CLIC4	-0.4
hCG_1990170	2.72
ACR	1.5932
KLK7	1.793
ALOX5AP	2.688
RIPK3	3.15275
TAS2R9	0.4645
C19orf18	1.5555
BIRC6	-0.216071428571429
ZNF16	0.8715
RFT1	-1.0395
SLC8A2	-1.1145
TACC1	1.4605
ITGAD	1.32575
SAMHD1	1.11675
SH3PXD2B	0.5675
EPC2	1.151
C20orf85	0.4805
ATP13A2	-0.404166666666667
KRT4	0.908375
CAPNS1	-0.464
MDM2	-0.02
PCDH20	3.1475
KCNK9	0.5855
OR2C1	-0.245
KLHDC3	-0.597666666666667
IPPK	-0.9245
EFHD2	-0.987
GALR3	0.952
NBEA	1.26116666666667
ABCA6	6.7369
CLDN3	-0.894333333333333
AKT2	0.137
EGFR	2.0613
RBM16	0.076125
ZDHHC3	0.8026
SLC25A4	0.646833333333333
CYB5B	-0.9075
CPXM1	0.81275
NDRG1	0.207
FLJ43826	0.066
OR5L2	0.5222
FARP2	0.0174
MRPL46	0.735833333333333
LDHAL6B	0.0178333333333333
MAPKAPK3	-0.4355
NCAM2	-1.2245
PRKD2	-0.104333333333333
ZFP36L1	1.9995
CYSLTR1	0.3895
OR4C3	0.57675
HIST1H2AJ	1.983
CCNB2	-4.24422222222222
ZNF10	0.08875
TMEM175	0.4215
FAM134A	0.298166666666667
TIGD4	-0.7895
PCNP	0.2845
MGC39715	3.01775
LQK1	-1.60125
CREB1	0.5544
TMPRSS3	-1.54725
C4orf32	2.540375
LAT	-1.86691666666667
KCNA3	-4.277
SKIV2L2	-0.5385
ROPN1B	1.92125
tcag7.23	0.1265
CDT1	-3.8665
ZHX2	1.405375
CD28	-2.58875
ZNF624	1.21125
SEPT2	0.129083333333333
SOHLH2	-1.98575
MCOLN3	1.09975
UNQ1945	0.242
MASP2	-1.0725
ZNRF3	0.0298
GPATCH3	-0.31075
AGL	0.959875
QRICH2	-0.1745
PSD4	-1.28333333333333
CCNB1IP1	-0.792
ENPP7	0.0595
OBFC1	0.73625
KCNG3	-2.439
C14orf79	-0.76025
ENPEP	3.358
SCT	0.3655
SKI	0.607125
SEC61G	-0.64575
CAPN11	1.65275
ATXN7L3	-1.21225
DBNDD1	-1.7795
FAIM	1.17275
ANKRD36	-1.622
GABRP	4.55083333333333
TACSTD2	-0.711333333333333
EIF3J	-0.63775
PPP2R2A	-0.813
TEKT4	0.788
PVALB	-3.63766666666667
F10	0.555166666666667
FAM134C	1.2585
COMP	3.242375
EFCBP1	-0.0971875000000001
SCLT1	0.37175
TAL1	0.4492
ACSL1	4.56475
ABCC5	-0.778666666666667
ABL1	-0.555777777777778
RBBP7	-0.547583333333333
PTPRG	0.488375
NCOR1	-0.36
SPINK4	-2.43516666666667
TXNRD1	-1.26
TNRC15	-0.351875
C9orf138	1.2825
UBE2H	0.186
BRDT	0.319
C8orf31	0.349
CCNE2	-3.46145454545455
SLC6A8	-1.245625
CALCR	-2.87875
PPP1CB	0.593083333333333
ABHD8	-0.7105
ARF5	-0.2915
SLC24A4	1.82475
CCT3	-1.4205
ZNF121	-0.040875
SLC3A2	-1.6616
OR13A1	0.39
SLC5A10	-0.17625
RAD50	-0.332
IER5	-0.12375
MTHFD1L	-1.932875
MBTPS2	1.28975
MVK	-0.793875
NCL	-0.2276
PSMD10	-0.558
MOBP	0.113714285714286
FLJ32894	0.5535
HRH1	-0.162333333333333
C5orf30	0.10575
NUDT16L1	0.0362
RASGRP3	4.864
PRKRIP1	-0.4492
CCDC75	1.3815
LOC253970	0.14575
KIAA1239	6.92975
MED21	0.1605
SYT11	0.0994166666666667
NTSR2	1.1725
EGFL11	0.858
CXorf59	-1.3
OR2A25	0.37375
SPTBN2	-1.56175
LRMP	0.405
RNF111	0.2715
PTH	-0.272
LOC619208	1.5635
KIAA0895	-0.7455
RANBP5	0.05425
P2RY10	0.298833333333333
NME5	2.81133333333333
DDX21	-2.11075
LRSAM1	-0.444
HDAC11	0.099
VMO1	1.589
NOLA2	-0.837166666666667
ADAR	-0.39325
MTO1	-0.609333333333333
SF4	0.229833333333333
P2RX1	0.182
HBM	0.741
EN2	0.5955
C14orf172	-0.127
TM9SF2	0.0497
INHBE	-0.9405
TCTE3	0.209416666666667
TOX2	-1.544
CTAGE3	-1.16875
HBB	4.7769
MED15	-0.560666666666667
CASR	0.85225
C6orf66	-0.1615
MTPN	-0.74825
UNC50	0.26325
C21orf33	1.590625
IRF2	1.299625
PGR	-0.529
GPR84	0.21125
CROCCL1	-1.90925
SRPX	2.2955
BRE	0.108666666666667
FGF10	4.7675
SDC3	-0.454166666666667
ZRSR1	0.258166666666667
DKFZP434P211	-1.0915
SOX6	-0.383
RPUSD2	-0.791
C14orf173	0.138166666666667
MAPK11	0.6495
TBC1D22A	0.685
FAM123A	-1.2355
COL4A6	-1.66716666666667
TOMM70A	0.4665
NAB1	0.790375
MGC16385	-0.497375
TSPAN18	0.262166666666667
MED31	0.018
PLG	-0.54425
CAPSL	0.3115
ZNF532	1.0863
ASB14	-0.029
CA8	-0.45225
NUDT16P	1.62533333333333
SLFN11	0.094
LRRIQ2	-1.320625
NOL7	-0.411166666666667
BRMS1L	-0.158625
JARID1A	-0.328833333333333
PANK2	-0.23075
ICAM3	0.9365
MDS1	0.37975
TAF8	-0.2165
RNF139	0.98575
ZNF594	-0.1
ADAM8	-0.479125
SFTPC	0.302125
MAN2B2	0.994125
RGS12	0.16725
EIF1AY	-4.47558333333333
LRRIQ1	-0.690166666666667
GPR150	0.832
CCDC21	-2.224
PRRG3	1.32675
SAA4	0.181
RAPGEF5	1.32825
ZCCHC2	-0.29425
MGC39372	-1.386
PPP4R2	-0.744333333333333
CDCA2	-3.79533333333333
OR4D5	0.122333333333333
PTGFRN	-0.5211
SIGLEC5	0.484833333333333
C19orf61	-1.20883333333333
NMUR2	0.92
KIAA1586	-0.51
DAGLA	-0.260833333333333
CHCHD6	-0.1095
GPR32	0.461
NEUROD6	-0.152833333333333
SLC2A4RG	0.862
CA5B	0.59575
FBXL3	2.06725
MPHOSPH9	-1.24525
HMG2L1	0.099
HCN4	0.234166666666667
CEACAM19	0.49925
SH2D4B	0.263333333333333
HFE2	-0.4585
TGM4	0.36775
LYPD2	-0.0325
TBC1D15	0.6965
MRPS21	0.6764
NONO	-1.064
CLEC5A	0.551428571428571
ITCH	0.0798
MGAT3	1.096
MBP	-0.073125
RPP25	-1.58325
SOSTDC1	2.472
HRC	0.815
TRIM48	0.4935
TMEM133	2.5245
ECEL1P2	-2.01533333333333
HOXC11	-0.3365
DOK5	-0.587
HELZ	0.842166666666667
LOC348180	-0.8735
MGC33894	1.74775
ADRB3	0.7615
DMD	2.86941666666667
PTRH2	-0.96325
MPEG1	3.69116666666667
NDUFA12	0.660166666666667
KRTAP2-4	0.291833333333333
STAMBPL1	0.408
ADCY2	0.7964
UNQ6125	0.4485
KLHL20	-0.0448333333333333
SRM	-1.002
OTC	1.438
TMIE	1.69083333333333
SNX8	0.5135
LIPK	null
CHURC1	0.429833333333333
KLC2	0.420166666666667
HDAC1	-1.71016666666667
FAM128A	0.0925
FNDC3B	0.3861
MTCP1	-0.1055
WFDC10B	-0.727
PCDHGB3	0.237
ATRNL1	-2.6973
CAV2	3.41575
MED26	-0.145833333333333
DUS1L	-0.23875
CHRM3	-1.643375
NEK9	0.12975
WARS2	1.14925
TBX22	0.472
TOMM40	-1.595
RP6-213H19.1	-2.1135
TUBGCP5	-0.28675
IGSF6	4.22375
TPPP	1.33
UNQ6190	0.504
GSTM5	3.1295
BTD	1.68583333333333
PDCD1LG2	1.66316666666667
SNRPB2	-0.123833333333333
ERICH1	0.113375
APOA4	-1.293625
HOXA11	-1.78475
NARG1	-0.412125
MKX	3.43775
RAB28	0.404071428571429
PKP3	-1.71625
SH3GL2	-1.81375
CTSO	3.38775
RPN2	-0.760875
IL28RA	-0.4695
SFMBT1	-0.191
WDR57	-0.8155
FER1L3	-0.50375
HSF5	0.569833333333333
TTC9B	0.185
C4BPA	-3.47616666666667
ALB	-4.15735714285714
SORBS3	1.05275
UPF2	-0.0185
JPH1	-0.5885
AGBL2	-1.6265
DOPEY1	1.8125
TERF1	0.03325
KIF22	-1.14466666666667
NINJ1	0.668
SEC61A2	-1.31508333333333
HIST1H1D	-1.98216666666667
SFXN4	0.41575
UCP3	-0.0671
ZNF703	0.696333333333333
MYL6B	-0.64925
TREM1	0.19425
OR52E6	0.071
CKMT2	5.446
HLA-C	1.8335
SLC13A3	-1.60716666666667
TIMP4	4.6765
SLIT2	3.12875
RSF1	-0.0878888888888889
LONRF1	0.488571428571429
MON1A	-0.119
CACNG6	-1.308
DPPA4	-5.33566666666667
ZSWIM3	-0.27325
ZNF804A	-1.98316666666667
CCIN	1.233
SLC25A31	0.18975
KCNMB4	0.54525
RABL5	-0.044875
GALNS	-0.7911
STX6	-0.93525
HIST1H1C	-0.7535
CIDEB	0.483
CASP4	0.857833333333333
PDK3	-1.2801
KCNJ11	0.00949999999999999
TPR	-0.736875
ZSCAN20	-0.604
MTX2	-0.355
HIST1H2BH	-1.439
LOC283767	3.2095
LYRM7	-0.130944444444444
BRD3	-1.06183333333333
HIST1H2BO	-1.45325
MAGEB10	0.345
SLC45A1	0.633
SERPINA3	-1.51045
KIAA0143	0.8955
KCNJ16	4.01483333333333
KRT79	-0.13125
FABP2	-2.4295
NUT	-0.14225
ZNF57	-0.81175
FBXL4	0.906875
CLEC9A	1.8795
UGT8	-0.451666666666667
BMP2K	-0.6135
MAPK4	-2.10975
SLC25A23	0.0915
HINT1	-0.242
KRTAP13-1	1.076
SFXN5	-1.1332
CHCHD2	-0.109666666666667
FAM3D	4.163
NDP	-2.064
RHOBTB1	-0.191666666666667
SLC4A4	3.011625
RPL38	0.57975
HTF9C	-0.604666666666667
AP2A2	0.887125
ZBTB46	-0.716
MAP7D1	1.10175
AOX1	0.889333333333333
CYR61	3.27341666666667
DTNA	-0.0545714285714286
JRKL	1.1245
TMOD3	-0.55125
EEA1	0.4352
ADCK5	-0.32275
IL1R1	3.05516666666667
KLK3	0.799071428571429
HRSP12	1.55925
KTN1	0.29675
LOH11CR2A	1.0151
RELL2	-2.17125
MAB21L1	4.81075
C20orf59	-0.852333333333333
PHKB	0.18725
ADAM2	-2.783
TBC1D8B	1.14466666666667
FAM13A1	1.6065
LAPTM4B	-2.37966666666667
LCN8	-0.2155
TMEM147	0.253
SYT4	1.18816666666667
XPO7	-0.5355
C9orf62	0.9575
GPR75	0.948
TRIM5	-0.24925
APOC1	0.209166666666667
RNASE4	3.143
PARD6B	-3.775625
ARID1A	-0.60525
TPD52L3	-0.435
RRAGB	1.64366666666667
RCN2	-1.004
HIST2H2BE	-1.0278125
STARD7	-0.4705
SHMT2	-1.896
KIAA1751	0.0235
MLYCD	1.530875
LOC162632	-0.3688
UQCRH	-0.112
RP11-217H1.1	-0.4469375
SDHA	-0.701833333333333
NCLN	-0.66
ZNF17	0.538
RCBTB2	0.08075
VEGFB	1.8386
RP4-747L4.3	0.79775
COLQ	0.1581
MPN2	0.101166666666667
DRG2	-0.0085
KLRB1	5.81475
ALPK2	-2.7675
DNASE2B	0.743
FLJ23834	0.4095
AXUD1	2.99433333333333
SAFB	-0.7865
NSUN4	-0.67975
RFX2	0.444166666666667
MAPK8IP1	-1.2035
FANCD2	-2.473
ANKZF1	-1.347
C19orf50	-0.446375
DUSP8	0.378875
SENP5	-0.301875
NFKBIL2	-0.98775
LBR	-0.15475
IGFL1	-0.00600000000000001
LZTS2	0.22675
IL2RG	-0.884625
CCDC51	-0.72825
KLF3	1.057625
ANKRD37	-0.48275
KCTD14	0.850166666666667
FZR1	0.00916666666666667
SLC44A4	-1.2747
ESPL1	-1.6125
GMPR2	-0.4794
TBC1D19	0.0691666666666667
ERGIC1	-0.431407407407407
ERBB4	0.8119
TSPAN32	0.589166666666667
MAP4	0.163125
GPHN	0.71375
SLC6A2	2.463875
HIVEP1	0.3375
DFFB	-0.7255
EIF4EBP2	2.5125
DMRT1	-0.70275
HSPB6	2.79825
IER2	0.449166666666667
AIFM1	-0.43125
WWC2	-0.0110909090909091
MRPL4	-0.4865
FLJ21062	1.55366666666667
EPB41L4A	2.09091666666667
SH2D6	-0.127
TAF4B	-0.867
GAL3ST3	0.117
MALT1	-0.616666666666667
RTDR1	0.24975
ARVCF	-0.708125
MEX3B	-0.8475
FBXO16	-1.328
KIF7	-1.421
C1QC	4.22383333333333
ZNF783	-0.899833333333333
ZNF85	-0.39225
MMP13	-0.399
KIAA0329	0.802375
RTP3	-3.0315
ZBED3	0.5965
CLGN	-3.474
SLC25A37	-1.618125
hCG_18290	0.81
OR5AS1	-0.102
SMARCC2	0.762
FAM109A	-0.114
CCDC12	-0.31175
USF2	0.4997
DEPDC7	-1.863
C20orf24	-1.68033333333333
JMJD3	-0.348
DSP	-1.31107142857143
SLIC1	0.118125
FAM20A	1.422
IRF2BP2	-0.305875
ZNF230	-0.247
MSN	-0.518071428571429
SLC9A5	-1.4285
EPDR1	-0.0611
MUSK	0.384666666666667
ZNF434	0.333666666666667
