Hybridization REF	TCGA-BH-A18V-11A-52R-A12D-07
GSTP1	-0.33225
DCUN1D5	-2.11283333333333
DKFZP564J0863	-1.9255
SLC9A3R1	-0.467125
BCDO2	1.21875
CHMP7	-0.166125
REM2	0.256
DNHD1	-0.27175
FKBP4	-0.794625
ZNF350	1.30425
MGC11102	-0.59375
BST1	1.0025
KISS1R	0.5665
NCR2	-0.123
DEFB125	0.1555
UBE2W	0.467625
KRT15	4.6345
C10orf99	0.264
SCN11A	-0.05325
GFI1	-2.38275
RDHE2	1.4295
FHL1	2.37316666666667
OSGEP	-0.377
GATA1	-3.47466666666667
SMC6	-1.56525
TTTY14	-1.0955
LPIN3	0.07975
RPL4	0.3573
RBPMS	0.8469
PRPF3	0.136833333333333
EMR1	-3.115
SPATA19	-0.01125
XCR1	0.3115
IRX3	1.5396
RBM6	0.72825
KLF4	1.0975
UNC5CL	-0.0115
SEBOX	-0.1595
BTK	-0.9515
KRCC1	1.16525
C6orf27	0.878
SYTL5	-0.968
PRND	1.55425
LOC653319	-1.464
PIGL	-1.222625
HUS1	-0.946666666666667
SFRS6	-0.546333333333333
C17orf77	0.325
UIMC1	-0.296833333333333
FXYD2	-1.9424
LOC283152	0.036
ZNF667	0.90875
ZCCHC12	0.69975
TFEC	1.5282
ATP7B	-0.426666666666667
POLD2	-1.33816666666667
RG9MTD1	-0.46525
ACOT2	0.674333333333333
HIST1H4I	-1.781
PPARGC1A	-0.5681
ETFA	-1.1462
POLRMT	0.0505
ZNF146	-0.588
MIA2	0.3725
KLHL6	-2.12283333333333
HOXB5	-0.830125
NENF	0.267166666666667
CUGBP1	-0.99325
PRSS22	1.202
CASC4	1.1456
CUL4B	0.4042
CENPJ	-1.211
PITX1	-1.98416666666667
FLJ31033	0.144833333333333
CELSR3	-2.06233333333333
ZNF568	0.831
ITSN1	0.592833333333333
EHBP1L1	-0.4755
C19orf2	-1.28425
DCTN1	0.045
LIN28B	-4.255
TNKS2	-0.825
C1QBP	-1.06125
CADPS2	1.0265
SRMS	-0.02825
GJA9	0.0645
MGC24975	-0.701833333333333
TRIM45	-0.617833333333333
TSP50	2.08075
TCP1	-1.36125
TMED7	-1.0506
CMA1	2.516
CENPL	-2.50566666666667
PTCRA	-0.743
FST	-1.87275
VWCE	-1.24675
PAWR	0.2765
ABCC12	1.1475
LDLR	0.1627
ASTN2	0.7515
LOC441212	-0.310125
GPATCH8	-0.4505
TANC2	-0.571833333333333
KIF4A	-3.998
C18orf18	-0.84575
PGM1	-0.5455
KIAA0258	-0.043
CPD	-0.413125
SNCAIP	-0.35475
DCT	-4.34933333333333
HLA-DOA	2.09913636363636
OR11L1	0.598
UPK1B	-0.022
DNAJB4	-0.025625
UGT1A8	-0.3525
HIST1H4L	-1.1075
PECR	-1.34816666666667
HSPA2	1.0575
WFIKKN1	-2.442
SERP1	-0.069625
SYDE2	1.5265
TACR2	0.668
NUP85	-0.79525
CD177	-0.615833333333333
LGR5	-2.92616666666667
PIGG	-0.286333333333333
PTHR1	0.821
RAB5A	-0.6109
FLJ13224	0.094
USP9Y	-2.50083333333333
C7orf53	-0.243
LRP1B	0.7895
XAF1	1.2056
ABCG8	-0.191
ANKDD1A	0.0746666666666667
DAND5	-2.124
SPAG6	1.36116666666667
LINCR	3.26625
ZDHHC22	-1.274375
CCDC60	0.234
THOC7	-1.1625
TCTA	1.2029
OR8K3	0.21775
NY-REN-7	-0.582
B2M	0.665
C6orf141	-1.841375
LPPR4	2.45875
SQLE	-3.446625
SEPHS1	-1.344
BTBD14B	-0.119428571428571
PLRG1	0.00125000000000001
SPG7	-0.0553125
ZNF614	-0.137666666666667
PARD6G	1.44583333333333
INPP5B	-0.5616
GRPEL2	-1.432375
PPID	-0.5301
TRIM56	0.6555
UBE2J1	-0.751875
IL20RA	5.16525
LOC387856	0.778
C1orf107	-0.286083333333333
UTS2R	0.70575
C19orf22	-0.21
SAFB2	0.4905
KIAA0652	0.27175
KLRG1	-0.711666666666667
MS4A8B	0.491166666666667
FRAG1	0.06475
KIAA1546	0.421
E2F4	-1.5486
CLEC4M	0.220333333333333
BTBD14A	-2.07875
KIAA0999	0.9144
GYPA	-3.081
TAC1	3.2665
TRAIP	-2.18483333333333
KIAA0232	0.4567
ERCC8	-2.372
GPX4	0.78175
KIAA0368	0.257375
GPR157	-0.032
CTAGE4	0.939
C9orf30	-1.31766666666667
OR52A1	-0.304
HSP90B3P	-0.478
ALG9	-0.6893
BTBD10	-0.555
SDK2	0.37975
BAIAP3	1.4105
RABGGTB	-0.640375
ANKRD40	-0.217
KRT74	0.6135
CALCOCO2	0.112
SNCA	-2.6
TMSL8	-2.724625
C2orf53	0.095
ESRRB	-0.287
ARHGAP26	0.118625
TDRD9	-2.491
HRAS	0.104333333333333
KLRC4	-1.5655
JAGN1	-0.439166666666667
BSDC1	0.70225
RNF43	-0.0394
NDUFAF1	0.07275
PHF12	-0.41025
OR1L3	0.14275
FOLR2	2.6935
LYZL6	0.364333333333333
tcag7.1260	-0.2095
WSB1	-0.2605
PROS1	0.6565
OSTN	0.3585
PSMB8	0.39525
SOCS4	-1.461375
DDIT4L	2.39725
MAS1	0.00750000000000001
MGC34796	0.7515
CSHL1	0.0308333333333333
TBCCD1	0.3625
ZBTB7C	-0.027
AP2S1	-0.524
P15RS	-1.8469
VAT1	-0.4408
SHANK3	1.23533333333333
TUFM	-0.410166666666667
THEG	-0.2585
KRT34	-2.9345
SGSM3	0.758
TOMM22	-0.709
SOCS3	2.804
CPO	2.0865
POP4	-0.20125
BHLHB3	2.8985
MALL	2.14175
OR1B1	0.448
PARK2	0.526166666666667
GPR124	1.116
LCE1E	0.5155
RUVBL2	-0.6025
CGRRF1	0.6882
ACPL2	0.01775
WNT10B	-0.83275
BAIAP2L2	-2.16675
ISCA1	0.3625
C1orf125	0.092375
RPAP1	-0.95725
RAI16	1.17233333333333
RPL27	0.145875
NLRP9	0.00900000000000001
EPN1	-0.1495
LOC388610	-0.295875
SLC35A1	0.7423
GAL	-3.6295
SLC14A2	0.069
RDH11	-1.13566666666667
FAM138F	-0.2565
AUH	0.6475
FLJ40243	0.15825
C14orf129	-1.048
MBD2	-0.835
ABHD14B	0.75775
PIGT	-0.86675
ALS2CR4	0.242625
ALAS1	-0.1503
FOXO1	2.305
CRLF3	-1.12375
C20orf107	-0.1805
FARS2	0.53875
CCDC28A	1.29625
NPHP3	0.89325
OR13F1	0.976
TSEN54	-0.70975
DEFB106B	0.0427777777777778
OR8B4	-0.09
STH	1.457
ZC3H14	-0.260875
CBX2	0.466
TMEM49	-1.27625
C6orf21	0.2815
FLJ20920	0.874875
CRTAP	0.285857142857143
DDX50	0.1125
STYXL1	-0.19925
BLVRB	-0.0908333333333333
LOC147650	1.38233333333333
MMP24	0.1935
GRID1	2.412
BANF1	-0.653833333333333
CTAGEP	-0.13575
HMBS	-3.014
SLC25A24	-1.25016666666667
C14orf50	0.76825
MRO	0.523333333333333
SLC25A15	-1.135
FAM84B	0.18
TDP1	-1.6455
C16orf78	0.244666666666667
C11orf57	-0.02625
RFK	-1.186
ZFYVE9	-1.439
STCH	-2.2613
WIBG	-0.24825
LOC283871	-0.935666666666667
GBA2	0.1054
NDUFB3	-0.562
HSD17B13	1.81025
GRIN3A	1.19133333333333
FMNL1	-1.10016666666667
SEPT7	-0.3794
GNLY	2.16
GRAMD1C	2.498
ZNF165	-0.07925
USP38	-0.34475
FAM83A	-3.3955
C14orf24	0.516833333333333
ARMCX3	0.695625
ARHGDIB	0.0411666666666667
AK1	0.045625
KIAA1045	1.38025
DNAJB13	-0.183833333333333
NEU2	0.1205
HIST1H4B	-1.32283333333333
FAM20B	-1.3419
HES2	-0.410428571428571
FAM73B	0.0466
LOC388381	0.36
INTS7	-1.90672727272727
AMPH	0.83125
ZNF775	-0.00362499999999997
UCKL1	-0.0118333333333333
C10orf97	-0.5315
C1orf161	-0.32675
ALDH1L1	2.5435
FLJ39378	-0.011375
SLC23A1	-1.8975
RBM4B	0.08125
THAP4	0.240666666666667
OGFRL1	0.718
KIAA0831	0.415625
PPP1R15A	2.033
C1orf96	-0.262428571428571
C12orf11	-2.35125
BMF	0.748625
MAN1A1	-1.8625
KIAA1600	0.7065
NLGN4X	1.42825
ALOX12	-1.13316666666667
RB1CC1	-0.1496
NEIL2	0.6576
EIF4E	-0.884045454545455
ABHD5	-0.44725
EXOC4	-0.097
CIP29	-0.924666666666667
BATF2	-0.03125
SLC29A4	0.363375
HTR4	0.88725
EMB	-0.823
TRAF6	0.464
LMNB1	-5.6295
FAM19A5	-1.415875
SHE	2.71375
PIK3C2B	1.23075
C15orf15	-0.1578
USP15	-0.1801
TCEAL2	2.31375
C5orf39	0.0136666666666667
PTGER2	-0.93175
SLC31A1	-0.6155625
IFT172	0.8175
ADAM29	0.2665
GFOD1	0.86725
ST7L	-0.00783333333333333
C15orf26	-3.63825
PKN3	-0.04975
CNTD1	2.52233333333333
COMMD1	0.74025
NTRK2	4.54166666666667
FOXN3	1.351
MFGE8	1.6756
PFKFB2	0.271
TAS2R4	0.36025
ENTHD1	-1.11083333333333
PRMT5	-0.99225
MGC16384	-0.658125
LOC442229	-1.232
TSKU	0.921
KRTCAP3	2.141125
PDLIM1	1.2763
KCNS2	0.028
RNF126	-0.878833333333333
CEP63	0.588375
CLIC4	-0.696
hCG_1990170	4.895
ACR	1.1764
KLK7	5.77925
ALOX5AP	2.48475
RIPK3	2.93675
TAS2R9	0.061
C19orf18	2.422
BIRC6	-0.220142857142857
ZNF16	0.8405
RFT1	-0.8685
SLC8A2	-0.00400000000000002
TACC1	1.881
ITGAD	1.30975
SAMHD1	1.181
SH3PXD2B	0.8898
EPC2	1.04625
C20orf85	0.253142857142857
ATP13A2	-0.0261666666666667
KRT4	0.230875
CAPNS1	0.47125
MDM2	-0.0340833333333334
PCDH20	1.79075
KCNK9	0.338
OR2C1	-0.1695
KLHDC3	-0.0525
IPPK	-0.0475
EFHD2	-0.932375
GALR3	0.65725
NBEA	1.11033333333333
ABCA6	5.5312
CLDN3	1.49033333333333
AKT2	0.2895
EGFR	0.0355
RBM16	-0.072125
ZDHHC3	-0.013
SLC25A4	0.0948333333333333
CYB5B	-1.64133333333333
CPXM1	2.2195
NDRG1	0.0582307692307692
FLJ43826	0.15425
OR5L2	-0.231
FARP2	0.0427
MRPL46	-0.019
LDHAL6B	0.3745
MAPKAPK3	-0.500666666666667
NCAM2	-2.7625
PRKD2	0.978166666666667
ZFP36L1	1.7576
CYSLTR1	0.00325000000000003
OR4C3	0.15925
HIST1H2AJ	0.607
CCNB2	-4.32411111111111
ZNF10	0.431
TMEM175	0.7805
FAM134A	0.965666666666667
TIGD4	-0.8535
PCNP	-0.31975
MGC39715	2.41025
LQK1	-1.90825
CREB1	0.1695
TMPRSS3	0.819
C4orf32	0.93075
LAT	-1.25083333333333
KCNA3	-1.0745
SKIV2L2	-1.139
ROPN1B	3.35175
tcag7.23	1.104
CDT1	-3.786875
ZHX2	1.41475
CD28	-3.0945
ZNF624	0.53725
SEPT2	-0.444
SOHLH2	-0.53025
MCOLN3	-0.42625
UNQ1945	0.0265
MASP2	-1.119
ZNRF3	0.0979
GPATCH3	0.19625
AGL	0.114625
QRICH2	0.0645
PSD4	0.702833333333334
CCNB1IP1	-0.038
ENPP7	0.32475
OBFC1	-0.43325
KCNG3	-3.585
C14orf79	0.697666666666667
ENPEP	1.60366666666667
SCT	0.46
SKI	0.969625
SEC61G	-1.50575
CAPN11	1.79625
ATXN7L3	-0.4615
DBNDD1	-0.796
FAIM	0.3605
ANKRD36	0.609
GABRP	4.86966666666667
TACSTD2	2.5305
EIF3J	-1.072
PPP2R2A	-0.65225
TEKT4	0.332
PVALB	-3.71883333333333
F10	-0.164333333333333
FAM134C	0.9471
COMP	2.103625
EFCBP1	-1.076
SCLT1	1.389
TAL1	-0.8555
ACSL1	1.65525
ABCC5	-0.762083333333333
ABL1	-0.380888888888889
RBBP7	-0.966666666666667
PTPRG	-0.0831249999999999
NCOR1	-0.0882
SPINK4	-2.8265
TXNRD1	-2.7805
TNRC15	1.494
C9orf138	1.6225
UBE2H	0.167666666666667
BRDT	-0.261
C8orf31	-0.27975
CCNE2	-4.95109090909091
SLC6A8	-1.364375
CALCR	-2.00125
PPP1CB	0.515083333333333
ABHD8	0.35075
ARF5	0.4054
SLC24A4	1.06425
CCT3	-0.576
ZNF121	0.110625
SLC3A2	-0.7127
OR13A1	0.256
SLC5A10	0.00525
RAD50	-0.569
IER5	0.1735
MTHFD1L	-2.79775
MBTPS2	-1.06525
MVK	-0.891375
NCL	-0.6634
PSMD10	-0.97925
MOBP	0.45125
FLJ32894	0.024
HRH1	0.0988333333333333
C5orf30	-0.73275
NUDT16L1	-0.1647
RASGRP3	3.9325
PRKRIP1	-0.4185
CCDC75	1.90075
LOC253970	-0.092
KIAA1239	1.10925
MED21	-0.758
SYT11	-0.185583333333333
NTSR2	-0.545
EGFL11	0.479
CXorf59	0.2325
OR2A25	0.102
SPTBN2	-0.7215
LRMP	-0.5795
RNF111	-0.2255
PTH	0.424
LOC619208	0.076
KIAA0895	-0.106
RANBP5	-0.73625
P2RY10	0.911
NME5	3.42483333333333
DDX21	-1.5695
LRSAM1	0.2795
HDAC11	0.635
VMO1	1.94975
NOLA2	-0.690166666666667
ADAR	-0.964416666666667
MTO1	-1.17166666666667
SF4	1.29583333333333
P2RX1	0.550666666666667
HBM	0.4525
EN2	0.9025
C14orf172	0.12
TM9SF2	0.00819999999999997
INHBE	-0.604666666666667
TCTE3	-0.0242499999999999
TOX2	-3.139
CTAGE3	0.1765
HBB	4.4603
MED15	-0.4755
CASR	0.65275
C6orf66	-1.092
MTPN	0.1355
UNC50	-0.20975
C21orf33	0.51775
IRF2	0.841125
PGR	1.3335
GPR84	0.665
CROCCL1	-1.3965
SRPX	0.636
BRE	0.0621666666666667
FGF10	3.6115
SDC3	1.26716666666667
ZRSR1	0.804166666666667
DKFZP434P211	0.443625
SOX6	0.56
RPUSD2	-0.6725
C14orf173	-0.324583333333333
MAPK11	0.175333333333333
TBC1D22A	1.3295
FAM123A	-0.953
COL4A6	-0.816666666666667
TOMM70A	-0.53
NAB1	0.1885
MGC16385	-0.200625
TSPAN18	0.526166666666667
MED31	-0.27225
PLG	0.114
CAPSL	0.743
ZNF532	-0.00739999999999994
ASB14	0.25
CA8	0.3725
NUDT16P	0.578333333333333
SLFN11	-1.326
LRRIQ2	-0.386875
NOL7	-0.552166666666667
BRMS1L	-1.395
JARID1A	0.5345
PANK2	-0.41725
ICAM3	-0.213
MDS1	-0.0715
TAF8	-1.3485
RNF139	0.35825
ZNF594	0.137166666666667
ADAM8	0.09175
SFTPC	-0.4325
MAN2B2	1.119875
RGS12	0.813
EIF1AY	-4.675
LRRIQ1	0.571666666666667
GPR150	0.791
CCDC21	-1.71366666666667
PRRG3	2.0675
SAA4	-0.55175
RAPGEF5	0.553875
ZCCHC2	0.116833333333333
MGC39372	0.796
PPP4R2	-1.32233333333333
CDCA2	-3.699
OR4D5	0.364666666666667
PTGFRN	-0.1633
SIGLEC5	0.3695
C19orf61	-0.076
NMUR2	0.513
KIAA1586	-1.08283333333333
DAGLA	-0.0646666666666667
CHCHD6	0.16475
GPR32	0.1685
NEUROD6	-0.178333333333333
SLC2A4RG	-0.0439375
CA5B	0.36625
FBXL3	0.97425
MPHOSPH9	-2.7885
HMG2L1	-0.612
HCN4	0.9734
CEACAM19	0.52475
SH2D4B	0.330833333333333
HFE2	-0.357
TGM4	-0.2145
LYPD2	0.07475
TBC1D15	0.26375
MRPS21	0.1128
NONO	-1.1067
CLEC5A	0.669125
ITCH	-0.2095
MGAT3	0.233666666666667
MBP	0.23275
RPP25	-0.39025
SOSTDC1	2.60725
HRC	-0.7025
TRIM48	0.772
TMEM133	0.06
ECEL1P2	-1.48825
HOXC11	-0.1855
DOK5	-0.35175
HELZ	0.271166666666667
LOC348180	-0.37875
MGC33894	0.52825
ADRB3	-0.0015
DMD	2.46933333333333
PTRH2	-0.70325
MPEG1	3.14266666666667
NDUFA12	-0.0225
KRTAP2-4	-0.406333333333333
STAMBPL1	-1.04466666666667
ADCY2	0.985333333333333
UNQ6125	1.1395
KLHL20	0.978166666666667
SRM	-0.7325
OTC	0.35875
TMIE	0.731666666666667
SNX8	-0.066
LIPK	-0.656
CHURC1	0.894666666666667
KLC2	0.150166666666667
HDAC1	-0.9395
FAM128A	-0.1125
FNDC3B	-0.5999
MTCP1	-0.611666666666667
WFDC10B	0.0208
PCDHGB3	-0.2845
ATRNL1	-1.8537
CAV2	0.879375
MED26	-0.1675
DUS1L	0.3945
CHRM3	-0.354875
NEK9	-0.19025
WARS2	0.0995
TBX22	-0.311
TOMM40	-1.0965
RP6-213H19.1	-1.904
TUBGCP5	-0.36025
IGSF6	4.82025
TPPP	0.936666666666667
UNQ6190	0.26
GSTM5	3.331875
BTD	0.663
PDCD1LG2	-0.331333333333333
SNRPB2	-0.636166666666667
ERICH1	-0.00212499999999996
APOA4	-1.53175
HOXA11	-2.298
NARG1	-1.364875
MKX	-0.26775
RAB28	-0.948142857142857
PKP3	0.14425
SH3GL2	-3.08075
CTSO	2.33375
RPN2	-0.9425
IL28RA	1.11783333333333
SFMBT1	-0.508
WDR57	-1.387625
FER1L3	0.736833333333333
HSF5	0.365666666666667
TTC9B	-0.361
C4BPA	0.539
ALB	-3.05471428571429
SORBS3	0.1525
UPF2	-0.2725
JPH1	-0.8455
AGBL2	0.37725
DOPEY1	1.527
TERF1	-0.529416666666667
KIF22	-0.787
NINJ1	0.672
SEC61A2	-1.21158333333333
HIST1H1D	-0.663666666666667
SFXN4	-0.147625
UCP3	0.427
ZNF703	0.316333333333333
MYL6B	-0.54075
TREM1	1.642
OR52E6	0.381
CKMT2	3.52175
HLA-C	1.138125
SLC13A3	-0.826
TIMP4	1.85575
SLIT2	3.40275
RSF1	0.069
LONRF1	-0.457214285714286
MON1A	-0.648666666666667
CACNG6	-1.9045
DPPA4	-5.51266666666667
ZSWIM3	-0.177
ZNF804A	-0.125
CCIN	1.68725
SLC25A31	0.350666666666667
KCNMB4	-0.51125
RABL5	-0.16375
GALNS	-0.757
STX6	0.507875
HIST1H1C	-1.30916666666667
CIDEB	-0.4
CASP4	1.115
PDK3	-1.3724
KCNJ11	0.3975
TPR	-0.005625
ZSCAN20	-0.8225
MTX2	-0.134
HIST1H2BH	-0.68175
LOC283767	2.27475
LYRM7	-1.27061111111111
BRD3	0.409666666666667
HIST1H2BO	-0.33475
MAGEB10	0.07
SLC45A1	0.17675
SERPINA3	0.6394
KIAA0143	0.112
KCNJ16	4.50266666666667
KRT79	0.0155
FABP2	-0.74575
NUT	0.151
ZNF57	-0.72175
FBXL4	0.19725
CLEC9A	1.3115
UGT8	0.933333333333333
BMP2K	-0.416
MAPK4	-1.737
SLC25A23	-0.5093
HINT1	-0.7558
KRTAP13-1	-0.148
SFXN5	-0.1296
CHCHD2	-0.6575
FAM3D	4.188
NDP	-2.15825
RHOBTB1	0.0746666666666666
SLC4A4	-0.21675
RPL38	0.3835
HTF9C	0.3245
AP2A2	0.75825
ZBTB46	-0.2
MAP7D1	0.955
AOX1	0.0476666666666667
CYR61	2.96975
DTNA	-0.156214285714286
JRKL	0.4365
TMOD3	-1.01125
EEA1	-0.4097
ADCK5	-0.19275
IL1R1	2.09466666666667
KLK3	0.693142857142857
HRSP12	-0.9095
KTN1	0.0905
LOH11CR2A	0.8178
RELL2	-1.67075
MAB21L1	2.38825
C20orf59	-0.372166666666667
PHKB	0.01325
ADAM2	-2.578
TBC1D8B	0.8245
FAM13A1	0.524625
LAPTM4B	-1.62491666666667
LCN8	-0.217
TMEM147	0.4745
SYT4	0.142666666666667
XPO7	-1.4685
C9orf62	0.84425
GPR75	0.4975
TRIM5	0.622625
APOC1	-1.5785
RNASE4	1.68066666666667
PARD6B	-1.916125
ARID1A	-0.158333333333333
TPD52L3	0.328777777777778
RRAGB	0.753
RCN2	-1.0635
HIST2H2BE	0.34875
STARD7	-0.06975
SHMT2	-1.2725
KIAA1751	0.813333333333333
MLYCD	0.5065
LOC162632	-0.5587
UQCRH	-1.76725
RP11-217H1.1	-0.4055
SDHA	-1.0355
NCLN	-0.9549
ZNF17	0.616833333333333
RCBTB2	-0.761
VEGFB	0.2705
RP4-747L4.3	0.152
COLQ	0.5094
MPN2	-0.415833333333333
DRG2	0.02625
KLRB1	5.633
ALPK2	-2.762
DNASE2B	1.17675
FLJ23834	0.562666666666667
AXUD1	2.8315
SAFB	0.19
NSUN4	-0.66675
RFX2	1.122
MAPK8IP1	0.9165
FANCD2	-1.67585714285714
ANKZF1	-0.610166666666667
C19orf50	-0.61275
DUSP8	2.63125
SENP5	-0.911
NFKBIL2	-0.9165
LBR	-1.471
IGFL1	0.036
LZTS2	0.112625
IL2RG	-1.329125
CCDC51	-1.1055
KLF3	0.109125
ANKRD37	0.14375
KCTD14	2.048
FZR1	0.195333333333333
SLC44A4	1.2213
ESPL1	-1.70325
GMPR2	-0.2317
TBC1D19	-1.33066666666667
ERGIC1	-0.703518518518518
ERBB4	2.5278
TSPAN32	0.551333333333333
MAP4	-0.141625
GPHN	-0.70325
SLC6A2	1.726375
HIVEP1	-0.02225
DFFB	-0.4527
EIF4EBP2	0.502375
DMRT1	-0.85
HSPB6	0.97275
IER2	1.67716666666667
AIFM1	-1.20225
WWC2	0.107083333333333
MRPL4	-0.7915
FLJ21062	1.51133333333333
EPB41L4A	1.96775
SH2D6	0.073
TAF4B	-0.2595
GAL3ST3	-0.09
MALT1	-1.43433333333333
RTDR1	-0.336
ARVCF	0.737875
MEX3B	-0.7375
FBXO16	-0.56175
KIF7	-0.2255
C1QC	4.17216666666667
ZNF783	-0.0328333333333333
ZNF85	-0.80075
MMP13	-1.251
KIAA0329	0.898375
RTP3	-1.6455
ZBED3	-0.06225
CLGN	-3.014
SLC25A37	-0.0739166666666667
hCG_18290	0.6345
OR5AS1	-0.1375
SMARCC2	0.725916666666667
FAM109A	0.0838333333333333
CCDC12	0.064
USF2	0.4001
DEPDC7	-3.67775
C20orf24	-1.45966666666667
JMJD3	1.2105
DSP	0.557714285714286
SLIC1	0.24225
FAM20A	2.293625
IRF2BP2	0.196875
ZNF230	-0.5295
MSN	-0.0596428571428571
SLC9A5	-1.9025
