Hybridization REF	TCGA-E2-A153-11A-31R-A12D-07
DNHD1	0.55125
FKBP4	1.688375
ZNF350	-1.52325
MGC11102	-1.466
BST1	-1.0055
KISS1R	6.8385
NCR2	1.073
DEFB125	1.5035
UBE2W	-1.38657142857143
KRT15	3.266125
C10orf99	4.765
SCN11A	0.63475
GFI1	-0.70975
RDHE2	-0.860666666666667
FHL1	-0.7776
OSGEP	-1.18183333333333
GATA1	-0.00166666666666663
SMC6	-2.305
TTTY14	0.92
LPIN3	2.3865
RPL4	2.3188
RBPMS	0.2194
PRPF3	-1.05883333333333
EMR1	0.169
SPATA19	0.8465
XCR1	7.104
IRX3	3.1902
RBM6	-1.0465
KLF4	2.9235
UNC5CL	0.64775
SEBOX	0.493
BTK	-1.22175
KRCC1	-1.935
C6orf27	4.112
SYTL5	0.7185
PRND	2.29442857142857
LOC653319	-1.2165
PIGL	-0.992375
HUS1	-1.8656
SFRS6	0.50375
C17orf77	0.668
UIMC1	-0.368166666666667
FXYD2	1.8856
LOC283152	-0.0157499999999999
ZNF667	-0.59825
ZCCHC12	-0.773
TFEC	0.929666666666667
ATP7B	-0.788666666666667
POLD2	1.08116666666667
RG9MTD1	-0.99525
ACOT2	-1.0444
HIST1H4I	-0.140375
PPARGC1A	-0.6152
ETFA	-1.5966
POLRMT	0.79425
ZNF146	-0.89375
MIA2	-1.3025
KLHL6	-0.684
HOXB5	-0.315625
NENF	-0.268666666666667
CUGBP1	-2.61425
PRSS22	-0.230833333333333
CASC4	-1.32822222222222
CUL4B	-1.589625
CENPJ	-1.9357
PITX1	4.21916666666667
FLJ31033	-0.0574
CELSR3	0.733166666666667
ZNF568	-0.708
ITSN1	-2.3963
EHBP1L1	-0.394833333333333
C19orf2	-2.0195
DCTN1	5.82625
LIN28B	-1.18833333333333
TNKS2	-1.62825
C1QBP	1.474875
CADPS2	-1.024
SRMS	0.07025
GJA9	0.5786
MGC24975	-1.69383333333333
TRIM45	-1.03066666666667
TSP50	2.73525
TCP1	-1.646
TMED7	0.9118
CMA1	0.364
CENPL	0.399666666666667
PTCRA	2.3625
FST	-1.16475
VWCE	0.29625
PAWR	-1.03225
ABCC12	1.2768
LDLR	-0.313
ASTN2	0.3505
LOC441212	-1.273625
GPATCH8	0.895666666666667
TANC2	0.377333333333333
KIF4A	-3.53625
C18orf18	-2.50725
PGM1	-0.9725
KIAA0258	-3.203
CPD	-0.827125
SNCAIP	-0.3205
DCT	-2.9035
HLA-DOA	1.36238095238095
OR11L1	4.9415
UPK1B	0.3425
DNAJB4	-1.40625
UGT1A8	1.50425
HIST1H4L	-1.966
PECR	-1.57916666666667
HSPA2	-1.14075
WFIKKN1	-0.286
SERP1	-1.16885714285714
SYDE2	-0.86625
TACR2	7.5745
NUP85	-0.634
CD177	2.8438
LGR5	0.173333333333333
PIGG	-1.96066666666667
PTHR1	-0.869666666666667
RAB5A	-1.0744
FLJ13224	1.519
USP9Y	0.291
C7orf53	-0.6075
LRP1B	-0.2505
XAF1	0.1706
ABCG8	-1.355
ANKDD1A	1.05166666666667
DAND5	-2.6245
SPAG6	0.217666666666667
LINCR	-2.08
ZDHHC22	2.822125
CCDC60	1.0185
THOC7	-1.62516666666667
TCTA	0.5618
OR8K3	1.86125
NY-REN-7	2.4235
B2M	4.27366666666667
C6orf141	-1.796875
LPPR4	-0.87075
SQLE	-1.909125
SEPHS1	-2.2845
BTBD14B	4.65878571428571
PLRG1	-1.47075
SPG7	-1.0798125
ZNF614	0.170333333333333
PARD6G	1.1638
INPP5B	-0.939
GRPEL2	-0.378125
PPID	3.168
TRIM56	1.64625
UBE2J1	-2.233375
IL20RA	1.81675
LOC387856	0.3505
C1orf107	-1.75990909090909
UTS2R	5.5575
C19orf22	0.1415
SAFB2	-0.53725
KIAA0652	-0.904375
KLRG1	-1.68933333333333
MS4A8B	1.1174
FRAG1	0.19925
KIAA1546	-2.70625
E2F4	-0.9932
CLEC4M	3.48566666666667
BTBD14A	-1.71275
KIAA0999	-1.26711111111111
GYPA	-0.871
TAC1	0.00549999999999997
TRAIP	-0.362833333333333
KIAA0232	-1.2066
ERCC8	-3.57471428571429
GPX4	0.47075
KIAA0368	-1.533125
GPR157	1.6822
CTAGE4	1.7555
C9orf30	-0.264166666666667
OR52A1	0.407
HSP90B3P	-0.834
ALG9	-3.7557
BTBD10	-2.057
SDK2	3.303
BAIAP3	-2.093
RABGGTB	-1.82425
ANKRD40	-0.722833333333333
KRT74	0.7235
CALCOCO2	-1.58814285714286
SNCA	-1.768
TMSL8	-3.23225
C2orf53	0.4925
ESRRB	0.333666666666667
ARHGAP26	-0.821625
TDRD9	0.81175
HRAS	0.906833333333333
KLRC4	1.3765
JAGN1	-1.19933333333333
BSDC1	-0.04675
RNF43	-0.381333333333333
NDUFAF1	-1.15575
PHF12	1.291
OR1L3	0.8935
FOLR2	3.19775
LYZL6	0.363166666666667
tcag7.1260	2.1775
WSB1	-1.26566666666667
PROS1	0.3232
OSTN	0.597
PSMB8	-1.07266666666667
SOCS4	-0.505142857142857
DDIT4L	-1.39275
MAS1	2.287
MGC34796	0.0245
CSHL1	2.50116666666667
TBCCD1	0.280666666666667
ZBTB7C	1.038
AP2S1	1.2215
P15RS	-2.119
VAT1	0.1345
SHANK3	2.22216666666667
TUFM	-0.318166666666667
THEG	6.607
KRT34	0.0115
SGSM3	-0.9525
TOMM22	0.81025
SOCS3	0.375
CPO	0.534
POP4	-2.538
BHLHB3	0.39475
MALL	0.12675
OR1B1	1.2565
PARK2	1.32016666666667
GPR124	0.245125
LCE1E	0.8845
RUVBL2	-0.079
CGRRF1	-1.757
ACPL2	-1.908
WNT10B	0.784875
BAIAP2L2	1.769375
ISCA1	-0.327
C1orf125	0.302
RPAP1	0.8015
RAI16	-0.994666666666667
RPL27	0.250375
NLRP9	0.972
EPN1	6.472
LOC388610	-0.964125
SLC35A1	-0.592111111111111
GAL	-1.57475
SLC14A2	3.374
RDH11	-1.51683333333333
FAM138F	2.664
AUH	-1.41375
FLJ40243	0.32
C14orf129	-1.5445
MBD2	-0.405833333333333
ABHD14B	0.914571428571429
PIGT	-1.157375
ALS2CR4	-0.727428571428572
ALAS1	-1.1411
FOXO1	-0.7465
CRLF3	-0.77225
C20orf107	-0.1855
FARS2	-2.73225
CCDC28A	-1.57425
NPHP3	-2.1475
OR13F1	4.949
TSEN54	0.75675
DEFB106B	0.731222222222222
OR8B4	1.598
STH	0.6535
ZC3H14	-0.306875
CBX2	0.2905
TMEM49	-0.22775
C6orf21	1.263
FLJ20920	-0.9075
CRTAP	-0.720692307692308
DDX50	-0.91825
STYXL1	2.41975
BLVRB	-0.201
LOC147650	-0.563
MMP24	-0.3395
GRID1	2.27983333333333
BANF1	1.0575
CTAGEP	0.459666666666667
HMBS	-1.0225
SLC25A24	-1.469
C14orf50	1.63
MRO	-0.1258
SLC25A15	-1.1845
FAM84B	-1.34877777777778
TDP1	-1.68
C16orf78	2.14883333333333
C11orf57	-2.985125
RFK	-0.81925
ZFYVE9	-1.31357142857143
STCH	-2.7765
WIBG	0.341
LOC283871	2.04633333333333
GBA2	0.6162
NDUFB3	-0.12
HSD17B13	0.31425
GRIN3A	1.98516666666667
FMNL1	-2.57183333333333
SEPT7	-0.8467
GNLY	1.122
GRAMD1C	-0.326833333333333
ZNF165	-1.19075
USP38	-1.27825
FAM83A	1.0346
C14orf24	-0.743833333333333
ARMCX3	-2.10471428571429
ARHGDIB	-0.509166666666667
AK1	-0.228375
KIAA1045	-0.002
DNAJB13	0.109833333333333
NEU2	-0.354
HIST1H4B	-1.94716666666667
FAM20B	-1.2068
HES2	0.272857142857143
FAM73B	0.5937
LOC388381	-0.39775
INTS7	0.383363636363636
AMPH	-0.16225
ZNF775	1.940125
UCKL1	-1.41933333333333
C10orf97	-0.690333333333333
C1orf161	1.305
ALDH1L1	-1.241
FLJ39378	-0.651285714285714
SLC23A1	-1.1655
RBM4B	-4.262
THAP4	0.134666666666667
OGFRL1	-0.50175
KIAA0831	-1.55471428571429
PPP1R15A	0.6895
C1orf96	-1.09730769230769
C12orf11	0.53375
BMF	-1.02828571428571
MAN1A1	-1.591125
KIAA1600	-0.63
NLGN4X	-1.74225
ALOX12	-0.738
RB1CC1	-0.6619
NEIL2	0.5595
EIF4E	-0.414095238095238
ABHD5	-1.9365
EXOC4	-0.29975
CIP29	-0.979833333333333
BATF2	-1.158
SLC29A4	-0.901375
HTR4	0.472
EMB	-1.58225
TRAF6	-0.373
LMNB1	-1.422
FAM19A5	0.73575
SHE	0.402
PIK3C2B	-0.0825
C15orf15	0.1224
USP15	-0.8436
TCEAL2	0.29075
C5orf39	-0.801166666666667
PTGER2	-0.304
SLC31A1	0.243875
IFT172	0.234
ADAM29	0.28925
GFOD1	-4.628
ST7L	-0.445
C15orf26	-0.873
PKN3	-0.75775
CNTD1	0.258666666666667
COMMD1	-0.158875
NTRK2	2.72908333333333
FOXN3	0.674625
MFGE8	1.061
PFKFB2	-0.0419999999999999
TAS2R4	1.05725
ENTHD1	0.609166666666667
PRMT5	-1.09175
MGC16384	0.417285714285714
LOC442229	0.84
TSKU	0.80475
KRTCAP3	-1.27225
PDLIM1	2.8924
KCNS2	1.81725
RNF126	-1.3805
CEP63	-0.2995
CLIC4	-0.44025
hCG_1990170	-0.692
ACR	2.37122222222222
KLK7	-0.457
ALOX5AP	-0.0835
RIPK3	0.341
TAS2R9	0.39
C19orf18	-2.624
BIRC6	1.11035714285714
ZNF16	0.0885
RFT1	-0.8755
SLC8A2	2.287
TACC1	-0.00762499999999999
ITGAD	0.6575
SAMHD1	-0.16175
SH3PXD2B	-0.5277
EPC2	-1.24625
C20orf85	2.06257142857143
ATP13A2	2.24583333333333
KRT4	2.4725
CAPNS1	0.31025
MDM2	-0.365666666666667
PCDH20	0.903
KCNK9	1.0585
OR2C1	5.6025
KLHDC3	-2.26683333333333
IPPK	0.0665
EFHD2	-0.4925
GALR3	4.2255
NBEA	-0.956333333333333
ABCA6	1.7691
CLDN3	0.918666666666667
AKT2	0.306071428571429
EGFR	-3.4041
RBM16	-2.31042857142857
ZDHHC3	-0.778333333333333
SLC25A4	-2.44216666666667
CYB5B	-3.48816666666667
CPXM1	2.802
NDRG1	-0.726846153846154
FLJ43826	0.54025
OR5L2	0.513833333333333
FARP2	1.008
MRPL46	-0.476
LDHAL6B	3.0822
MAPKAPK3	0.3555
NCAM2	-1.01075
PRKD2	0.2635
ZFP36L1	3.7432
CYSLTR1	-0.12275
OR4C3	1.853
HIST1H2AJ	1.2715
CCNB2	-0.740777777777778
ZNF10	-0.463285714285714
TMEM175	7.1885
FAM134A	-0.577166666666667
TIGD4	-0.301
PCNP	-1.0875
MGC39715	0.129
LQK1	-2.1185
CREB1	-1.7836
TMPRSS3	-0.64975
C4orf32	-1.862625
LAT	0.793
KCNA3	-0.9305
SKIV2L2	-1.37425
ROPN1B	-4.1555
tcag7.23	-1.572
CDT1	-1.012375
ZHX2	1.13057142857143
CD28	-2.59933333333333
ZNF624	0.01075
SEPT2	-0.657333333333333
SOHLH2	-1.0635
MCOLN3	0.010375
UNQ1945	2.567
MASP2	7.1295
ZNRF3	-0.0251000000000001
GPATCH3	1.64175
AGL	-1.651125
QRICH2	1.5005
PSD4	2.335
CCNB1IP1	-1.36875
ENPP7	0.61825
OBFC1	0.383666666666667
KCNG3	-0.10225
C14orf79	2.9807
ENPEP	-0.6675
SCT	0.4735
SKI	1.97114285714286
SEC61G	-1.27875
CAPN11	-0.66
ATXN7L3	0.89925
DBNDD1	0.9385
FAIM	-3.33675
ANKRD36	-0.903
GABRP	1.182
TACSTD2	1.272
EIF3J	-0.096
PPP2R2A	-1.3515
TEKT4	1.0535
PVALB	-0.77
F10	-1.80633333333333
FAM134C	-0.0968000000000001
COMP	1.24071428571429
EFCBP1	-1.32333333333333
SCLT1	-1.44328571428571
TAL1	0.4843
ACSL1	1.096
ABCC5	-1.5195
ABL1	-0.27025
RBBP7	1.05433333333333
PTPRG	-0.0378571428571429
NCOR1	-1.11344444444444
SPINK4	-0.239333333333333
TXNRD1	-1.6856
TNRC15	-1.42325
C9orf138	1.27325
UBE2H	-1.20616666666667
BRDT	1.03925
C8orf31	0.602
CCNE2	-1.9865
SLC6A8	0.773
CALCR	-1.76
PPP1CB	-1.54266666666667
ABHD8	0.4725
ARF5	-0.8194
SLC24A4	-0.1485
CCT3	-0.949
ZNF121	-1.58242857142857
SLC3A2	0.5972
OR13A1	3.773
SLC5A10	3.79525
RAD50	-1.80842857142857
IER5	0.841
MTHFD1L	-2.8275
MBTPS2	0.91975
MVK	-0.392125
NCL	0.9392
PSMD10	-1.5175
MOBP	2.75775
FLJ32894	3.25
HRH1	-2.0595
C5orf30	-2.21025
NUDT16L1	-0.0466000000000001
RASGRP3	-0.03025
PRKRIP1	-1.5932
CCDC75	-2.51866666666667
LOC253970	-0.194333333333333
KIAA1239	1.50733333333333
MED21	-1.44675
SYT11	-0.626333333333333
NTSR2	2.3295
EGFL11	1.1235
CXorf59	1.82
OR2A25	0.3145
SPTBN2	-0.81875
LRMP	1.32833333333333
RNF111	-2.78975
PTH	1.1815
LOC619208	-0.652166666666667
KIAA0895	-1.40725
RANBP5	-1.615375
P2RY10	0.519666666666667
NME5	-1.0226
DDX21	-2.4235
LRSAM1	1.5815
HDAC11	2.6845
VMO1	-1.4435
NOLA2	-0.422
ADAR	0.582166666666667
MTO1	-2.84516666666667
SF4	-1.67216666666667
P2RX1	6.31183333333333
HBM	3.356
EN2	7.421
C14orf172	0.11975
TM9SF2	-1.084
INHBE	0.127666666666667
TCTE3	3.09272727272727
TOX2	-0.584666666666667
CTAGE3	-0.56575
HBB	6.9401
MED15	0.552
CASR	0.944333333333333
C6orf66	-0.428
MTPN	-1.985
UNC50	-1.555
C21orf33	0.889875
IRF2	1.8435
PGR	0.1886
GPR84	-0.34225
CROCCL1	-1.31333333333333
SRPX	-0.7775
BRE	-1.7218
FGF10	0.729666666666667
SDC3	0.665333333333333
ZRSR1	0.475666666666667
DKFZP434P211	3.397625
SOX6	0.6855
RPUSD2	-0.97425
C14orf173	1.38254545454545
MAPK11	2.83533333333333
TBC1D22A	-0.667
FAM123A	0.935
COL4A6	-0.324666666666667
TOMM70A	-0.7705
NAB1	-3.4385
MGC16385	-2.29175
TSPAN18	0.280833333333333
MED31	-1.386
PLG	3.09225
CAPSL	-0.488
ZNF532	3.0271
ASB14	0.64575
CA8	-1.65625
NUDT16P	0.2966
SLFN11	-4.359
LRRIQ2	-1.9145
NOL7	0.316333333333333
BRMS1L	-2.323
JARID1A	-0.235
PANK2	-1.23475
ICAM3	-2.31075
MDS1	0.704
TAF8	-0.73425
RNF139	-1.887
ZNF594	0.499
ADAM8	-1.436875
SFTPC	1.142875
MAN2B2	-0.198125
RGS12	0.731875
EIF1AY	-2.37663636363636
LRRIQ1	-0.132166666666667
GPR150	4.68225
CCDC21	-0.698
PRRG3	3.46966666666667
SAA4	-4.557
RAPGEF5	-0.19
ZCCHC2	-1.53018181818182
MGC39372	2.1375
PPP4R2	-0.2385
CDCA2	-2.93016666666667
OR4D5	1.12433333333333
PTGFRN	-0.2481
SIGLEC5	0.2874
C19orf61	0.475666666666667
NMUR2	-0.0365
KIAA1586	-1.4695
DAGLA	-3.9984
CHCHD6	0.0205
GPR32	3.8665
NEUROD6	1.275
SLC2A4RG	0.2775625
CA5B	-1.625
FBXL3	-4.5695
MPHOSPH9	-1.02425
HMG2L1	-1.10275
HCN4	4.3885
CEACAM19	0.146
SH2D4B	2.45233333333333
HFE2	0.257
TGM4	1.996
LYPD2	0.16175
TBC1D15	-1.076
MRPS21	0.00109999999999997
NONO	1.0147
CLEC5A	2.19242857142857
ITCH	-1.3044
MGAT3	-0.73725
MBP	0.0616249999999999
RPP25	2.23475
SOSTDC1	-0.07775
HRC	0.00850000000000006
TRIM48	2.3775
TMEM133	0.03625
ECEL1P2	-0.32225
HOXC11	0.5525
DOK5	-0.68475
HELZ	-0.509
LOC348180	2.5315
MGC33894	1.87625
ADRB3	-0.0045
DMD	0.382363636363636
PTRH2	-0.19725
MPEG1	1.403
NDUFA12	-1.40566666666667
KRTAP2-4	1.36033333333333
STAMBPL1	-1.3405
ADCY2	0.8314
UNQ6125	1.9845
KLHL20	-0.474166666666667
SRM	0.481
OTC	1.42975
TMIE	4.1405
SNX8	-0.32775
LIPK	1.186
CHURC1	-1.89958333333333
KLC2	3.771
HDAC1	-0.742666666666667
FAM128A	-1.28966666666667
FNDC3B	0.5267
MTCP1	-0.9338
WFDC10B	3.1464
PCDHGB3	0.1405
ATRNL1	-0.659111111111111
CAV2	-0.93975
MED26	-0.1595
DUS1L	-0.28425
CHRM3	3.260125
NEK9	-0.4615
WARS2	-0.87875
TBX22	1.7785
TOMM40	1.56375
RP6-213H19.1	-1.91316666666667
TUBGCP5	-1.42825
IGSF6	0.5985
TPPP	-0.138333333333333
UNQ6190	0.003
GSTM5	2.834
BTD	-1.358
PDCD1LG2	0.711666666666667
SNRPB2	-1.6635
ERICH1	-0.245
APOA4	2.42325
HOXA11	0.460666666666667
NARG1	1.67128571428571
MKX	-0.137666666666667
RAB28	-0.992714285714286
PKP3	0.618
SH3GL2	-0.3755
CTSO	1.1305
RPN2	3.9045625
IL28RA	0.769666666666667
SFMBT1	-1.57075
WDR57	-1.48285714285714
FER1L3	-0.126833333333333
HSF5	1.315
TTC9B	3.675
C4BPA	-0.539166666666667
ALB	0.659142857142857
SORBS3	1.17275
UPF2	-0.867
JPH1	-0.2545
AGBL2	-0.7015
DOPEY1	-1.4395
TERF1	-1.57316666666667
KIF22	-1.16633333333333
NINJ1	-0.87
SEC61A2	-0.375916666666667
HIST1H1D	-0.105333333333333
SFXN4	-0.96575
UCP3	2.321
ZNF703	4.97566666666667
MYL6B	0.0175000000000001
TREM1	0.285
OR52E6	0.5175
CKMT2	-0.425
HLA-C	5.164875
SLC13A3	-0.821
TIMP4	-1.824
SLIT2	-0.5685
RSF1	0.130333333333333
LONRF1	-1.7585
MON1A	0.322666666666667
CACNG6	1.36433333333333
DPPA4	-2.97583333333333
ZSWIM3	-1.44875
ZNF804A	-0.176
CCIN	3.19275
SLC25A31	-0.1555
KCNMB4	-0.84175
RABL5	0.6415
GALNS	0.3682
STX6	-0.176999999999999
HIST1H1C	-2.5955
CIDEB	1.392125
CASP4	0.432666666666667
PDK3	-2.2135
KCNJ11	0.4205
TPR	-0.623375
ZSCAN20	0.874
MTX2	-2.0345
HIST1H2BH	0.1545
LOC283767	1.41775
LYRM7	-1.8269375
BRD3	-0.253
HIST1H2BO	0.459
MAGEB10	1.7245
SLC45A1	-1.27666666666667
SERPINA3	3.39265
KIAA0143	0.03825
KCNJ16	1.40166666666667
KRT79	1.14666666666667
FABP2	-0.4175
NUT	0.812
ZNF57	-0.83525
FBXL4	-1.68457142857143
CLEC9A	1.2165
UGT8	-0.275833333333333
BMP2K	-0.68675
MAPK4	1.05375
SLC25A23	-1.0845
HINT1	0.9238
KRTAP13-1	1.5045
SFXN5	-0.0328
CHCHD2	1.31341666666667
FAM3D	2.4085
NDP	-0.61125
RHOBTB1	-2.0594
SLC4A4	-0.0821428571428571
RPL38	0.16225
HTF9C	-0.252666666666667
AP2A2	-1.24142857142857
ZBTB46	2.2825
MAP7D1	0.387625
AOX1	-1.02733333333333
CYR61	2.8475
DTNA	-0.448214285714286
JRKL	-1.4345
TMOD3	-1.93075
EEA1	-1.5193
ADCK5	0.28625
IL1R1	-0.857166666666667
KLK3	2.92771428571429
HRSP12	-1.29425
KTN1	-1.163
LOH11CR2A	-2.22957142857143
RELL2	0.95925
MAB21L1	5.0025
C20orf59	1.575
PHKB	-0.36925
ADAM2	0.3575
TBC1D8B	-1.5295
FAM13A1	-0.822857142857143
LAPTM4B	-1.67308333333333
LCN8	-0.86
TMEM147	-0.9625
SYT4	0.652166666666667
XPO7	-0.2325
C9orf62	3.46225
GPR75	1.9115
TRIM5	-0.82825
APOC1	0.571333333333333
RNASE4	-1.97483333333333
PARD6B	-2.142
ARID1A	-0.584
TPD52L3	1.3473
RRAGB	-1.57883333333333
RCN2	-2.09066666666667
HIST2H2BE	0.374571428571429
STARD7	-1.844
SHMT2	-3.3935
KIAA1751	5.70983333333333
MLYCD	-1.6065
LOC162632	-0.1293
UQCRH	-2.14
RP11-217H1.1	-1.1310625
SDHA	-0.533166666666667
NCLN	-0.408
ZNF17	0.163333333333333
RCBTB2	-2.16825
VEGFB	0.1914
RP4-747L4.3	-0.347666666666667
COLQ	-0.25275
MPN2	-0.07875
DRG2	-0.0185
KLRB1	0.30275
ALPK2	-2.5805
DNASE2B	0.9445
FLJ23834	0.136333333333333
AXUD1	-0.3835
SAFB	-0.0387
NSUN4	-2.39166666666667
RFX2	-0.1268
MAPK8IP1	0.928333333333333
FANCD2	-1.21492307692308
ANKZF1	-1.6095
C19orf50	-0.721375
DUSP8	-0.281571428571428
SENP5	-1.39085714285714
NFKBIL2	1.09425
LBR	-0.83625
IGFL1	0.3205
LZTS2	-0.156125
IL2RG	1.1685
CCDC51	-0.4825
KLF3	-2.774375
ANKRD37	-2.3825
KCTD14	-0.7675
FZR1	0.479083333333333
SLC44A4	-0.4797
ESPL1	0.569
GMPR2	-1.4618
TBC1D19	-1.20633333333333
ERGIC1	0.136884615384615
ERBB4	1.22722222222222
TSPAN32	3.55336363636364
MAP4	-0.453714285714286
GPHN	-1.96766666666667
SLC6A2	0.996571428571429
HIVEP1	0.2585
DFFB	-1.273375
EIF4EBP2	-1.201
DMRT1	0.0865
HSPB6	4.2235
IER2	1.67666666666667
AIFM1	-1.7925
WWC2	-0.505166666666667
MRPL4	-0.746
FLJ21062	1.65483333333333
EPB41L4A	0.3
SH2D6	1.30366666666667
TAF4B	3.24425
GAL3ST3	1.658
MALT1	-1.474
RTDR1	-0.37
ARVCF	-0.0811666666666667
MEX3B	-2.2582
FBXO16	-1.10633333333333
KIF7	-0.056
C1QC	2.81383333333333
ZNF783	-0.5994
ZNF85	2.8155
MMP13	1.46
