Hybridization REF	TCGA-E2-A1B1-01A-21R-A12P-07
CRYGC	-1.4885
POU3F1	-0.8717
C20orf32	-2.136
CCDC95	-0.4285
HIGD1B	4.37725
USP6NL	-0.672
ABCD4	-0.377833333333333
DIMT1L	-0.71675
TEK	1.746
SLC25A46	-0.0775
LARP7	-1.7722
CD160	0.816166666666667
MT1JP	0.0674999999999999
PHF20	0.130875
CPNE4	-2.799
GTPBP1	-0.300071428571429
RAB33B	0.664
ALDOC	-2.864125
ZNF212	-0.15025
NUDT1	-0.899166666666667
RFPL2	-0.79375
ZNF83	-0.395833333333333
GDPD5	0.244125
PDCD4	1.9459
CEP350	-0.63425
OR10A2	-0.60725
CST7	1.7085
CIAO1	-1.20075
SELL	2.332375
OR8J3	2.3395
LTBP4	-0.000166666666666658
SIRT6	0.072
CCL19	4.8205
PPIL1	-1.5845
GBP7	0.4616
STK17A	-0.8273
ABR	0.5225
OR9G1	0.924
FOXE1	-0.514
CNGA3	-1.5425
GML	0.841
CD38	-0.93075
ZDHHC6	0.117
NEFH	-0.543
CTDSP2	0.892916666666666
PGBD5	0.349166666666667
CCNY	0.106928571428571
RMND5B	0.231416666666667
ZNF257	-3.7605
FLJ22167	0.017625
EXOSC7	0.505333333333333
ROR2	2.48125
MAOA	0.250875
TNNT3	1.78
GYPC	0.6505
C7orf33	2.481
PLIN	4.20183333333333
LOC90826	-0.41675
RNF4	-0.3198
F8A1	-0.0536666666666667
PLEKHG4	-0.8265
GRB2	1.11605
HIST1H2AD	0.13
DUS3L	-1.03683333333333
EIF1	0.382166666666667
RP5-1077B9.4	-0.0428333333333333
FPGT	0.96575
GDF10	1.82216666666667
COQ9	0.021
GCC2	0.0303571428571428
RARRES3	3.12975
PLXNA1	-0.5158
KIAA0100	-0.8297
PMF1	0.488
FNDC1	5.39725
HS2ST1	0.0678333333333333
CRELD2	0.01925
C8G	-1.726
CD82	1.43475
LIM2	-1.05
UNQ6490	-1.2085
MMP16	0.13825
DRD3	-0.45625
C5orf26	-0.2245
C11orf73	-1.18525
PTP4A2	-0.31525
OR4M2	-1.3945
HPCA	0.345666666666667
SEC14L1	0.445666666666667
CHFR	-0.0265
EMILIN1	1.792125
NDUFS4	-0.3795
COL18A1	0.8755
PDZD3	-0.3785
C9orf16	-0.202166666666667
ERBB2IP	-0.0863333333333333
EMX2	3.549
FUS	0.50275
TF	-4.0255
CLCN4	0.820166666666667
CXorf56	0.62625
C11orf72	0.129666666666667
ELAC2	0.246166666666667
NPR1	0.92425
ASS1	-1.63366666666667
USP42	-0.381125
POLR2J	-1.374
SEC23IP	0.169166666666667
UQCRC1	0.4415
LOC729603	0.09525
C1orf71	-1.20175
POLG	-2.285
ADAM23	-3.21025
TFR2	-1.1655
RICTOR	-0.4454
MGC39606	0.64125
C19orf55	-0.56775
SNAPC1	-1.40083333333333
GNA11	1.107625
CCDC52	-0.122333333333333
FSIP1	3.424
UPF3A	0.09075
IGSF11	-1.19133333333333
LAGE3	-0.8925
CHST6	-1.995
UNC13B	0.600375
TTLL4	-0.956125
ZNF687	0.178
SDC2	-0.1543
COX7A2	-0.53125
LAMB4	-1.12375
FAM24A	-0.2405
LRRTM3	-1.09425
GPHB5	-0.30975
OR4C13	0.277
EIF3EIP	-1.07414285714286
HABP4	1.3065
TMEM125	2.8145
CNTN2	0.419625
ASNSD1	-0.39325
FUT4	0.6055
ACF	-3.97725
LOC158381	0.8035
CDH8	-0.435
AGPS	-1.32
C4orf18	2.646375
PECI	-0.2165
UNG	-0.4395
GSTP1	0.239375
DCUN1D5	-1.18166666666667
DKFZP564J0863	-0.8345
SLC9A3R1	1.82375
BCDO2	-0.104875
CHMP7	0.48125
REM2	0.5455
DNHD1	-0.5
FKBP4	-0.804875
ZNF350	1.79825
MGC11102	-0.085
BST1	2.6915
KISS1R	0.203
NCR2	0.3875
DEFB125	-0.711
UBE2W	0.862
KRT15	3.989
C10orf99	0.1785
SCN11A	0.469125
GFI1	-1.49075
RDHE2	5.19216666666667
FHL1	0.926833333333333
OSGEP	-1.04116666666667
GATA1	-3.57266666666667
SMC6	-0.90825
TTTY14	-1.41875
LPIN3	0.3795
RPL4	0.2604
RBPMS	-0.5257
PRPF3	-0.496666666666667
EMR1	-1.869
SPATA19	0.35925
XCR1	-0.026
IRX3	2.0057
RBM6	0.06
KLF4	0.5151
UNC5CL	-0.7295
SEBOX	0.354
BTK	0.2925
KRCC1	1.38275
C6orf27	0.0865
SYTL5	0.6495
PRND	3.313375
LOC653319	-2.0985
PIGL	-1.281375
HUS1	-0.611833333333333
SFRS6	0.0484166666666667
C17orf77	0.3515
UIMC1	-0.533333333333333
FXYD2	-2.4161
LOC283152	0.46725
ZNF667	0.76075
ZCCHC12	-1.45225
TFEC	4.0651
ATP7B	2.21816666666667
POLD2	-0.82
RG9MTD1	0.1415
ACOT2	0.903666666666667
HIST1H4I	-1.196375
PPARGC1A	-1.4194
ETFA	-0.0606
POLRMT	-0.568
ZNF146	0.3395
MIA2	-1.75
KLHL6	-0.181666666666667
HOXB5	-0.9865
NENF	-0.497
CUGBP1	-1.4865
PRSS22	1.72816666666667
CASC4	0.496
CUL4B	-0.5253
CENPJ	-1.6707
PITX1	-0.710166666666667
FLJ31033	2.18333333333333
CELSR3	-2.302
ZNF568	0.862
ITSN1	-0.167916666666667
EHBP1L1	-0.117666666666667
C19orf2	-1.0105
DCTN1	0.81
LIN28B	-3.6262
TNKS2	0.6105
C1QBP	-0.922625
CADPS2	1.06325
SRMS	-0.02225
GJA9	-0.145333333333333
MGC24975	-1.581
TRIM45	-1.06533333333333
TSP50	-0.24
TCP1	-1.1705
TMED7	-0.3846
CMA1	2.466
CENPL	-1.28266666666667
PTCRA	0.732
FST	-2.68325
VWCE	-3.115
PAWR	-0.1475
ABCC12	1.86383333333333
LDLR	0.8371
ASTN2	0.854
LOC441212	-0.499125
GPATCH8	-0.22275
TANC2	-0.0104166666666667
KIF4A	-2.008
C18orf18	-0.57275
PGM1	-1.156
KIAA0258	-0.13075
CPD	0.22975
SNCAIP	-0.1205
DCT	-5.166
HLA-DOA	2.97163636363636
OR11L1	0.1965
UPK1B	2.7684
DNAJB4	-0.120875
UGT1A8	-0.02875
HIST1H4L	-2.9135
PECR	-2.21916666666667
HSPA2	2.1525
WFIKKN1	-3.3995
SERP1	0.5215
SYDE2	-0.303
TACR2	0.0015
NUP85	0.154
CD177	1.75733333333333
LGR5	-2.67416666666667
PIGG	-0.309333333333333
PTHR1	-0.140333333333333
RAB5A	0.5166
FLJ13224	0.007
USP9Y	-2.313
C7orf53	-1.0655
LRP1B	0.391
XAF1	2.9242
ABCG8	1.173
ANKDD1A	-0.885166666666667
DAND5	-1.5875
SPAG6	0.4522
LINCR	1.96275
ZDHHC22	-1.55925
CCDC60	1.804
THOC7	-0.983833333333333
TCTA	1.4809
OR8K3	0.42225
NY-REN-7	-0.900666666666667
B2M	2.4935
C6orf141	-1.26325
LPPR4	2.4365
SQLE	-2.2915
SEPHS1	-0.77025
BTBD14B	0.435714285714286
PLRG1	-0.31775
SPG7	0.2811875
ZNF614	-0.165
PARD6G	0.451833333333333
INPP5B	-0.52
GRPEL2	-0.618375
PPID	-1.2787
TRIM56	0.1295
UBE2J1	0.297625
IL20RA	4.242
LOC387856	0.494666666666667
C1orf107	-0.362416666666667
UTS2R	0.73225
C19orf22	1.3555
SAFB2	-0.439625
KIAA0652	0.984625
KLRG1	0.269833333333333
MS4A8B	0.1318
FRAG1	-0.26725
KIAA1546	0.10325
E2F4	-0.21
CLEC4M	-0.0396666666666667
BTBD14A	-1.19875
KIAA0999	0.6498
GYPA	-4.1005
TAC1	1.8885
TRAIP	-1.69383333333333
KIAA0232	0.0801
ERCC8	-1.123875
GPX4	0.033
KIAA0368	0.106125
GPR157	-0.501333333333333
CTAGE4	1.198
C9orf30	-0.883333333333333
OR52A1	-0.3265
HSP90B3P	0.1345
ALG9	-0.7504
BTBD10	0.51575
SDK2	0.23275
BAIAP3	-1.13225
RABGGTB	-0.588
ANKRD40	1.853
KRT74	0.361
CALCOCO2	2.07764285714286
SNCA	-2.3715
TMSL8	-4.5865
C2orf53	0.594
ESRRB	-0.05725
ARHGAP26	-1.30375
TDRD9	-2.51325
HRAS	1.0865
KLRC4	-1.264
JAGN1	-0.3835
BSDC1	-0.0895
RNF43	1.3477
NDUFAF1	0.427
PHF12	-0.022
OR1L3	0.345333333333333
FOLR2	2.5595
LYZL6	0.2615
tcag7.1260	-1.213
WSB1	-1.34166666666667
PROS1	-0.0930999999999999
OSTN	0.1985
PSMB8	2.17275
SOCS4	-0.518857142857143
DDIT4L	1.97825
MAS1	-0.3415
MGC34796	0.2425
CSHL1	0.307333333333333
TBCCD1	0.7135
ZBTB7C	1.142
AP2S1	0.39325
P15RS	-0.6589
VAT1	0.1721
SHANK3	0.326
TUFM	-0.264166666666667
THEG	-0.3175
KRT34	-3.253
SGSM3	0.27075
TOMM22	-1.072375
SOCS3	2.86416666666667
CPO	0.9495
POP4	0.26375
BHLHB3	2.98225
MALL	2.41675
OR1B1	0.455
PARK2	0.420333333333333
GPR124	1.712125
LCE1E	-0.4895
RUVBL2	-0.239
CGRRF1	0.7083
ACPL2	0.2285
WNT10B	-0.761375
BAIAP2L2	-2.505
ISCA1	0.193
C1orf125	0.091
RPAP1	-0.973
RAI16	-0.242833333333333
RPL27	-0.44775
NLRP9	-0.358
EPN1	0.4235
LOC388610	-1.596125
SLC35A1	1.1971
GAL	-4.351
SLC14A2	0.335
RDH11	-1.20316666666667
FAM138F	-0.6845
AUH	-0.164
FLJ40243	-0.15175
C14orf129	0.617
MBD2	-0.199333333333333
ABHD14B	1.0195
PIGT	-0.429375
ALS2CR4	-0.2635
ALAS1	0.804
FOXO1	1.905
CRLF3	-0.37725
C20orf107	0.9235
FARS2	0.78925
CCDC28A	0.024
NPHP3	-0.728
OR13F1	0.493
TSEN54	-0.1805
DEFB106B	0.0637777777777778
OR8B4	-0.005
STH	-0.04875
ZC3H14	-0.382125
CBX2	-3.1745
TMEM49	0.68375
C6orf21	0.408
FLJ20920	3.26675
CRTAP	0.5445
DDX50	-0.35325
STYXL1	0.10875
BLVRB	0.472166666666667
LOC147650	0.760166666666667
MMP24	0.345
GRID1	2.7685
BANF1	-0.6085
CTAGEP	0.138
HMBS	-2.4215
SLC25A24	-0.217
C14orf50	1.46975
MRO	1.24633333333333
SLC25A15	-0.662
FAM84B	0.7575
TDP1	-1.2145
C16orf78	0.7205
C11orf57	-0.838375
RFK	-0.530375
ZFYVE9	-0.831875
STCH	-0.3128
WIBG	0.31375
LOC283871	-0.2235
GBA2	0.0926
NDUFB3	-1.17125
HSD17B13	1.0815
GRIN3A	1.706
FMNL1	1.01733333333333
SEPT7	-0.5899
GNLY	3.0795
GRAMD1C	1.13083333333333
ZNF165	0.1385
USP38	-0.0805
FAM83A	-3.4505
C14orf24	0.651333333333333
ARMCX3	1.1
ARHGDIB	1.4185
AK1	-0.0585
KIAA1045	1.138
DNAJB13	-0.324666666666667
NEU2	1.4095
HIST1H4B	-2.261
FAM20B	-0.6665
HES2	0.631142857142857
FAM73B	0.118
LOC388381	0.59725
INTS7	-1.22009090909091
AMPH	2.25425
ZNF775	-0.098875
UCKL1	-0.369
C10orf97	0.4205
C1orf161	0.56975
ALDH1L1	0.52075
FLJ39378	-0.349375
SLC23A1	-1.824
RBM4B	-0.09
THAP4	0.385166666666667
OGFRL1	0.27875
KIAA0831	0.465875
PPP1R15A	1.16883333333333
C1orf96	-1.10957142857143
C12orf11	-1.58325
BMF	1.12325
MAN1A1	-0.41675
KIAA1600	1.08516666666667
NLGN4X	0.363
ALOX12	-1.06566666666667
RB1CC1	-0.4297
NEIL2	0.6964
EIF4E	0.319045454545455
ABHD5	-0.7
EXOC4	0.139666666666667
CIP29	0.737833333333333
BATF2	2.19775
SLC29A4	-0.0585
HTR4	1.15025
EMB	-0.42425
TRAF6	0.1345
LMNB1	-3.49075
FAM19A5	-1.46475
SHE	2.9905
PIK3C2B	1.6455
C15orf15	0.6135
USP15	0.0978
TCEAL2	2.7535
C5orf39	-0.557
PTGER2	1.764
SLC31A1	-0.5295625
IFT172	-0.3715
ADAM29	0.515
GFOD1	0.1605
ST7L	0.192333333333333
C15orf26	-3.32675
PKN3	0.544
CNTD1	4.11066666666667
COMMD1	0.314875
NTRK2	3.33041666666667
FOXN3	0.897375
MFGE8	1.0127
PFKFB2	0.480333333333333
TAS2R4	-1.26725
ENTHD1	2.05033333333333
PRMT5	0.059
MGC16384	-1.74925
LOC442229	-0.98125
TSKU	0.36725
KRTCAP3	1.243625
PDLIM1	1.2897
KCNS2	0.18125
RNF126	-0.538833333333333
CEP63	0.018375
CLIC4	0.4715
hCG_1990170	2.101
ACR	0.9807
KLK7	3.86025
ALOX5AP	3.114125
RIPK3	3.97525
TAS2R9	0.496
C19orf18	1.5105
BIRC6	0.000214285714285718
ZNF16	1.407
RFT1	-0.6385
SLC8A2	-0.795
TACC1	1.18125
ITGAD	3.558
SAMHD1	2.0375
SH3PXD2B	1.5312
EPC2	0.582
C20orf85	1.136
ATP13A2	1.099
KRT4	2.343625
CAPNS1	1.36525
MDM2	-0.7905
PCDH20	2.2705
KCNK9	1.277
OR2C1	-0.196
KLHDC3	-0.199166666666667
IPPK	1.0405
EFHD2	1.038
GALR3	0.2295
NBEA	0.424333333333333
ABCA6	4.6116
CLDN3	0.929833333333333
AKT2	-0.267785714285714
EGFR	-0.8258
RBM16	-0.442125
ZDHHC3	0.6762
SLC25A4	0.278833333333333
CYB5B	0.307666666666667
CPXM1	3.22525
NDRG1	-0.407076923076923
FLJ43826	0.5535
OR5L2	-0.3172
FARP2	0.9838
MRPL46	-0.385916666666667
LDHAL6B	0.0698
MAPKAPK3	-0.0745
NCAM2	0.47525
PRKD2	1.73383333333333
ZFP36L1	1.3688
CYSLTR1	-0.345
OR4C3	0.577
HIST1H2AJ	0.975
CCNB2	-2.702
ZNF10	0.525625
TMEM175	0.313
FAM134A	1.51066666666667
TIGD4	-0.407
PCNP	0.26925
MGC39715	1.42425
LQK1	-3.458
CREB1	0.3028
TMPRSS3	0.26575
C4orf32	1.03175
LAT	-0.38
KCNA3	-0.45
SKIV2L2	-0.9425
ROPN1B	0.8605
tcag7.23	0.2405
CDT1	-2.95175
ZHX2	0.86725
CD28	-1.252
ZNF624	1.02
SEPT2	0.42175
SOHLH2	-1.64325
MCOLN3	-0.034375
UNQ1945	0.1955
MASP2	-0.945
ZNRF3	-1.3262
GPATCH3	0.4935
AGL	0.2155
QRICH2	-0.2745
PSD4	1.66066666666667
CCNB1IP1	-1.586
ENPP7	0.3475
OBFC1	0.40875
KCNG3	-1.96975
C14orf79	1.30525
ENPEP	1.97333333333333
SCT	1.748
SKI	0.719
SEC61G	-1.483
CAPN11	1.38225
ATXN7L3	0.757
DBNDD1	1.00166666666667
FAIM	-0.04625
ANKRD36	-1.4805
GABRP	4.32333333333333
TACSTD2	2.74083333333333
EIF3J	-0.69175
PPP2R2A	-0.20225
TEKT4	-0.381833333333333
PVALB	0.3215
F10	-1.00083333333333
FAM134C	1.992
COMP	4.869375
EFCBP1	-2.1233125
SCLT1	-0.445
TAL1	-1.4391
ACSL1	1.634
ABCC5	0.0762499999999999
ABL1	-0.0745555555555557
RBBP7	-0.155
PTPRG	-0.645
NCOR1	0.038
SPINK4	-1.09166666666667
TXNRD1	-1.7609
TNRC15	-0.281
C9orf138	1.217125
UBE2H	0.223833333333333
BRDT	0.916666666666667
C8orf31	0.2045
CCNE2	-1.65809090909091
SLC6A8	-1.111125
CALCR	-1.79625
PPP1CB	1.03941666666667
ABHD8	1.0395
ARF5	0.6539
SLC24A4	1.693
CCT3	-0.552
ZNF121	-0.068875
SLC3A2	0.5243
OR13A1	0.233
SLC5A10	-0.7435
RAD50	-0.56425
IER5	0.428125
MTHFD1L	-2.835
MBTPS2	-0.1705
MVK	0.0145
NCL	-0.3996
PSMD10	0.22275
MOBP	0.95375
FLJ32894	-0.736
HRH1	-0.415333333333333
C5orf30	0.59925
NUDT16L1	0.9167
RASGRP3	3.8015
PRKRIP1	-0.3207
CCDC75	-0.6325
LOC253970	0.284
KIAA1239	0.455
MED21	-1.13525
SYT11	0.456583333333333
NTSR2	-0.9705
EGFL11	-0.755
CXorf59	0.4
OR2A25	0.99575
SPTBN2	0.1735
LRMP	-0.491666666666667
RNF111	0.05175
PTH	2.507
LOC619208	-0.4825
KIAA0895	0.41475
RANBP5	-1.29175
P2RY10	1.9165
NME5	3.23133333333333
DDX21	-0.65375
LRSAM1	0.414
HDAC11	1.16666666666667
VMO1	1.91475
NOLA2	-0.786333333333333
ADAR	0.529416666666667
MTO1	-1.165
SF4	1.0555
P2RX1	0.693666666666667
HBM	-0.16375
EN2	0.2535
C14orf172	0.2775
TM9SF2	1.5605
INHBE	-0.521666666666667
TCTE3	-0.09175
TOX2	-1.96975
CTAGE3	0.32175
HBB	3.8652
MED15	-0.256
CASR	0.86075
C6orf66	-1.53516666666667
MTPN	-0.788
UNC50	0.09125
C21orf33	-0.060375
IRF2	0.82675
PGR	-1.36516666666667
GPR84	2.42475
CROCCL1	-1.2705
SRPX	-0.1765
BRE	0.428166666666667
FGF10	1.992
SDC3	0.553666666666667
ZRSR1	1.71383333333333
DKFZP434P211	-0.154375
SOX6	1.179
RPUSD2	-0.693
C14orf173	-0.0104166666666666
MAPK11	-0.454333333333333
TBC1D22A	1.3305
FAM123A	1.777
COL4A6	-1.57366666666667
TOMM70A	0.05675
NAB1	-0.232375
MGC16385	-0.00149999999999997
TSPAN18	-0.81
MED31	-1.177
PLG	-0.279333333333333
CAPSL	1.33
ZNF532	0.6539
ASB14	-0.682
CA8	-1.724
NUDT16P	0.921833333333333
SLFN11	-0.949
LRRIQ2	-1.541125
NOL7	-0.462833333333333
BRMS1L	-0.245
JARID1A	-0.546166666666667
PANK2	-0.2945
ICAM3	0.048
MDS1	0.1015
TAF8	-0.8635
RNF139	0.52425
ZNF594	-0.14
ADAM8	3.20575
SFTPC	-0.290875
MAN2B2	2.230625
RGS12	0.885375
EIF1AY	-5.22325
LRRIQ1	0.582
GPR150	0.99375
CCDC21	-0.311333333333333
PRRG3	0.94325
SAA4	-2.2095
RAPGEF5	-0.28575
ZCCHC2	0.394916666666667
MGC39372	2.4285
PPP4R2	-0.0963333333333333
CDCA2	-2.43083333333333
OR4D5	0.136833333333333
PTGFRN	1.2487
SIGLEC5	1.38333333333333
C19orf61	1.42083333333333
NMUR2	0.163
KIAA1586	-0.994833333333333
DAGLA	-0.314666666666667
CHCHD6	-0.44425
GPR32	0.281
NEUROD6	-0.055
SLC2A4RG	0.192875
CA5B	0.3755
FBXL3	1.3865
MPHOSPH9	-2.11325
HMG2L1	-0.796
HCN4	0.9985
CEACAM19	0.4755
SH2D4B	0.448333333333333
HFE2	-0.5615
TGM4	-0.08925
LYPD2	-0.47875
TBC1D15	-0.21425
MRPS21	-0.8435
NONO	-0.7588
CLEC5A	0.931428571428571
ITCH	0.0959999999999999
MGAT3	-0.4815
MBP	-0.1485
RPP25	0.21675
SOSTDC1	2.8875
HRC	-1.16675
TRIM48	-0.706
TMEM133	0.733
ECEL1P2	-1.1245
HOXC11	-0.477
DOK5	-0.55475
HELZ	-0.110166666666667
LOC348180	0.47875
MGC33894	0.0105
ADRB3	-0.0315
DMD	0.502
PTRH2	0.38825
MPEG1	3.98516666666667
NDUFA12	-0.219666666666667
KRTAP2-4	-0.0773333333333333
STAMBPL1	-1.32516666666667
ADCY2	2.2406
UNQ6125	0.1245
KLHL20	0.212166666666667
SRM	-0.56875
OTC	-0.027
TMIE	-0.00216666666666667
SNX8	0.843
LIPK	1.661
CHURC1	-0.35775
KLC2	0.256166666666667
HDAC1	-0.787166666666667
FAM128A	-0.714333333333333
FNDC3B	-1.0097
MTCP1	-0.512833333333333
WFDC10B	-0.0758
PCDHGB3	1.1955
ATRNL1	0.1091
CAV2	1.090125
MED26	1.08966666666667
DUS1L	-0.0345
CHRM3	-1.426625
NEK9	1.4175
WARS2	-0.59875
TBX22	-0.436
TOMM40	-0.576
RP6-213H19.1	-1.09216666666667
TUBGCP5	0.25525
IGSF6	4.4795
TPPP	-0.077
UNQ6190	-0.138
GSTM5	2.23475
BTD	1.05683333333333
PDCD1LG2	1.12066666666667
SNRPB2	-0.429166666666667
ERICH1	-0.989875
APOA4	-1.782375
HOXA11	-1.592
NARG1	-0.486
MKX	-0.41975
RAB28	-0.472214285714286
PKP3	0.9665
SH3GL2	-2.01175
CTSO	4.188
RPN2	-0.100625
IL28RA	-0.0815
SFMBT1	-0.45125
WDR57	-0.039875
FER1L3	0.892083333333333
HSF5	0.197333333333333
TTC9B	-0.3895
C4BPA	-1.60616666666667
ALB	-5.68823076923077
SORBS3	-0.450375
UPF2	-0.0295
JPH1	-0.527
AGBL2	0.232
DOPEY1	1.077
TERF1	-0.64675
KIF22	-0.573666666666667
NINJ1	0.85625
SEC61A2	-0.54975
HIST1H1D	-1.06333333333333
SFXN4	-0.58775
UCP3	0.3507
ZNF703	0.886666666666667
MYL6B	-1.0015
TREM1	1.281
OR52E6	-0.1445
CKMT2	2.34375
HLA-C	2.8155
SLC13A3	1.415
TIMP4	0.39475
SLIT2	2.834
RSF1	-0.265944444444444
LONRF1	-0.914071428571429
MON1A	-0.865333333333333
CACNG6	0.293666666666667
DPPA4	-6.316
ZSWIM3	-0.531
ZNF804A	0.685833333333333
CCIN	1.8695
SLC25A31	-0.464333333333333
KCNMB4	0.18775
RABL5	0.026125
GALNS	0.1378
STX6	-0.314375
HIST1H1C	-1.08566666666667
CIDEB	-0.650875
CASP4	0.829166666666667
PDK3	-0.7298
KCNJ11	1.0735
TPR	-0.623
ZSCAN20	-0.4895
MTX2	-0.67825
HIST1H2BH	-0.79
LOC283767	1.341
LYRM7	-1.13794444444444
BRD3	0.866833333333333
HIST1H2BO	-0.46325
MAGEB10	-2.0655
SLC45A1	0.93975
SERPINA3	0.8437
KIAA0143	1.1725
KCNJ16	1.49
KRT79	1.10575
FABP2	-0.42275
NUT	-1.5655
ZNF57	-0.674
FBXL4	-0.094
CLEC9A	2.721
UGT8	-1.0925
BMP2K	-0.2555
MAPK4	-2.58175
SLC25A23	-1.3949
HINT1	-1.1393
KRTAP13-1	0.1875
SFXN5	0.2271
CHCHD2	-0.391416666666667
FAM3D	3.5745
NDP	-1.14025
RHOBTB1	-0.289166666666667
SLC4A4	-1.848375
RPL38	0.61325
HTF9C	-0.127833333333333
AP2A2	0.557625
ZBTB46	0.3775
MAP7D1	1.312375
AOX1	-0.399833333333333
CYR61	1.80975
DTNA	-0.0921428571428572
JRKL	0.4815
TMOD3	-0.086
EEA1	0.2144
ADCK5	-0.026
IL1R1	1.93966666666667
KLK3	0.146428571428571
HRSP12	-1.375
KTN1	-0.7205
LOH11CR2A	1.669
RELL2	-0.43875
MAB21L1	2.186
C20orf59	-0.459833333333333
PHKB	-0.3955
ADAM2	-0.772
TBC1D8B	0.836833333333333
FAM13A1	-0.9464375
LAPTM4B	-0.335583333333333
LCN8	-0.3855
TMEM147	0.0775
SYT4	1.08816666666667
XPO7	-1.23
C9orf62	1.23275
GPR75	0.9815
TRIM5	1.40875
APOC1	-0.288333333333333
RNASE4	1.09633333333333
PARD6B	-2.47775
ARID1A	0.664916666666667
TPD52L3	-0.569142857142857
RRAGB	1.05266666666667
RCN2	-1.3295
HIST2H2BE	0.3929375
STARD7	-0.1
SHMT2	-0.8325
KIAA1751	-0.815166666666667
MLYCD	1.131625
LOC162632	-0.652
UQCRH	-1.78925
RP11-217H1.1	0.011
SDHA	0.234166666666667
NCLN	-0.5672
ZNF17	0.669833333333333
RCBTB2	-1.143
VEGFB	-0.1305
RP4-747L4.3	-0.74625
COLQ	1.12566666666667
MPN2	-1.72416666666667
DRG2	0.2805
KLRB1	6.308
ALPK2	-2.50325
DNASE2B	4.58325
FLJ23834	-1.414
AXUD1	2.21083333333333
SAFB	-0.6702
NSUN4	-0.56075
RFX2	0.561166666666667
MAPK8IP1	0.2885
FANCD2	-1.34607142857143
ANKZF1	-1.129
C19orf50	-0.221625
DUSP8	0.13425
SENP5	-0.52175
NFKBIL2	0.876
LBR	-1.422
IGFL1	1.5695
LZTS2	-0.06325
IL2RG	0.240375
CCDC51	-0.38775
KLF3	0.981125
ANKRD37	-1.51775
KCTD14	-0.173
FZR1	0.521166666666667
SLC44A4	4.4995
ESPL1	-1.350875
GMPR2	0.1349
TBC1D19	-1.1415
ERGIC1	0.22662962962963
ERBB4	2.6434
TSPAN32	0.281333333333333
MAP4	1.287375
GPHN	-0.74225
SLC6A2	-0.1645
HIVEP1	0.3705
DFFB	-0.6934
EIF4EBP2	0.301125
DMRT1	-0.872
HSPB6	0.9315
IER2	1.64733333333333
AIFM1	-0.7305
WWC2	0.135090909090909
MRPL4	-0.72025
FLJ21062	-0.108333333333333
EPB41L4A	1.64733333333333
SH2D6	0.318
TAF4B	-0.2745
GAL3ST3	-0.3185
MALT1	-0.850833333333333
RTDR1	-0.663
ARVCF	-0.045625
MEX3B	-1.3925
FBXO16	-0.59825
KIF7	1.19825
C1QC	4.28716666666667
ZNF783	-0.768
ZNF85	0.45825
MMP13	5.3985
KIAA0329	0.152
RTP3	-1.019
ZBED3	-0.66375
CLGN	-4.25175
SLC25A37	-0.847875
hCG_18290	-0.77325
OR5AS1	0.475
SMARCC2	0.5375
FAM109A	0.550666666666667
CCDC12	0.1035
USF2	0.7122
DEPDC7	-2.2045
C20orf24	-0.752166666666667
JMJD3	1.441
DSP	0.529142857142857
SLIC1	1.033375
FAM20A	2.68225
IRF2BP2	-0.90425
ZNF230	0.225
MSN	0.199214285714286
SLC9A5	-1.889
EPDR1	-0.552
MUSK	0.323666666666667
