Hybridization REF	TCGA-E2-A155-01A-11R-A12D-07
PECI	-0.779916666666667
UNG	-0.56225
GSTP1	-4.1045
DCUN1D5	-2.305
DKFZP564J0863	-1.073
SLC9A3R1	2.636625
BCDO2	1.389875
CHMP7	0.573875
REM2	0.8645
DNHD1	-0.782125
FKBP4	0.127125
ZNF350	1.177
MGC11102	-0.05325
BST1	0.133
KISS1R	0.628
NCR2	0.546
DEFB125	-0.0885
UBE2W	1.486125
KRT15	-0.914625
C10orf99	0.3675
SCN11A	-0.150875
GFI1	-3.52775
RDHE2	-0.9105
FHL1	-1.25266666666667
OSGEP	-1.63233333333333
GATA1	-4.12983333333333
SMC6	-0.7755
TTTY14	-1.3015
LPIN3	-0.00425
RPL4	-0.5003
RBPMS	0.8929
PRPF3	-0.768666666666667
EMR1	-2.709
SPATA19	-0.13975
XCR1	0.616
IRX3	1.8839
RBM6	-1.2195
KLF4	-1.1568
UNC5CL	-1.52375
SEBOX	0.099
BTK	-1.35525
KRCC1	1.27325
C6orf27	0.563
SYTL5	-0.416
PRND	0.556
LOC653319	-1.378
PIGL	-1.52575
HUS1	-0.274833333333333
SFRS6	0.703333333333333
C17orf77	0.0625
UIMC1	-1.79516666666667
FXYD2	-2.0523
LOC283152	1.20825
ZNF667	-1.875
ZCCHC12	-0.38075
TFEC	1.2431
ATP7B	-0.286833333333333
POLD2	0.0605
RG9MTD1	-0.36725
ACOT2	0.2315
HIST1H4I	-0.306
PPARGC1A	-2.7196
ETFA	-2.3253
POLRMT	-0.5125
ZNF146	0.05025
MIA2	-0.61
KLHL6	-1.73433333333333
HOXB5	-1.94175
NENF	-0.235333333333333
CUGBP1	0.3925
PRSS22	1.34216666666667
CASC4	2.0931
CUL4B	-0.0657
CENPJ	-1.9269
PITX1	-2.696
FLJ31033	0.665333333333333
CELSR3	-2.0045
ZNF568	0.75925
ITSN1	0.2385
EHBP1L1	-0.1135
C19orf2	0.4765
DCTN1	0.77075
LIN28B	-3.493
TNKS2	0.32425
C1QBP	-0.630875
CADPS2	2.1165
SRMS	0.751
GJA9	0.248666666666667
MGC24975	-0.350166666666667
TRIM45	0.3275
TSP50	-0.28675
TCP1	-0.59125
TMED7	-0.7315
CMA1	1.266
CENPL	-0.410333333333333
PTCRA	-0.1145
FST	-5.84575
VWCE	-5.05375
PAWR	-0.08
ABCC12	0.0326666666666667
LDLR	-0.5379
ASTN2	1.9102
LOC441212	-2.35125
GPATCH8	-0.57625
TANC2	0.574416666666667
KIF4A	-0.62525
C18orf18	-0.16175
PGM1	-1.3075
KIAA0258	1.29275
CPD	0.811875
SNCAIP	-1.243
DCT	-5.475
HLA-DOA	1.76386363636364
OR11L1	0.314
UPK1B	-0.0378333333333333
DNAJB4	1.347625
UGT1A8	-0.05575
HIST1H4L	-1.5015
PECR	-0.818166666666667
HSPA2	1.5525
WFIKKN1	-1.9525
SERP1	1.651875
SYDE2	2.651
TACR2	1.234
NUP85	-0.71525
CD177	-0.490833333333333
LGR5	-1.31616666666667
PIGG	0.38275
PTHR1	-2.45633333333333
RAB5A	0.6589
FLJ13224	0.118
USP9Y	-1.35466666666667
C7orf53	-1.1665
LRP1B	-0.553
XAF1	-0.2586
ABCG8	-1.298
ANKDD1A	-0.446666666666667
DAND5	-1.0745
SPAG6	0.844166666666667
LINCR	-0.15975
ZDHHC22	-1.70225
CCDC60	0.408
THOC7	-1.69466666666667
TCTA	0.9644
OR8K3	0.503
NY-REN-7	-0.00600000000000003
B2M	0.571333333333333
C6orf141	-0.32475
LPPR4	2.94275
SQLE	-0.56575
SEPHS1	-0.32575
BTBD14B	0.549642857142857
PLRG1	-0.71875
SPG7	-0.560375
ZNF614	-0.238333333333333
PARD6G	0.124833333333333
INPP5B	-0.9592
GRPEL2	-0.68475
PPID	-0.4896
TRIM56	-0.46275
UBE2J1	0.1895
IL20RA	-0.95625
LOC387856	0.99575
C1orf107	-0.000666666666666674
UTS2R	0.4895
C19orf22	0.57425
SAFB2	0.382125
KIAA0652	0.879625
KLRG1	-0.645333333333333
MS4A8B	2.25616666666667
FRAG1	0.438
KIAA1546	0.718
E2F4	-1.471
CLEC4M	0.343333333333333
BTBD14A	-0.524
KIAA0999	0.9946
GYPA	-3.12083333333333
TAC1	-0.402
TRAIP	-2.09916666666667
KIAA0232	1.3319
ERCC8	-1.991875
GPX4	1.6955
KIAA0368	0.65875
GPR157	-0.1355
CTAGE4	1.237
C9orf30	-1.96183333333333
OR52A1	0.506
HSP90B3P	0.196
ALG9	-1.2912
BTBD10	0.93375
SDK2	-0.357
BAIAP3	2.18175
RABGGTB	0.182625
ANKRD40	1.26516666666667
KRT74	0.3895
CALCOCO2	0.257142857142857
SNCA	-3.25025
TMSL8	-2.098125
C2orf53	0.3035
ESRRB	-0.0525
ARHGAP26	-1.561375
TDRD9	-3.474
HRAS	1.07383333333333
KLRC4	-2.701
JAGN1	-0.317166666666667
BSDC1	0.96275
RNF43	1.5615
NDUFAF1	0.787
PHF12	0.6195
OR1L3	0.54675
FOLR2	1.401
LYZL6	0.0436666666666667
tcag7.1260	-3.377
WSB1	-2.657
PROS1	-1.588
OSTN	0.4465
PSMB8	-1.04025
SOCS4	-0.159375
DDIT4L	-0.4725
MAS1	0.2195
MGC34796	2.098
CSHL1	0.470666666666667
TBCCD1	-0.257666666666667
ZBTB7C	0.627
AP2S1	-0.518
P15RS	1.5902
VAT1	-0.3017
SHANK3	1.37116666666667
TUFM	-0.745166666666667
THEG	-0.139
KRT34	-1.54975
SGSM3	0.146875
TOMM22	-0.059625
SOCS3	0.812333333333333
CPO	0.417
POP4	0.692
BHLHB3	-0.90425
MALL	0.1745
OR1B1	0.3685
PARK2	0.194666666666667
GPR124	-0.329375
LCE1E	-0.082
RUVBL2	-0.11575
CGRRF1	-0.364
ACPL2	-0.2725
WNT10B	0.675375
BAIAP2L2	-2.206875
ISCA1	1.262
C1orf125	0.18825
RPAP1	-0.755
RAI16	0.526
RPL27	-1.655625
NLRP9	0.203
EPN1	0.929
LOC388610	0.445375
SLC35A1	1.2929
GAL	-5.115
SLC14A2	0.2405
RDH11	-1.32466666666667
FAM138F	-0.22
AUH	1.111
FLJ40243	0.133
C14orf129	0.122
MBD2	-0.342
ABHD14B	-0.79875
PIGT	0.663125
ALS2CR4	-0.324625
ALAS1	-0.2038
FOXO1	-0.1985
CRLF3	-0.704125
C20orf107	0.083
FARS2	-0.33675
CCDC28A	1.108
NPHP3	-1.824
OR13F1	0.664
TSEN54	-0.428
DEFB106B	-0.0333
OR8B4	0.027
STH	0.30975
ZC3H14	-1.091625
CBX2	0.2845
TMEM49	-0.00375
C6orf21	0.1705
FLJ20920	-0.1255
CRTAP	-0.0329285714285714
DDX50	-0.72625
STYXL1	0.892
BLVRB	1.20083333333333
LOC147650	-0.478166666666667
MMP24	0.64125
GRID1	0.4225
BANF1	0.344666666666667
CTAGEP	0.44725
HMBS	-2.77325
SLC25A24	0.242666666666667
C14orf50	-0.272
MRO	0.5355
SLC25A15	-1.14025
FAM84B	1.2642
TDP1	-1.959
C16orf78	0.223666666666667
C11orf57	-0.883375
RFK	0.26625
ZFYVE9	-2.119
STCH	-0.3981
WIBG	0.43375
LOC283871	-0.323333333333333
GBA2	0.024
NDUFB3	-0.264
HSD17B13	0.01475
GRIN3A	0.904
FMNL1	-1.91233333333333
SEPT7	-0.407
GNLY	0.948
GRAMD1C	1.49633333333333
ZNF165	1.66725
USP38	1.669
FAM83A	-3.08166666666667
C14orf24	1.826
ARMCX3	1.363375
ARHGDIB	-1.60033333333333
AK1	0.37375
KIAA1045	-0.18325
DNAJB13	-0.0488333333333333
NEU2	-0.061
HIST1H4B	-0.67
FAM20B	-0.0553
HES2	1.52721428571429
FAM73B	-0.3474
LOC388381	0.55
INTS7	-0.110272727272727
AMPH	0.43775
ZNF775	0.10275
UCKL1	-0.120833333333333
C10orf97	1.12525
C1orf161	-0.364
ALDH1L1	-1.17375
FLJ39378	0.18275
SLC23A1	-1.8615
RBM4B	-0.044
THAP4	0.392166666666667
OGFRL1	-0.26825
KIAA0831	-0.456875
PPP1R15A	-0.530166666666667
C1orf96	-0.5965
C12orf11	-2.5605
BMF	1.10125
MAN1A1	2.226375
KIAA1600	0.6185
NLGN4X	0.374
ALOX12	-1.02083333333333
RB1CC1	0.5149
NEIL2	1.1429
EIF4E	0.523772727272727
ABHD5	0.006
EXOC4	0.374
CIP29	0.176833333333333
BATF2	-0.37025
SLC29A4	-0.081125
HTR4	0.77275
EMB	0.84525
TRAF6	0.09525
LMNB1	-2.281
FAM19A5	1.32725
SHE	0.9255
PIK3C2B	0.847
C15orf15	-0.3922
USP15	-0.4062
TCEAL2	-0.19425
C5orf39	-0.0365
PTGER2	-2.514
SLC31A1	-0.8911875
IFT172	0.25975
ADAM29	0.6105
GFOD1	-0.1155
ST7L	1.51883333333333
C15orf26	-2.7285
PKN3	-1.937
CNTD1	2.131
COMMD1	0.323625
NTRK2	1.70533333333333
FOXN3	-1.605875
MFGE8	-0.4425
PFKFB2	0.533833333333333
TAS2R4	0.427
ENTHD1	-0.305833333333333
PRMT5	-1.234
MGC16384	-2.077625
LOC442229	-0.17275
TSKU	1.68425
KRTCAP3	3.191625
PDLIM1	-1.3029
KCNS2	0.01125
RNF126	0.0473333333333333
CEP63	0.214125
CLIC4	-0.307875
hCG_1990170	-0.30875
ACR	1.4021
KLK7	-0.3465
ALOX5AP	1.8725
RIPK3	4.2905
TAS2R9	0.235
C19orf18	1.27
BIRC6	0.200071428571429
ZNF16	1.1345
RFT1	-1.18575
SLC8A2	-0.42925
TACC1	-1.5385
ITGAD	0.3665
SAMHD1	0.0955
SH3PXD2B	0.5713
EPC2	1.30075
C20orf85	0.387875
ATP13A2	0.397
KRT4	0.30875
CAPNS1	0.87375
MDM2	-0.244
PCDH20	0.00549999999999998
KCNK9	0.857
OR2C1	0.0325
KLHDC3	-1.28133333333333
IPPK	0.7555
EFHD2	-0.44825
GALR3	0.413
NBEA	0.752833333333333
ABCA6	1.6284
CLDN3	2.19633333333333
AKT2	-0.397285714285714
EGFR	-3.3757
RBM16	0.2985
ZDHHC3	-0.0536
SLC25A4	0.963666666666667
CYB5B	-0.535333333333333
CPXM1	-2.083
NDRG1	-0.305230769230769
FLJ43826	0.15575
OR5L2	0.539833333333333
FARP2	1.2392
MRPL46	-0.507083333333333
LDHAL6B	0.344
MAPKAPK3	-0.634333333333333
NCAM2	0.02675
PRKD2	-0.1025
ZFP36L1	0.1695
CYSLTR1	1.605
OR4C3	0.3095
HIST1H2AJ	2.0415
CCNB2	-1.83577777777778
ZNF10	0.000499999999999997
TMEM175	0.311
FAM134A	1.65383333333333
TIGD4	0.102
PCNP	-0.03825
MGC39715	-0.06325
LQK1	-3.23675
CREB1	0.8137
TMPRSS3	-2.94125
C4orf32	2.938
LAT	-2.40925
KCNA3	-0.092
SKIV2L2	-1.3235
ROPN1B	-4.2355
tcag7.23	-0.054
CDT1	-2.966625
ZHX2	0.9395
CD28	-3.6675
ZNF624	0.632
SEPT2	0.700166666666667
SOHLH2	-1.644875
MCOLN3	2.015375
UNQ1945	0.459
MASP2	-0.9725
ZNRF3	1.2064
GPATCH3	-0.29825
AGL	0.756625
QRICH2	0.409
PSD4	1.4585
CCNB1IP1	-2.88075
ENPP7	0.32625
OBFC1	0.4615
KCNG3	-0.6205
C14orf79	0.426
ENPEP	2.18483333333333
SCT	0.284
SKI	0.638625
SEC61G	-0.6945
CAPN11	0.440666666666667
ATXN7L3	-0.34625
DBNDD1	0.252
FAIM	0.6215
ANKRD36	-0.655
GABRP	-0.2425
TACSTD2	1.97066666666667
EIF3J	0.01025
PPP2R2A	0.11425
TEKT4	-0.111
PVALB	-4.65183333333333
F10	-3.12833333333333
FAM134C	0.7574
COMP	4.9865
EFCBP1	-2.77925
SCLT1	0.229
TAL1	-1.3435
ACSL1	0.8
ABCC5	1.6495
ABL1	-0.873611111111111
RBBP7	0.0235
PTPRG	-1.739875
NCOR1	-0.1425
SPINK4	1.35966666666667
TXNRD1	-0.4985
TNRC15	1.082375
C9orf138	0.494125
UBE2H	1.4825
BRDT	0.898166666666667
C8orf31	-0.43075
CCNE2	-1.33518181818182
SLC6A8	-0.971625
CALCR	-4.11525
PPP1CB	0.583666666666667
ABHD8	0.70325
ARF5	0.1597
SLC24A4	0.592
CCT3	0.182
ZNF121	0.789125
SLC3A2	-0.3471
OR13A1	0.291
SLC5A10	0.691
RAD50	-0.773375
IER5	0.057125
MTHFD1L	-3.82125
MBTPS2	0.32025
MVK	-0.256875
NCL	0.0973
PSMD10	0.22025
MOBP	0.316625
FLJ32894	0.0655
HRH1	-2.50783333333333
C5orf30	1.0365
NUDT16L1	1.3094
RASGRP3	2.12016666666667
PRKRIP1	-0.8436
CCDC75	-0.3625
LOC253970	0.261
KIAA1239	-0.154
MED21	-0.864
SYT11	-0.101833333333333
NTSR2	0.1155
EGFL11	-0.135
CXorf59	0.666
OR2A25	0.3125
SPTBN2	0.68025
LRMP	-1.85
RNF111	-0.0345
PTH	0.8515
LOC619208	1.387
KIAA0895	1.05425
RANBP5	-1.9465
P2RY10	0.1935
NME5	-0.992166666666667
DDX21	-0.94675
LRSAM1	1.4165
HDAC11	1.6075
VMO1	0.94525
NOLA2	1.6755
ADAR	0.277166666666667
MTO1	-0.666
SF4	0.147166666666667
P2RX1	0.0636666666666667
HBM	0.554
EN2	0.2605
C14orf172	-0.6495
TM9SF2	-0.2132
INHBE	-1.01883333333333
TCTE3	0.48025
TOX2	-3.762
CTAGE3	0.53575
HBB	4.0538
MED15	-0.477166666666667
CASR	0.35575
C6orf66	-1.02016666666667
MTPN	-0.574875
UNC50	0.258
C21orf33	-0.041625
IRF2	1.26975
PGR	-2.416
GPR84	0.73175
CROCCL1	-1.39825
SRPX	-2.4705
BRE	0.107166666666667
FGF10	-0.19075
SDC3	0.424833333333333
ZRSR1	0.3355
DKFZP434P211	-0.0705
SOX6	0.036
RPUSD2	-0.739
C14orf173	-0.274
MAPK11	-0.133
TBC1D22A	0.7975
FAM123A	-0.346
COL4A6	-4.00533333333333
TOMM70A	0.2365
NAB1	0.0145
MGC16385	-0.9345
TSPAN18	-1.00866666666667
MED31	-0.67
PLG	-0.3285
CAPSL	4.2975
ZNF532	-0.2547
ASB14	0.32225
CA8	2.3895
NUDT16P	2.41383333333333
SLFN11	-2.435
LRRIQ2	0.416375
NOL7	0.2285
BRMS1L	-1.557875
JARID1A	-0.6005
PANK2	-0.64425
ICAM3	-0.281
MDS1	-0.2165
TAF8	-0.439
RNF139	0.5175
ZNF594	-0.166666666666667
ADAM8	0.95875
SFTPC	-0.084125
MAN2B2	2.0805
RGS12	0.615875
EIF1AY	-4.67783333333333
LRRIQ1	0.193333333333333
GPR150	0.54125
CCDC21	0.0368333333333333
PRRG3	0.483
SAA4	-4.29675
RAPGEF5	1.356625
ZCCHC2	0.112333333333333
MGC39372	0.136
PPP4R2	-0.119333333333333
CDCA2	-1.06133333333333
OR4D5	0.811833333333333
PTGFRN	1.1245
SIGLEC5	0.5345
C19orf61	-0.303833333333333
NMUR2	0.5055
KIAA1586	-0.461333333333333
DAGLA	1.4365
CHCHD6	-0.2325
GPR32	1.2825
NEUROD6	0.0855
SLC2A4RG	0.343375
CA5B	-0.401
FBXL3	0.2265
MPHOSPH9	-0.701
HMG2L1	0.745
HCN4	0.3465
CEACAM19	0.56625
SH2D4B	0.451666666666667
HFE2	-1.0175
TGM4	0.00633333333333332
LYPD2	0.021
TBC1D15	0.37425
MRPS21	-1.1356
NONO	-0.4507
CLEC5A	0.37625
ITCH	0.3076
MGAT3	-1.22466666666667
MBP	-0.400125
RPP25	1.00775
SOSTDC1	-3.11325
HRC	-2.14
TRIM48	0.26
TMEM133	-0.77625
ECEL1P2	-1.012
HOXC11	1.732
DOK5	-1.987
HELZ	1.35483333333333
LOC348180	-1.394
MGC33894	0.1765
ADRB3	0.052
DMD	-0.310916666666667
PTRH2	0.318
MPEG1	2.0575
NDUFA12	-0.134
KRTAP2-4	-0.00358333333333332
STAMBPL1	-0.933833333333333
ADCY2	0.369
UNQ6125	0.414
KLHL20	-0.140166666666667
SRM	-0.3735
OTC	0.10775
TMIE	0.149666666666667
SNX8	-0.60925
LIPK	-0.8045
CHURC1	-0.904583333333333
KLC2	0.294166666666667
HDAC1	0.539666666666667
FAM128A	1.0175
FNDC3B	-0.6392
MTCP1	-0.434833333333333
WFDC10B	0.5806
PCDHGB3	-0.0955
ATRNL1	-0.8219
CAV2	-0.3625
MED26	0.355666666666667
DUS1L	0.42325
CHRM3	-1.593
NEK9	0.309
WARS2	0.594
TBX22	0.342
TOMM40	-0.66075
RP6-213H19.1	-0.112666666666667
TUBGCP5	0.12225
IGSF6	3.53075
TPPP	2.0645
UNQ6190	0.0675
GSTM5	1.432375
BTD	1.31516666666667
PDCD1LG2	0.077
SNRPB2	-0.4985
ERICH1	0.006875
APOA4	-1.3785
HOXA11	-1.5075
NARG1	-0.065875
MKX	-1.04275
RAB28	0.386428571428571
PKP3	1.83625
SH3GL2	-2.78625
CTSO	3.269
RPN2	0.2138125
IL28RA	-0.172166666666667
SFMBT1	-0.63775
WDR57	0.51825
FER1L3	2.04883333333333
HSF5	0.261666666666667
TTC9B	0.28525
C4BPA	-3.72433333333333
ALB	-1.61278571428571
SORBS3	0.220375
UPF2	0.2755
JPH1	1.7895
AGBL2	2.28525
DOPEY1	0.404
TERF1	-0.314666666666667
KIF22	-0.012
NINJ1	0.822
SEC61A2	0.03075
HIST1H1D	-0.8545
SFXN4	-0.339625
UCP3	0.065
ZNF703	1.705
MYL6B	-0.85375
TREM1	1.2885
OR52E6	1.2865
CKMT2	0.06575
HLA-C	0.541625
SLC13A3	-2.5685
TIMP4	-1.8355
SLIT2	1.42375
RSF1	1.52572222222222
LONRF1	-1.47564285714286
MON1A	-1.385
CACNG6	-2.0075
DPPA4	-6.0825
ZSWIM3	-1.25375
ZNF804A	0.334
CCIN	0.5395
SLC25A31	-0.048
KCNMB4	0.51
RABL5	1.031875
GALNS	0.2914
STX6	0.356125
HIST1H1C	1.27833333333333
CIDEB	-0.406125
CASP4	-1.049
PDK3	0.0354
KCNJ11	1.301
TPR	-0.708625
ZSCAN20	-1.066
MTX2	0.21725
HIST1H2BH	0.984
LOC283767	0.49125
LYRM7	-1.48144444444444
BRD3	0.6275
HIST1H2BO	1.20225
MAGEB10	0.2805
SLC45A1	1.74775
SERPINA3	0.02395
KIAA0143	0.819
KCNJ16	0.0191666666666667
KRT79	0.1655
FABP2	-0.445
NUT	-0.437
ZNF57	0.44425
FBXL4	1.841
CLEC9A	0.4875
UGT8	-1.41366666666667
BMP2K	0.04675
MAPK4	-4.30125
SLC25A23	-0.066
HINT1	-1.9068
KRTAP13-1	0.43
SFXN5	0.4266
CHCHD2	0.3155
FAM3D	0.34
NDP	-3.2735
RHOBTB1	0.873833333333333
SLC4A4	-1.004875
RPL38	-0.669
HTF9C	-0.0378333333333333
AP2A2	1.25025
ZBTB46	-0.1605
MAP7D1	0.417625
AOX1	-1.86266666666667
CYR61	0.149416666666667
DTNA	-0.811428571428571
JRKL	-0.789
TMOD3	0.8145
EEA1	-0.1741
ADCK5	-0.25975
IL1R1	1.386
KLK3	0.245
HRSP12	0.0565
KTN1	-0.5355
LOH11CR2A	-0.0288
RELL2	-1.32275
MAB21L1	0.40475
C20orf59	-0.374166666666667
PHKB	-0.01775
ADAM2	-0.883166666666667
TBC1D8B	0.7775
FAM13A1	-0.5590625
LAPTM4B	-1.72933333333333
LCN8	-0.1155
TMEM147	0.504
SYT4	0.642
XPO7	-0.4215
C9orf62	0.50975
GPR75	-0.0005
TRIM5	0.481
APOC1	-1.605
RNASE4	0.800166666666667
PARD6B	-0.686625
ARID1A	0.787916666666666
TPD52L3	0.3075
RRAGB	0.705833333333333
RCN2	-1.01066666666667
HIST2H2BE	1.400375
STARD7	-0.0805
SHMT2	-1.27025
KIAA1751	-0.1485
MLYCD	0.073625
LOC162632	1.1667
UQCRH	-1.3695
RP11-217H1.1	0.673125
SDHA	0.543833333333333
NCLN	-0.5274
ZNF17	0.568666666666667
RCBTB2	-2.513
VEGFB	0.1678
RP4-747L4.3	0.04925
COLQ	0.2173
MPN2	-0.360666666666667
DRG2	-0.94725
KLRB1	3.26075
ALPK2	-4.20275
DNASE2B	0.40875
FLJ23834	-0.6725
AXUD1	0.946166666666667
SAFB	-0.1434
NSUN4	-0.1
RFX2	-0.753
MAPK8IP1	0.722666666666667
FANCD2	-1.03521428571429
ANKZF1	-1.0685
C19orf50	0.017875
DUSP8	1.437875
SENP5	-0.33075
NFKBIL2	-0.25925
LBR	-2.3355
IGFL1	-0.0215
LZTS2	0.187125
IL2RG	-1.482625
CCDC51	-0.5785
KLF3	0.61975
ANKRD37	-0.96075
KCTD14	-1.70383333333333
FZR1	0.574416666666667
SLC44A4	4.0772
ESPL1	-0.6885
GMPR2	-0.539
TBC1D19	-0.818833333333333
ERGIC1	0.804
ERBB4	4.0356
TSPAN32	-0.0614166666666667
MAP4	-0.176375
GPHN	-0.705
SLC6A2	-0.04425
HIVEP1	-0.208
DFFB	-0.6407
EIF4EBP2	0.439
DMRT1	-0.01675
HSPB6	-0.02325
IER2	0.00716666666666667
AIFM1	-0.293
WWC2	-1.47127272727273
MRPL4	-0.5295
FLJ21062	0.967666666666667
EPB41L4A	1.12858333333333
SH2D6	0.201
TAF4B	-0.0985
GAL3ST3	0.0555
MALT1	-2.37183333333333
RTDR1	0.00375
ARVCF	0.816125
MEX3B	-0.410333333333333
FBXO16	1.73
KIF7	-0.992
C1QC	3.64983333333333
ZNF783	-0.772333333333333
ZNF85	1.08975
MMP13	-0.109
KIAA0329	-0.38825
RTP3	-0.5745
ZBED3	-0.9655
CLGN	-1.5765
SLC25A37	-2.18554166666667
hCG_18290	-0.47475
OR5AS1	0.13
SMARCC2	0.473833333333333
FAM109A	-0.260833333333333
CCDC12	-0.5745
USF2	1.3944
DEPDC7	-4.479
C20orf24	-0.485833333333333
JMJD3	0.834
DSP	1.233
SLIC1	0.275375
FAM20A	-0.558
IRF2BP2	0.547
ZNF230	0.179
MSN	-0.331857142857143
SLC9A5	-2.325
EPDR1	-2.1951
MUSK	0.300333333333333
ZNF434	-0.726
SMARCD1	-0.6745
ZFP106	-0.68825
ZNF347	0.4972
