Hybridization REF	TCGA-E2-A1B6-01A-31R-A12P-07
TTLL4	-1.64275
ZNF687	0.435875
SDC2	-1.7024
COX7A2	-0.00275
LAMB4	-0.023
FAM24A	0.779
LRRTM3	0.256666666666667
GPHB5	0.8495
OR4C13	0.657
EIF3EIP	0.321357142857143
HABP4	0.287
TMEM125	3.9475
CNTN2	1.10975
ASNSD1	-0.5085
FUT4	0.043125
ACF	-3.768
LOC158381	0.1485
CDH8	-1.04675
AGPS	-0.8675
C4orf18	2.558
PECI	0.337
UNG	-1.624
GSTP1	-0.40425
DCUN1D5	-1.98983333333333
DKFZP564J0863	-0.965
SLC9A3R1	-0.5515
BCDO2	-0.60575
CHMP7	0.462875
REM2	-1.493
DNHD1	-0.910625
FKBP4	-0.439125
ZNF350	1.9485
MGC11102	0.583625
BST1	1.58875
KISS1R	1.371
NCR2	1.17
DEFB125	-0.376
UBE2W	0.38275
KRT15	1.83625
C10orf99	0.357
SCN11A	1.025
GFI1	0.385
RDHE2	4.3425
FHL1	1.00983333333333
OSGEP	-0.051
GATA1	-3.4585
SMC6	-1.3235
TTTY14	-0.92425
LPIN3	0.1455
RPL4	0.2313
RBPMS	0.2394
PRPF3	0.0505
EMR1	-1.303
SPATA19	-0.22275
XCR1	0.296
IRX3	1.9394
RBM6	-0.6165
KLF4	-0.4622
UNC5CL	-1.7365
SEBOX	0.797
BTK	0.97125
KRCC1	1.01825
C6orf27	0.504
SYTL5	-2.1395
PRND	1.6
LOC653319	-1.7395
PIGL	-1.72675
HUS1	0.346
SFRS6	-0.634083333333333
C17orf77	-0.99
UIMC1	0.281
FXYD2	-1.0326
LOC283152	1.4735
ZNF667	-1.7485
ZCCHC12	-0.52
TFEC	3.5062
ATP7B	-1.80183333333333
POLD2	-1.45633333333333
RG9MTD1	-0.292
ACOT2	0.721333333333333
HIST1H4I	-1.082125
PPARGC1A	-1.7871
ETFA	-1.7642
POLRMT	0.36925
ZNF146	-0.4465
MIA2	-1.858
KLHL6	1.086
HOXB5	0.374625
NENF	0.0936666666666667
CUGBP1	0.32525
PRSS22	1.90266666666667
CASC4	1.3484
CUL4B	0.3436
CENPJ	-2.4504
PITX1	-0.564333333333333
FLJ31033	0.607666666666667
CELSR3	-0.819666666666667
ZNF568	0.573
ITSN1	-0.74
EHBP1L1	0.201333333333333
C19orf2	-0.5
DCTN1	-0.623
LIN28B	-4.68183333333333
TNKS2	-0.83375
C1QBP	-0.443875
CADPS2	1.96225
SRMS	0.737
GJA9	0.7055
MGC24975	-1.49916666666667
TRIM45	-1.971
TSP50	0.78525
TCP1	-1.60575
TMED7	0.1439
CMA1	1.405
CENPL	-1.17516666666667
PTCRA	0.829
FST	-3.7675
VWCE	-3.52625
PAWR	-1.6525
ABCC12	0.181166666666667
LDLR	-1.6168
ASTN2	1.4633
LOC441212	-0.547875
GPATCH8	-0.2015
TANC2	0.511416666666667
KIF4A	-2.57625
C18orf18	0.4365
PGM1	-1.37875
KIAA0258	0.3635
CPD	-0.572875
SNCAIP	-0.01625
DCT	-4.27733333333333
HLA-DOA	3.37268181818182
OR11L1	0.929
UPK1B	-1.52066666666667
DNAJB4	0.022125
UGT1A8	-0.533
HIST1H4L	-2.29
PECR	-0.9115
HSPA2	1.57025
WFIKKN1	-0.67
SERP1	0.471
SYDE2	0.4865
TACR2	0.414
NUP85	-1.18625
CD177	-0.0838333333333333
LGR5	-2.36633333333333
PIGG	0.17575
PTHR1	-0.194833333333333
RAB5A	-0.2071
FLJ13224	-0.294
USP9Y	-3.80366666666667
C7orf53	-0.933
LRP1B	1.276
XAF1	1.9213
ABCG8	1.237
ANKDD1A	-0.335166666666667
DAND5	-3.034
SPAG6	2.37716666666667
LINCR	1.18875
ZDHHC22	-1.176375
CCDC60	-0.342
THOC7	-1.4685
TCTA	1.2813
OR8K3	0.13425
NY-REN-7	-0.784
B2M	2.95533333333333
C6orf141	-0.367
LPPR4	3.08875
SQLE	-2.1365
SEPHS1	-1.2645
BTBD14B	0.436357142857143
PLRG1	-0.6535
SPG7	-0.974875
ZNF614	-0.328
PARD6G	0.7965
INPP5B	-0.5313
GRPEL2	0.59175
PPID	-0.9458
TRIM56	0.3255
UBE2J1	0.205875
IL20RA	1.57425
LOC387856	-0.49975
C1orf107	0.31
UTS2R	1.353
C19orf22	0.21625
SAFB2	0.220625
KIAA0652	0.229
KLRG1	1.37233333333333
MS4A8B	-0.470666666666667
FRAG1	0.131
KIAA1546	0.059
E2F4	-1.2227
CLEC4M	-0.102666666666667
BTBD14A	-0.62025
KIAA0999	1.1492
GYPA	-3.70683333333333
TAC1	2.7218
TRAIP	-1.78116666666667
KIAA0232	0.7459
ERCC8	-0.805875
GPX4	1.555
KIAA0368	-0.030625
GPR157	-0.6755
CTAGE4	0.1245
C9orf30	-1.8165
OR52A1	0.1945
HSP90B3P	-0.7385
ALG9	-0.7762
BTBD10	0.163
SDK2	-0.80475
BAIAP3	-1.231
RABGGTB	-0.25125
ANKRD40	1.39683333333333
KRT74	0.4925
CALCOCO2	1.42707142857143
SNCA	-2.96275
TMSL8	-4.27175
C2orf53	0.123
ESRRB	-0.09325
ARHGAP26	0.403625
TDRD9	-2.76725
HRAS	1.36266666666667
KLRC4	-1.2345
JAGN1	0.00416666666666666
BSDC1	0.96075
RNF43	1.4451
NDUFAF1	0.07175
PHF12	0.8115
OR1L3	-0.404
FOLR2	2.48025
LYZL6	0.4452
tcag7.1260	-1.299
WSB1	-1.368
PROS1	-0.8087
OSTN	0.801
PSMB8	1.699
SOCS4	-0.234625
DDIT4L	1.523
MAS1	-2.002
MGC34796	1.08875
CSHL1	0.5155
TBCCD1	0.383666666666667
ZBTB7C	-0.0925
AP2S1	-0.564375
P15RS	-0.3766
VAT1	-1.1684
SHANK3	1.62366666666667
TUFM	0.0593333333333333
THEG	-0.70075
KRT34	-2.066
SGSM3	0.222
TOMM22	-0.935625
SOCS3	1.6925
CPO	1.7865
POP4	0.041
BHLHB3	1.0305
MALL	1.501
OR1B1	-0.7325
PARK2	1.57983333333333
GPR124	0.650375
LCE1E	null
RUVBL2	-0.7945
CGRRF1	0.5571
ACPL2	-1.0055
WNT10B	-1.428125
BAIAP2L2	-1.90475
ISCA1	0.7565
C1orf125	-0.210857142857143
RPAP1	-0.84775
RAI16	-0.0585
RPL27	-0.07925
NLRP9	-0.376
EPN1	-0.031
LOC388610	-2.542
SLC35A1	0.2843
GAL	-3.8815
SLC14A2	0.3585
RDH11	-0.7865
FAM138F	0.321
AUH	0.554
FLJ40243	0.20325
C14orf129	-0.127333333333333
MBD2	-0.448
ABHD14B	0.479625
PIGT	0.2125
ALS2CR4	-0.71325
ALAS1	-0.0589
FOXO1	1.95616666666667
CRLF3	0.57675
C20orf107	-0.275
FARS2	0.512
CCDC28A	1.0585
NPHP3	-0.9015
OR13F1	0.293
TSEN54	-0.618
DEFB106B	-0.703666666666667
OR8B4	-2.4795
STH	-0.710666666666667
ZC3H14	-0.808625
CBX2	-0.9515
TMEM49	-0.1285
C6orf21	0.5255
FLJ20920	2.963875
CRTAP	0.0629285714285714
DDX50	0.00775
STYXL1	-0.768
BLVRB	0.392
LOC147650	-1.16983333333333
MMP24	0.5425
GRID1	1.62866666666667
BANF1	-1.183
CTAGEP	-0.132
HMBS	-2.4795
SLC25A24	-1.48583333333333
C14orf50	1.07125
MRO	0.266666666666667
SLC25A15	-1.228
FAM84B	0.1599
TDP1	-1.2445
C16orf78	0.196
C11orf57	-0.30175
RFK	-0.3485
ZFYVE9	-2.641625
STCH	-0.8529
WIBG	0.34125
LOC283871	0.208166666666667
GBA2	-0.1484
NDUFB3	0.28725
HSD17B13	0.78325
GRIN3A	2.36116666666667
FMNL1	0.864166666666667
SEPT7	-0.2441
GNLY	4.924
GRAMD1C	2.91216666666667
ZNF165	0.452
USP38	0.45625
FAM83A	-4.05533333333333
C14orf24	1.05116666666667
ARMCX3	0.9305
ARHGDIB	1.47233333333333
AK1	0.88975
KIAA1045	1.53966666666667
DNAJB13	-0.531333333333333
NEU2	0.484
HIST1H4B	-1.1675
FAM20B	-1.1118
HES2	-0.483384615384615
FAM73B	-0.1861
LOC388381	1.5945
INTS7	-0.910727272727273
AMPH	1.6325
ZNF775	0.235375
UCKL1	-0.2855
C10orf97	0.14175
C1orf161	-0.029
ALDH1L1	1.40175
FLJ39378	-0.595375
SLC23A1	-2.683
RBM4B	0.19725
THAP4	0.564666666666667
OGFRL1	0.54325
KIAA0831	0.119125
PPP1R15A	0.379666666666667
C1orf96	-0.5745
C12orf11	-2.2345
BMF	1.096875
MAN1A1	-0.271625
KIAA1600	0.101
NLGN4X	-0.49825
ALOX12	-0.986666666666667
RB1CC1	-0.6756
NEIL2	0.5908
EIF4E	-0.397318181818182
ABHD5	-0.49525
EXOC4	-0.6425
CIP29	-0.803666666666667
BATF2	1.8585
SLC29A4	0.2615
HTR4	0.9645
EMB	0.65975
TRAF6	0.83175
LMNB1	-2.87
FAM19A5	-1.852625
SHE	2.62275
PIK3C2B	1.53525
C15orf15	-0.1436
USP15	-0.1033
TCEAL2	2.363
C5orf39	1.49266666666667
PTGER2	0.24325
SLC31A1	-0.6335
IFT172	-0.15
ADAM29	1.16625
GFOD1	1.37625
ST7L	0.367833333333333
C15orf26	-3.01425
PKN3	0.2405
CNTD1	1.31983333333333
COMMD1	0.122125
NTRK2	3.43091666666667
FOXN3	0.707875
MFGE8	-0.3273
PFKFB2	0.794
TAS2R4	-0.11375
ENTHD1	3.844
PRMT5	-1.2595
MGC16384	-1.88375
LOC442229	-0.6175
TSKU	1.644125
KRTCAP3	1.67475
PDLIM1	1.1138
KCNS2	0.133
RNF126	-0.0218333333333334
CEP63	-0.238875
CLIC4	-1.3845
hCG_1990170	0.83075
ACR	1.2449
KLK7	2.068
ALOX5AP	3.3995
RIPK3	4.308
TAS2R9	0.501
C19orf18	0.412
BIRC6	0.00378571428571428
ZNF16	1.2915
RFT1	-0.32675
SLC8A2	-1.35625
TACC1	0.5045
ITGAD	2.17975
SAMHD1	1.8835
SH3PXD2B	0.89
EPC2	1.11825
C20orf85	0.12325
ATP13A2	0.0713333333333333
KRT4	0.81425
CAPNS1	0.01475
MDM2	0.057
PCDH20	1.47675
KCNK9	0.5845
OR2C1	-1.1235
KLHDC3	-1.08733333333333
IPPK	0.861
EFHD2	0.814
GALR3	1.34775
NBEA	0.118
ABCA6	3.7384
CLDN3	1.85383333333333
AKT2	-0.0213571428571429
EGFR	-1.6678
RBM16	0.445375
ZDHHC3	0.3382
SLC25A4	0.6855
CYB5B	-1.08133333333333
CPXM1	0.46475
NDRG1	-0.974076923076923
FLJ43826	0.78425
OR5L2	0.50375
FARP2	0.7466
MRPL46	-0.646833333333333
LDHAL6B	-0.3122
MAPKAPK3	0.299166666666667
NCAM2	-2.51575
PRKD2	1.14016666666667
ZFP36L1	1.0681
CYSLTR1	0.87225
OR4C3	1.11525
HIST1H2AJ	1.599
CCNB2	-2.91811111111111
ZNF10	0.52625
TMEM175	0.1745
FAM134A	0.807166666666667
TIGD4	-0.1485
PCNP	-0.531
MGC39715	-0.20725
LQK1	-0.145
CREB1	0.00159999999999997
TMPRSS3	1.42975
C4orf32	2.692875
LAT	1.24633333333333
KCNA3	0.1805
SKIV2L2	-1.086
ROPN1B	-1.281
tcag7.23	0.3785
CDT1	-2.713
ZHX2	1.51475
CD28	0.26875
ZNF624	0.95775
SEPT2	-0.3445
SOHLH2	-2.322875
MCOLN3	-0.926571428571429
UNQ1945	0.346
MASP2	-1.2865
ZNRF3	-1.3857
GPATCH3	0.0435
AGL	-0.69325
QRICH2	-0.2115
PSD4	1.17583333333333
CCNB1IP1	-1.30325
ENPP7	0.11025
OBFC1	0.472
KCNG3	-2.10725
C14orf79	0.117416666666667
ENPEP	1.61083333333333
SCT	1.103
SKI	0.775875
SEC61G	0.333
CAPN11	1.26475
ATXN7L3	-0.53
DBNDD1	-0.6415
FAIM	-0.75325
ANKRD36	-0.831
GABRP	3.57333333333333
TACSTD2	1.6668
EIF3J	-0.27225
PPP2R2A	-1.2585
TEKT4	0.284666666666667
PVALB	-3.3715
F10	-1.406
FAM134C	0.8915
COMP	4.516625
EFCBP1	-2.2699375
SCLT1	0.450125
TAL1	-0.2287
ACSL1	1.0125
ABCC5	0.300333333333333
ABL1	-0.533888888888889
RBBP7	-0.511
PTPRG	-0.7565
NCOR1	-0.3598
SPINK4	-0.00483333333333335
TXNRD1	-1.1735
TNRC15	-0.0755
C9orf138	-0.03075
UBE2H	0.511333333333333
BRDT	-0.0505
C8orf31	0.719
CCNE2	-1.63927272727273
SLC6A8	-1.510125
CALCR	-4.0835
PPP1CB	0.325166666666667
ABHD8	0.39175
ARF5	0.0875
SLC24A4	2.0465
CCT3	-0.30525
ZNF121	-0.120625
SLC3A2	-0.5505
OR13A1	0.5765
SLC5A10	-0.35575
RAD50	0.00812499999999999
IER5	0.686125
MTHFD1L	-2.082
MBTPS2	-0.814
MVK	-1.500375
NCL	0.1185
PSMD10	-0.7555
MOBP	0.268875
FLJ32894	2.521
HRH1	-0.614666666666667
C5orf30	0.5415
NUDT16L1	1.4108
RASGRP3	4.82516666666667
PRKRIP1	-0.4847
CCDC75	0.7455
LOC253970	0.17475
KIAA1239	0.45925
MED21	-0.74275
SYT11	0.797583333333333
NTSR2	-0.0585
EGFL11	-0.8845
CXorf59	-0.181
OR2A25	-0.000499999999999987
SPTBN2	-1.033
LRMP	0.0424999999999999
RNF111	-0.35025
PTH	-1.897
LOC619208	0.438333333333333
KIAA0895	0.314
RANBP5	-1.345
P2RY10	3.443
NME5	2.81816666666667
DDX21	-0.8125
LRSAM1	0.0985
HDAC11	1.05583333333333
VMO1	1.74675
NOLA2	0.0723333333333333
ADAR	0.267583333333333
MTO1	-0.905666666666667
SF4	0.623833333333333
P2RX1	0.662
HBM	0.3185
EN2	1.542
C14orf172	0.27825
TM9SF2	0.1907
INHBE	-1.42683333333333
TCTE3	-0.298166666666667
TOX2	-0.86925
CTAGE3	-0.698875
HBB	4.1897
MED15	-0.515833333333333
CASR	-1.544
C6orf66	-0.688166666666667
MTPN	-0.81525
UNC50	-0.236
C21orf33	1.05125
IRF2	1.75475
PGR	-2.27583333333333
GPR84	1.628
CROCCL1	-2.63575
SRPX	-1.4655
BRE	-0.138166666666667
FGF10	-1.14575
SDC3	0.366333333333333
ZRSR1	0.863333333333333
DKFZP434P211	-0.259
SOX6	2.306
RPUSD2	-0.16575
C14orf173	-0.0214166666666667
MAPK11	0.344333333333333
TBC1D22A	1.395
FAM123A	-1.107
COL4A6	-1.437
TOMM70A	0.415
NAB1	-0.550625
MGC16385	-0.393875
TSPAN18	-0.0181666666666667
MED31	-0.33775
PLG	0.10975
CAPSL	2.837
ZNF532	0.9312
ASB14	0.12275
CA8	1.17825
NUDT16P	2.4685
SLFN11	-0.2815
LRRIQ2	-0.347875
NOL7	-0.239833333333333
BRMS1L	-1.492375
JARID1A	0.658666666666667
PANK2	-0.26975
ICAM3	1.4325
MDS1	0.38425
TAF8	-0.91925
RNF139	0.2265
ZNF594	-0.564166666666667
ADAM8	2.778375
SFTPC	-0.4445
MAN2B2	1.123625
RGS12	-0.087375
EIF1AY	-4.49
LRRIQ1	-1.2044
GPR150	1.3805
CCDC21	-1.37766666666667
PRRG3	0.43925
SAA4	-0.832
RAPGEF5	2.363375
ZCCHC2	-0.0123333333333333
MGC39372	-0.0245000000000001
PPP4R2	-0.804833333333333
CDCA2	-2.66533333333333
OR4D5	-0.105
PTGFRN	-0.1144
SIGLEC5	2.15233333333333
C19orf61	-0.135166666666667
NMUR2	-0.337
KIAA1586	-1.86033333333333
DAGLA	-0.2545
CHCHD6	-1.0065
GPR32	0.3765
NEUROD6	0.276833333333333
SLC2A4RG	0.184
CA5B	0.23875
FBXL3	1.23125
MPHOSPH9	-1.23725
HMG2L1	-0.70625
HCN4	0.968
CEACAM19	0.025
SH2D4B	0.4008
HFE2	-2.7115
TGM4	0.5684
LYPD2	0.0956666666666666
TBC1D15	0.5425
MRPS21	-0.5359
NONO	-1.008
CLEC5A	0.882
ITCH	-0.2804
MGAT3	0.7305
MBP	0.0884999999999999
RPP25	-1.4665
SOSTDC1	-0.64175
HRC	-0.24025
TRIM48	-1.2675
TMEM133	0.5115
ECEL1P2	-1.06066666666667
HOXC11	0.5395
DOK5	-0.33425
HELZ	1.05566666666667
LOC348180	-0.78
MGC33894	0.8625
ADRB3	-0.3115
DMD	-0.0103333333333333
PTRH2	1.044
MPEG1	4.118
NDUFA12	-0.497666666666667
KRTAP2-4	0.218333333333333
STAMBPL1	-0.713833333333333
ADCY2	-0.4275
UNQ6125	0.7265
KLHL20	-0.0631666666666666
SRM	-0.908
OTC	0.233
TMIE	0.453333333333333
SNX8	0.7965
LIPK	-5.042
CHURC1	0.715833333333333
KLC2	0.477
HDAC1	-0.4835
FAM128A	0.0405
FNDC3B	-0.7514
MTCP1	-0.460833333333333
WFDC10B	0.4404
PCDHGB3	0.1855
ATRNL1	-2.8577
CAV2	0.082125
MED26	0.261
DUS1L	0.78625
CHRM3	-1.389625
NEK9	-0.02775
WARS2	-0.202
TBX22	-7.734
TOMM40	-0.51775
RP6-213H19.1	-1.6165
TUBGCP5	0.2065
IGSF6	5.78125
TPPP	0.4562
UNQ6190	0.9985
GSTM5	1.438125
BTD	0.711833333333333
PDCD1LG2	0.812
SNRPB2	-0.202
ERICH1	-0.029625
APOA4	-1.514125
HOXA11	-4.203
NARG1	-0.819375
MKX	0.0435
RAB28	-0.509571428571429
PKP3	0.14375
SH3GL2	-1.48675
CTSO	3.28
RPN2	0.979875
IL28RA	0.000166666666666722
SFMBT1	0.8385
WDR57	-0.4625
FER1L3	-0.60775
HSF5	1.61466666666667
TTC9B	1.16825
C4BPA	-2.96466666666667
ALB	-4.99
SORBS3	0.03525
UPF2	0.4175
JPH1	0.7265
AGBL2	-0.677
DOPEY1	1.385
TERF1	-0.418916666666667
KIF22	-0.486
NINJ1	1.359
SEC61A2	-0.456083333333333
HIST1H1D	-1.20083333333333
SFXN4	0.608
UCP3	0.9151
ZNF703	0.770833333333333
MYL6B	-0.91525
TREM1	0.5365
OR52E6	-0.164
CKMT2	2.90025
HLA-C	2.817
SLC13A3	-0.982666666666666
TIMP4	1.072
SLIT2	3.2475
RSF1	-0.00283333333333335
LONRF1	-1.40828571428571
MON1A	0.0645
CACNG6	-0.513666666666667
DPPA4	-5.07016666666667
ZSWIM3	0.35475
ZNF804A	0.250333333333333
CCIN	1.124
SLC25A31	-0.584
KCNMB4	-0.85375
RABL5	0.383625
GALNS	-0.1589
STX6	-0.084875
HIST1H1C	-1.65133333333333
CIDEB	0.797875
CASP4	1.29233333333333
PDK3	-0.5031
KCNJ11	0.3975
TPR	-0.6035
ZSCAN20	0.047
MTX2	-0.20975
HIST1H2BH	0.59
LOC283767	1.8835
LYRM7	-0.506222222222222
BRD3	-0.4415
HIST1H2BO	-0.22425
MAGEB10	0.462
SLC45A1	1.0065
SERPINA3	2.2919
KIAA0143	1.1415
KCNJ16	2.10966666666667
KRT79	0.05975
FABP2	-0.228
NUT	-0.488333333333333
ZNF57	-0.26325
FBXL4	-0.236875
CLEC9A	4.553
UGT8	-0.628166666666667
BMP2K	0.1735
MAPK4	-3.005
SLC25A23	-0.6181
HINT1	0.2573
KRTAP13-1	0.5565
SFXN5	-0.6348
CHCHD2	0.528416666666667
FAM3D	2.728
NDP	-2.3235
RHOBTB1	-1.2725
SLC4A4	-0.718625
RPL38	0.18875
HTF9C	0.3875
AP2A2	0.289
ZBTB46	-1.4445
MAP7D1	0.645125
AOX1	-0.4625
CYR61	1.91541666666667
DTNA	-0.722428571428571
JRKL	0.15825
TMOD3	-0.4565
EEA1	-0.5452
ADCK5	0.2515
IL1R1	1.80416666666667
KLK3	0.832142857142857
HRSP12	-0.80775
KTN1	0.28775
LOH11CR2A	1.5386
RELL2	-0.7395
MAB21L1	2.35175
C20orf59	-0.926833333333333
PHKB	0.0445
ADAM2	-1.9045
TBC1D8B	0.400833333333333
FAM13A1	-0.4625625
LAPTM4B	-1.63625
LCN8	0.489
TMEM147	0.593
SYT4	-0.465
XPO7	-1.4365
C9orf62	1.26625
GPR75	-0.1615
TRIM5	0.6825
APOC1	0.173833333333333
RNASE4	0.288
PARD6B	-3.11625
ARID1A	-0.3025
TPD52L3	-0.541444444444445
RRAGB	-0.335333333333333
RCN2	-1.12383333333333
HIST2H2BE	0.592875
STARD7	-0.05125
SHMT2	-0.74625
KIAA1751	0.178
MLYCD	0.140875
LOC162632	-0.1012
UQCRH	-0.7965
RP11-217H1.1	-0.286125
SDHA	-1.2335
NCLN	-0.1076
ZNF17	0.8615
RCBTB2	-0.96475
VEGFB	0.3097
RP4-747L4.3	0.61375
COLQ	0.1974
MPN2	-0.814333333333333
DRG2	-0.39325
KLRB1	7.3185
ALPK2	-2.19925
DNASE2B	1.9815
FLJ23834	-0.486833333333333
AXUD1	1.247
SAFB	-0.2107
NSUN4	-0.09025
RFX2	-0.104
MAPK8IP1	-0.302166666666667
FANCD2	-1.70728571428571
ANKZF1	-1.065
C19orf50	-0.56375
DUSP8	1.122
SENP5	-0.298
NFKBIL2	-0.89925
LBR	-0.13875
IGFL1	-0.986
LZTS2	0.28975
IL2RG	1.81975
CCDC51	-0.369
KLF3	-0.110125
ANKRD37	-0.33825
KCTD14	-0.825666666666667
FZR1	0.270083333333333
SLC44A4	3.5814
ESPL1	-1.0405
GMPR2	-0.4501
TBC1D19	-1.63916666666667
ERGIC1	1.3387037037037
ERBB4	1.3417
TSPAN32	1.51958333333333
MAP4	-0.383875
GPHN	-1.21725
SLC6A2	0.616
HIVEP1	0.44325
DFFB	-0.0534
EIF4EBP2	0.2985
DMRT1	-0.545
HSPB6	0.4585
IER2	0.886666666666667
AIFM1	-0.4855
WWC2	0.213333333333333
MRPL4	-0.6055
FLJ21062	-0.230166666666667
EPB41L4A	2.245
SH2D6	0.176
TAF4B	-0.79025
GAL3ST3	0.4
MALT1	-0.420333333333333
RTDR1	0.1925
ARVCF	-0.67925
MEX3B	-1.33583333333333
FBXO16	1.06575
KIF7	-1.43525
C1QC	4.41083333333333
ZNF783	-0.342
ZNF85	-0.5155
MMP13	-1.1055
KIAA0329	0.365
RTP3	-0.1335
ZBED3	-0.1845
CLGN	0.761
SLC25A37	-1.44475
hCG_18290	0.517
OR5AS1	-0.132
SMARCC2	0.12725
FAM109A	-0.754166666666667
CCDC12	0.3975
USF2	0.288
DEPDC7	-2.477
C20orf24	-1.0145
JMJD3	0.2705
DSP	-1.57207142857143
SLIC1	1.76
FAM20A	1.736625
IRF2BP2	0.180625
ZNF230	0.3985
MSN	0.0668571428571429
SLC9A5	-1.807
EPDR1	-1.4793
MUSK	0.4725
ZNF434	0.246
SMARCD1	-0.437666666666667
ZFP106	-0.043
