Hybridization REF	TCGA-E2-A153-01A-12R-A12D-07
RAB33B	0.0618333333333333
ALDOC	-1.988625
ZNF212	-0.28275
NUDT1	-1.1455
RFPL2	-1.4145
ZNF83	-0.6075
GDPD5	-0.7215
PDCD4	2.47765
CEP350	-0.058
OR10A2	-0.26875
CST7	1.176
CIAO1	-0.947
SELL	0.249375
OR8J3	0.384
LTBP4	0.351333333333333
SIRT6	0.39725
CCL19	2.65225
PPIL1	-1.66766666666667
GBP7	-0.6986
STK17A	-0.5731
ABR	-0.0305
OR9G1	1.8835
FOXE1	-0.46075
CNGA3	1.298
GML	0.606
CD38	-4.26075
ZDHHC6	-0.4265
NEFH	-1.978
CTDSP2	0.66225
PGBD5	-1.59933333333333
CCNY	0.0937142857142857
RMND5B	0.76975
ZNF257	-1.03825
FLJ22167	-0.599375
EXOSC7	-0.363833333333333
ROR2	1.65925
MAOA	-0.11275
TNNT3	0.225
GYPC	-0.43775
C7orf33	1.685
PLIN	0.533
LOC90826	-0.61475
RNF4	-0.6308
F8A1	0.107
PLEKHG4	-2.4305
GRB2	-0.00205000000000003
HIST1H2AD	1.96525
DUS3L	-0.737166666666667
EIF1	0.197333333333333
RP5-1077B9.4	-0.834333333333333
FPGT	1.165
GDF10	-1.6356
COQ9	-0.6385
GCC2	-0.0947857142857143
RARRES3	2.478875
PLXNA1	-0.4167
KIAA0100	-0.7139
PMF1	0.4785
FNDC1	6.321
HS2ST1	0.44275
CRELD2	0.5685
C8G	-2.153
CD82	1.3865
LIM2	-0.7205
UNQ6490	1.0705
MMP16	0.0705
DRD3	-0.66625
C5orf26	0.3515
C11orf73	-0.714875
PTP4A2	0.889125
OR4M2	0.1725
HPCA	-0.5295
SEC14L1	-0.5075
CHFR	-0.74775
EMILIN1	1.774375
NDUFS4	-0.2885
COL18A1	1.511875
PDZD3	-0.4859
C9orf16	0.210333333333333
ERBB2IP	0.238333333333333
EMX2	4.932
FUS	-0.87325
TF	-4.3207
CLCN4	-0.496166666666667
CXorf56	0.44125
C11orf72	0.14725
ELAC2	-0.691583333333333
NPR1	0.074
ASS1	-0.538333333333333
USP42	-0.141125
POLR2J	-0.4815
SEC23IP	0.326
UQCRC1	0.062
LOC729603	-0.99575
C1orf71	-0.34475
POLG	-3.294
ADAM23	-3.03475
TFR2	-0.609
RICTOR	-0.8854
MGC39606	1.0965
C19orf55	-0.203625
SNAPC1	-0.818666666666667
GNA11	0.971625
CCDC52	0.0793333333333333
FSIP1	3.7325
UPF3A	-0.24425
IGSF11	-2.8468
LAGE3	0.16275
CHST6	-0.284
UNC13B	-0.2065
TTLL4	-1.587625
ZNF687	0.870875
SDC2	1.3402
COX7A2	-0.80325
LAMB4	0.081
FAM24A	-0.025
LRRTM3	-1.4174
GPHB5	0.265
OR4C13	-0.3445
EIF3EIP	-0.368071428571429
HABP4	0.2825
TMEM125	3.41825
CNTN2	-0.242
ASNSD1	-0.2125
FUT4	-0.4795
ACF	-3.33575
LOC158381	0.5035
CDH8	-0.374
AGPS	-1.84616666666667
C4orf18	3.35325
PECI	-0.518666666666667
UNG	-0.84225
GSTP1	-1.54425
DCUN1D5	-1.49466666666667
DKFZP564J0863	-0.9825
SLC9A3R1	1.106625
BCDO2	-0.564
CHMP7	-0.34
REM2	-1.039
DNHD1	-0.962125
FKBP4	-0.50325
ZNF350	1.762
MGC11102	-0.096375
BST1	2.02025
KISS1R	1.362
NCR2	0.51
DEFB125	1.0745
UBE2W	0.966375
KRT15	3.34125
C10orf99	0.2945
SCN11A	0.244857142857143
GFI1	-3.60025
RDHE2	5.10266666666667
FHL1	-0.510666666666667
OSGEP	-0.0821666666666667
GATA1	-3.3925
SMC6	-0.775
TTTY14	-1.165
LPIN3	0.36475
RPL4	-0.3111
RBPMS	0.7329
PRPF3	-0.641
EMR1	-1.679
SPATA19	0.412
XCR1	0.5845
IRX3	1.8514
RBM6	-0.751
KLF4	-0.0601
UNC5CL	-0.375
SEBOX	0.6145
BTK	-0.5345
KRCC1	0.77225
C6orf27	0.947
SYTL5	-0.4905
PRND	3.80128571428571
LOC653319	-1.832
PIGL	-1.44475
HUS1	-0.392333333333333
SFRS6	-0.220916666666667
C17orf77	0.421
UIMC1	-0.5915
FXYD2	-2.0696
LOC283152	1.22675
ZNF667	0.665
ZCCHC12	-0.753
TFEC	2.7035
ATP7B	1.112
POLD2	-1.32866666666667
RG9MTD1	-0.34875
ACOT2	0.291166666666667
HIST1H4I	-1.33671428571429
PPARGC1A	-1.8899
ETFA	-1.8139
POLRMT	0.0105
ZNF146	-0.402875
MIA2	-1.161
KLHL6	-1.298
HOXB5	0.38125
NENF	0.986333333333334
CUGBP1	-0.36375
PRSS22	2.28083333333333
CASC4	1.4853
CUL4B	0.3443
CENPJ	-2.0275
PITX1	0.160833333333333
FLJ31033	0.739833333333333
CELSR3	-0.3845
ZNF568	1.25475
ITSN1	0.0958333333333333
EHBP1L1	-0.229
C19orf2	-0.91675
DCTN1	0.56425
LIN28B	-3.5935
TNKS2	-0.87975
C1QBP	-1.34325
CADPS2	1.39
SRMS	0.36175
GJA9	0.216333333333333
MGC24975	-0.5285
TRIM45	-0.866333333333333
TSP50	-0.3545
TCP1	-1.71325
TMED7	0.5627
CMA1	-0.4325
CENPL	-1.36483333333333
PTCRA	0.375
FST	-0.6105
VWCE	-3.57325
PAWR	0.00224999999999999
ABCC12	0.772333333333333
LDLR	0.1441
ASTN2	0.5911
LOC441212	-0.737625
GPATCH8	0.23725
TANC2	-0.636
KIF4A	-3.278
C18orf18	-1.5435
PGM1	-1.153
KIAA0258	0.30125
CPD	0.282875
SNCAIP	-1.249
DCT	-4.7024
HLA-DOA	2.82395454545455
OR11L1	0.781
UPK1B	-0.1435
DNAJB4	-0.23775
UGT1A8	-0.3625
HIST1H4L	-1.7395
PECR	-1.15066666666667
HSPA2	2.45725
WFIKKN1	-2.337
SERP1	0.08675
SYDE2	1.21425
TACR2	0.4735
NUP85	-0.9915
CD177	3.71616666666667
LGR5	-1.187
PIGG	-0.508833333333333
PTHR1	-0.025
RAB5A	-0.2067
FLJ13224	-0.044
USP9Y	-1.669
C7orf53	-1.483
LRP1B	-1.061
XAF1	1.8914
ABCG8	0.7765
ANKDD1A	-0.913833333333333
DAND5	-2.4835
SPAG6	0.0286666666666667
LINCR	-0.08375
ZDHHC22	-1.223625
CCDC60	0.635
THOC7	-1.32866666666667
TCTA	1.2875
OR8K3	0.08625
NY-REN-7	-0.454
B2M	1.854
C6orf141	-1.262875
LPPR4	3.0915
SQLE	-1.462875
SEPHS1	-0.9735
BTBD14B	0.552214285714286
PLRG1	-0.50825
SPG7	-0.4080625
ZNF614	-0.240333333333333
PARD6G	1.525
INPP5B	-0.79
GRPEL2	-0.09875
PPID	-1.2592
TRIM56	0.071
UBE2J1	-0.53025
IL20RA	2.8685
LOC387856	0.67175
C1orf107	0.4835
UTS2R	2.0615
C19orf22	0.5915
SAFB2	0.136875
KIAA0652	-0.107375
KLRG1	-1.10166666666667
MS4A8B	0.7835
FRAG1	0.012
KIAA1546	0.408
E2F4	-1.5749
CLEC4M	0.353333333333333
BTBD14A	-0.5425
KIAA0999	0.9388
GYPA	-2.86233333333333
TAC1	1.171
TRAIP	-2.13433333333333
KIAA0232	0.642
ERCC8	-1.410875
GPX4	0.479125
KIAA0368	-0.485375
GPR157	-0.9675
CTAGE4	0.743
C9orf30	-1.28133333333333
OR52A1	0.154
HSP90B3P	0.0495
ALG9	-0.6873
BTBD10	0.14325
SDK2	0.196
BAIAP3	0.17575
RABGGTB	-0.691
ANKRD40	-0.0378333333333334
KRT74	0.2075
CALCOCO2	0.256214285714286
SNCA	-3.37475
TMSL8	-4.95375
C2orf53	0.4905
ESRRB	-0.41325
ARHGAP26	1.133125
TDRD9	-2.976
HRAS	0.509
KLRC4	-2.282
JAGN1	-0.348833333333333
BSDC1	0.27225
RNF43	-0.7965
NDUFAF1	0.26675
PHF12	0.39825
OR1L3	0.188
FOLR2	2.59316666666667
LYZL6	-0.24
tcag7.1260	-1.6335
WSB1	-0.714166666666667
PROS1	-0.4322
OSTN	0.8075
PSMB8	0.75775
SOCS4	-1.015375
DDIT4L	2.225
MAS1	-0.392
MGC34796	1.15375
CSHL1	-0.0521666666666666
TBCCD1	0.229333333333333
ZBTB7C	0.369
AP2S1	-0.309625
P15RS	-1.1509
VAT1	-0.0483
SHANK3	1.10616666666667
TUFM	-0.153166666666667
THEG	-0.23325
KRT34	-0.845
SGSM3	-0.0855
TOMM22	-1.022375
SOCS3	1.9365
CPO	1.3105
POP4	0.006
BHLHB3	1.5575
MALL	1.03025
OR1B1	1.0405
PARK2	0.9665
GPR124	0.92
LCE1E	-0.3255
RUVBL2	-0.4195
CGRRF1	0.4013
ACPL2	0.09975
WNT10B	-2.192125
BAIAP2L2	-2.3205
ISCA1	0
C1orf125	2.064875
RPAP1	-0.858
RAI16	0.717833333333333
RPL27	0.068875
NLRP9	-0.107
EPN1	1.193
LOC388610	-0.767125
SLC35A1	0.4421
GAL	-4.6175
SLC14A2	-0.285
RDH11	-0.450833333333333
FAM138F	-0.1325
AUH	0.07025
FLJ40243	-0.19075
C14orf129	0.0253333333333333
MBD2	-0.711666666666667
ABHD14B	0.58525
PIGT	0.4385
ALS2CR4	-0.74
ALAS1	-0.5321
FOXO1	1.489
CRLF3	-0.53675
C20orf107	-0.0145
FARS2	0.38925
CCDC28A	0.601
NPHP3	-0.35625
OR13F1	0.03
TSEN54	-0.6245
DEFB106B	-0.274
OR8B4	0.9535
STH	1.6835
ZC3H14	-0.539625
CBX2	-0.467
TMEM49	-0.9985
C6orf21	0.312
FLJ20920	0.35025
CRTAP	-0.110214285714286
DDX50	-0.1475
STYXL1	0.10275
BLVRB	-0.135333333333333
LOC147650	0.114
MMP24	0.1255
GRID1	2.08733333333333
BANF1	-0.628
CTAGEP	-0.133
HMBS	-2.25975
SLC25A24	0.2575
C14orf50	0.91075
MRO	0.340666666666667
SLC25A15	-1.349
FAM84B	1.1331
TDP1	-0.874
C16orf78	0.136
C11orf57	-0.365
RFK	-1.043875
ZFYVE9	-1.41114285714286
STCH	-0.5419
WIBG	0.33675
LOC283871	-0.430166666666667
GBA2	-0.8441
NDUFB3	-0.55425
HSD17B13	-0.494
GRIN3A	1.02716666666667
FMNL1	-0.3005
SEPT7	-0.2422
GNLY	2.3215
GRAMD1C	0.786666666666667
ZNF165	0.30425
USP38	-0.11025
FAM83A	-3.67533333333333
C14orf24	1.09991666666667
ARMCX3	1.316125
ARHGDIB	0.466333333333333
AK1	0.39975
KIAA1045	-0.43
DNAJB13	-0.0201666666666667
NEU2	1.3495
HIST1H4B	-1.29133333333333
FAM20B	0.1307
HES2	1.0515
FAM73B	-0.517
LOC388381	-0.61575
INTS7	-0.598272727272727
AMPH	1.33575
ZNF775	0.68675
UCKL1	-0.795166666666667
C10orf97	-0.31675
C1orf161	0.10825
ALDH1L1	-1.38225
FLJ39378	-0.152875
SLC23A1	-1.432
RBM4B	-0.1555
THAP4	0.399
OGFRL1	0.972
KIAA0831	0.435875
PPP1R15A	0.537166666666667
C1orf96	-0.00285714285714291
C12orf11	-1.89625
BMF	0.4525
MAN1A1	-0.27575
KIAA1600	0.948666666666667
NLGN4X	0.74575
ALOX12	-1.3018
RB1CC1	0.0383
NEIL2	0.845
EIF4E	-0.204863636363636
ABHD5	-0.528
EXOC4	0.0688333333333333
CIP29	-0.366166666666667
BATF2	0.1935
SLC29A4	-0.528125
HTR4	-0.346
EMB	-0.7985
TRAF6	0.2975
LMNB1	-4.16175
FAM19A5	-0.058125
SHE	2.0015
PIK3C2B	0.9835
C15orf15	-0.4163
USP15	-0.3921
TCEAL2	2.0155
C5orf39	-0.499666666666667
PTGER2	-0.13175
SLC31A1	-0.6303125
IFT172	0.79375
ADAM29	0.16025
GFOD1	0.35775
ST7L	-0.198333333333333
C15orf26	-3.059
PKN3	-0.93425
CNTD1	1.72666666666667
COMMD1	0.38175
NTRK2	2.90183333333333
FOXN3	0.127875
MFGE8	0.7897
PFKFB2	0.820666666666667
TAS2R4	0.04825
ENTHD1	0.4995
PRMT5	-0.8025
MGC16384	-2.344625
LOC442229	-0.64925
TSKU	0.760875
KRTCAP3	2.5545
PDLIM1	1.3647
KCNS2	0.064
RNF126	-0.514
CEP63	0.29625
CLIC4	0.248125
hCG_1990170	-1.44575
ACR	0.3373
KLK7	0.6775
ALOX5AP	3.980125
RIPK3	3.9775
TAS2R9	-0.1495
C19orf18	2.07
BIRC6	-0.299285714285714
ZNF16	1.2215
RFT1	-0.57425
SLC8A2	-1.1415
TACC1	0.70475
ITGAD	1.57025
SAMHD1	0.93875
SH3PXD2B	1.2589
EPC2	0.63325
C20orf85	3.170375
ATP13A2	0.231
KRT4	0.299375
CAPNS1	0.0735
MDM2	0.0790833333333333
PCDH20	0.7295
KCNK9	0.8755
OR2C1	-1.92
KLHDC3	-0.9035
IPPK	0.4415
EFHD2	-0.0915
GALR3	1.9055
NBEA	1.12333333333333
ABCA6	2.3914
CLDN3	1.2395
AKT2	-0.447571428571429
EGFR	-1.9894
RBM16	-0.15375
ZDHHC3	0.2475
SLC25A4	-0.482666666666667
CYB5B	-1.38133333333333
CPXM1	0.64125
NDRG1	0.396692307692308
FLJ43826	0.06425
OR5L2	0.1125
FARP2	0.6702
MRPL46	-0.842416666666667
LDHAL6B	-0.394333333333333
MAPKAPK3	-0.12
NCAM2	-2.0405
PRKD2	0.962333333333333
ZFP36L1	1.8404
CYSLTR1	-0.10575
OR4C3	-0.176
HIST1H2AJ	0.918
CCNB2	-3.44277777777778
ZNF10	-0.718875
TMEM175	0.927
FAM134A	1.22733333333333
TIGD4	-0.0055
PCNP	-0.35
MGC39715	0.01625
LQK1	-1.36775
CREB1	0.4005
TMPRSS3	2.61025
C4orf32	0.837
LAT	-2.08525
KCNA3	0.07
SKIV2L2	-0.901
ROPN1B	-3.537
tcag7.23	0.074
CDT1	-3.591625
ZHX2	0.672625
CD28	-1.34725
ZNF624	1.21275
SEPT2	0.20575
SOHLH2	-1.58814285714286
MCOLN3	-1.1545
UNQ1945	0.5315
MASP2	-1.9285
ZNRF3	-1.3916
GPATCH3	0.05975
AGL	-0.128125
QRICH2	0.205
PSD4	1.05633333333333
CCNB1IP1	-1.6905
ENPP7	0.006
OBFC1	0.00874999999999999
KCNG3	-2.20775
C14orf79	1.379
ENPEP	2.336
SCT	3.108
SKI	1.354125
SEC61G	-1.0915
CAPN11	0.51425
ATXN7L3	-0.27275
DBNDD1	-0.4245
FAIM	-0.627
ANKRD36	-0.207
GABRP	0.2055
TACSTD2	1.569
EIF3J	-0.87575
PPP2R2A	-0.6505
TEKT4	0.233666666666667
PVALB	-3.8436
F10	-2.11316666666667
FAM134C	0.993
COMP	5.6325
EFCBP1	-2.67425
SCLT1	0.397
TAL1	-1.255
ACSL1	0.03725
ABCC5	0.02325
ABL1	-0.342388888888889
RBBP7	-0.488333333333333
PTPRG	-0.233625
NCOR1	-0.4158
SPINK4	-0.307833333333333
TXNRD1	-2.4837
TNRC15	1.2035
C9orf138	0.759
UBE2H	1.24566666666667
BRDT	-0.364
C8orf31	-0.20925
CCNE2	-2.47854545454545
SLC6A8	-0.855375
CALCR	-2.8375
PPP1CB	0.552166666666667
ABHD8	0.4805
ARF5	0.0862
SLC24A4	0.74
CCT3	-0.10275
ZNF121	0.23275
SLC3A2	-0.7477
OR13A1	0.6785
SLC5A10	-0.3215
RAD50	-0.1245
IER5	1.182375
MTHFD1L	-2.00825
MBTPS2	0.00725000000000001
MVK	-0.407375
NCL	-0.3135
PSMD10	-0.57575
MOBP	0.54
FLJ32894	0.9995
HRH1	0.47
C5orf30	1.53075
NUDT16L1	1.1238
RASGRP3	3.82033333333333
PRKRIP1	-0.1982
CCDC75	1.05325
LOC253970	0.4325
KIAA1239	0.29075
MED21	-0.4345
SYT11	1.1705
NTSR2	-0.548
EGFL11	0.0365
CXorf59	0.111
OR2A25	0.59275
SPTBN2	-0.11125
LRMP	-1.20966666666667
RNF111	-0.11225
PTH	0.372
LOC619208	0.975833333333333
KIAA0895	1.217
RANBP5	-1.205125
P2RY10	1.23466666666667
NME5	4.388
DDX21	-1.274
LRSAM1	0.315
HDAC11	1.49116666666667
VMO1	3.01725
NOLA2	-0.7175
ADAR	0.946583333333333
MTO1	-1.4675
SF4	0.8945
P2RX1	-0.0183333333333333
HBM	0.50175
EN2	1.813
C14orf172	0.566
TM9SF2	0.1536
INHBE	-0.744333333333333
TCTE3	-0.649833333333333
TOX2	-2.7425
CTAGE3	-0.092875
HBB	4.3487
MED15	-0.324333333333333
CASR	0.2655
C6orf66	-1.822
MTPN	-0.311
UNC50	-0.0235
C21orf33	0.156875
IRF2	0.74875
PGR	2.84433333333333
GPR84	3.6615
CROCCL1	-2.297
SRPX	0.08075
BRE	0.0346666666666667
FGF10	2.373
SDC3	0.598166666666667
ZRSR1	0.909666666666667
DKFZP434P211	0.39575
SOX6	0.493
RPUSD2	-0.167
C14orf173	0.106583333333333
MAPK11	0.2145
TBC1D22A	1.0435
FAM123A	-0.43
COL4A6	-2.66483333333333
TOMM70A	-0.2675
NAB1	0.100375
MGC16385	-0.500375
TSPAN18	1.14233333333333
MED31	-0.72625
PLG	-0.225333333333333
CAPSL	2.3465
ZNF532	0.8031
ASB14	-0.061
CA8	-1.972
NUDT16P	1.335
SLFN11	-1.045
LRRIQ2	-0.194
NOL7	-0.495666666666667
BRMS1L	-0.888125
JARID1A	0.443166666666667
PANK2	-0.3645
ICAM3	-0.554
MDS1	-0.4245
TAF8	-0.864
RNF139	0.91875
ZNF594	-0.465333333333333
ADAM8	3.220375
SFTPC	0.265375
MAN2B2	1.400375
RGS12	0.6966875
EIF1AY	-3.5725
LRRIQ1	0.550666666666667
GPR150	2.138
CCDC21	-1.61416666666667
PRRG3	0.81725
SAA4	-4.33275
RAPGEF5	1.5355
ZCCHC2	0.245166666666667
MGC39372	-0.1875
PPP4R2	-0.3355
CDCA2	-2.73333333333333
OR4D5	0.2655
PTGFRN	1.075
SIGLEC5	2.277
C19orf61	0.641833333333333
NMUR2	0.3655
KIAA1586	-1.47483333333333
DAGLA	-0.119
CHCHD6	-0.42175
GPR32	1.208
NEUROD6	0.0306
SLC2A4RG	0.5755
CA5B	0.354
FBXL3	1.34825
MPHOSPH9	-1.84175
HMG2L1	-0.73225
HCN4	1.30083333333333
CEACAM19	-0.00974999999999998
SH2D4B	0.674333333333333
HFE2	-0.9775
TGM4	-0.1748
LYPD2	-0.56775
TBC1D15	0.12975
MRPS21	-0.2316
NONO	-0.9054
CLEC5A	3.423625
ITCH	0.2247
MGAT3	-0.689
MBP	-1.134125
RPP25	-0.442
SOSTDC1	-3.05475
HRC	-1.708
TRIM48	0.4
TMEM133	0.21225
ECEL1P2	-0.687
HOXC11	-0.2375
DOK5	0.6065
HELZ	-0.104833333333333
LOC348180	-0.796
MGC33894	0.0465
ADRB3	0.311
DMD	0.243666666666667
PTRH2	-0.4525
MPEG1	3.5175
NDUFA12	-0.680333333333333
KRTAP2-4	0.392083333333333
STAMBPL1	-1.871
ADCY2	1.206
UNQ6125	0.7295
KLHL20	0.511666666666667
SRM	-1.09575
OTC	-0.4495
TMIE	0.794833333333333
SNX8	0.708
LIPK	-0.3185
CHURC1	0.78775
KLC2	0.337333333333333
HDAC1	-1.11966666666667
FAM128A	0.134833333333333
FNDC3B	-0.5109
MTCP1	-0.435166666666667
WFDC10B	-0.0197
PCDHGB3	0.241
ATRNL1	-2.452375
CAV2	0.159
MED26	0.0691666666666667
DUS1L	0.35525
CHRM3	-1.736875
NEK9	0.534
WARS2	0.619
TBX22	0.472
TOMM40	-1.00325
RP6-213H19.1	-1.19083333333333
TUBGCP5	-0.8455
IGSF6	5.452
TPPP	0.00700000000000001
UNQ6190	0.5855
GSTM5	2.394125
BTD	0.6515
PDCD1LG2	-0.610166666666667
SNRPB2	-0.148666666666667
ERICH1	-0.565375
APOA4	-1.72225
HOXA11	-1.26925
NARG1	-0.624125
MKX	5.72975
RAB28	-0.490428571428571
PKP3	1.19675
SH3GL2	-2.54425
CTSO	2.949
RPN2	-0.0805625
IL28RA	0.207666666666667
SFMBT1	0.52925
WDR57	-0.696375
FER1L3	1.39691666666667
HSF5	0.388833333333333
TTC9B	-0.1385
C4BPA	-3.99766666666667
ALB	-5.03853846153846
SORBS3	0.3395
UPF2	-0.1455
JPH1	0.1475
AGBL2	0.35275
DOPEY1	1.2495
TERF1	-0.43475
KIF22	-0.674333333333333
NINJ1	1.4435
SEC61A2	-0.822666666666667
HIST1H1D	0.5295
SFXN4	-0.244875
UCP3	-0.0216
ZNF703	1.833
MYL6B	-0.72975
TREM1	3.7885
OR52E6	-0.2315
CKMT2	1.963
HLA-C	2.556125
SLC13A3	-1.0115
TIMP4	-3.28
SLIT2	2.90875
RSF1	0.0688333333333333
LONRF1	-1.20114285714286
MON1A	-0.101
CACNG6	-1.44183333333333
DPPA4	-5.77416666666667
ZSWIM3	0.0835
ZNF804A	0.5515
CCIN	2.36025
SLC25A31	0.06675
KCNMB4	0.9
RABL5	0.385125
GALNS	0.0768
STX6	1.129125
HIST1H1C	0.3105
CIDEB	-0.498125
CASP4	0.431666666666667
PDK3	-0.3939
KCNJ11	1.379
TPR	0.117375
ZSCAN20	0.1945
MTX2	-0.1765
HIST1H2BH	0.5965
LOC283767	3.1185
LYRM7	-1.01161111111111
BRD3	-0.368666666666667
HIST1H2BO	0.2835
MAGEB10	0.621
SLC45A1	1.11075
SERPINA3	2.54085
KIAA0143	1.574
KCNJ16	0.0316
KRT79	0.8375
FABP2	-0.87075
NUT	-0.06475
ZNF57	-0.68425
FBXL4	-0.287875
CLEC9A	-0.4045
UGT8	-1.75566666666667
BMP2K	-0.089
MAPK4	-3.63025
SLC25A23	-0.223
HINT1	-1.2388
KRTAP13-1	-0.4455
SFXN5	0.2578
CHCHD2	-0.466583333333333
FAM3D	0.6385
NDP	0.24775
RHOBTB1	0.283
SLC4A4	-1.08525
RPL38	0.23475
HTF9C	-0.187333333333333
AP2A2	0.53175
ZBTB46	0.09
MAP7D1	0.772625
AOX1	-0.7895
CYR61	2.39475
DTNA	-0.584214285714286
JRKL	-0.01775
TMOD3	-0.4805
EEA1	0.2291
ADCK5	0.282
IL1R1	1.83583333333333
KLK3	0.559714285714286
HRSP12	-0.50125
KTN1	0.98025
LOH11CR2A	0.9372
RELL2	-0.9905
MAB21L1	0.2615
C20orf59	-0.932166666666667
PHKB	-0.79375
ADAM2	-2.00075
TBC1D8B	1.933
FAM13A1	-1.4153125
LAPTM4B	-0.680666666666667
LCN8	0.145
TMEM147	0.5095
SYT4	0.378
XPO7	-0.737
C9orf62	2.333
GPR75	0.213
TRIM5	-0.1185
APOC1	-1.23433333333333
RNASE4	0.565833333333333
PARD6B	0.29675
ARID1A	0.12675
TPD52L3	0.796555555555556
RRAGB	0.894666666666667
RCN2	-1.2285
HIST2H2BE	1.1860625
STARD7	-0.78425
SHMT2	-1.3435
KIAA1751	-0.513
MLYCD	-0.21925
LOC162632	-0.9207
UQCRH	-1.82125
RP11-217H1.1	0.5411875
SDHA	-0.865666666666667
NCLN	-0.0662
ZNF17	0.471
RCBTB2	-1.2775
VEGFB	0.3572
RP4-747L4.3	-0.54175
COLQ	0.1699
MPN2	-1.18616666666667
DRG2	-0.469
KLRB1	4.6215
ALPK2	-0.49025
DNASE2B	0.88175
FLJ23834	0.101166666666667
AXUD1	1.3015
SAFB	0.0529
NSUN4	-0.5715
RFX2	0.6255
MAPK8IP1	-0.702
FANCD2	-1.44521428571429
ANKZF1	-1.03316666666667
C19orf50	-0.423
DUSP8	0.119
SENP5	-0.688
NFKBIL2	-0.5695
LBR	-1.722375
IGFL1	2.7325
LZTS2	0.260625
IL2RG	-1.711125
CCDC51	-0.1145
KLF3	0.295875
ANKRD37	-0.144
KCTD14	-2.879
FZR1	0.501583333333333
SLC44A4	3.9793
ESPL1	-1.49125
GMPR2	0.1483
TBC1D19	-0.6715
ERGIC1	0.492703703703704
ERBB4	2.9666
TSPAN32	0.41875
MAP4	0.64525
GPHN	-0.634
SLC6A2	-0.570125
HIVEP1	0.192
DFFB	-1.0926
EIF4EBP2	0.287375
DMRT1	-0.142
HSPB6	-0.0585
IER2	1.86116666666667
AIFM1	-0.71425
WWC2	0.390833333333333
MRPL4	-1.03775
FLJ21062	0.519
EPB41L4A	1.09008333333333
SH2D6	-0.0265
TAF4B	-1.36675
GAL3ST3	0.306
MALT1	-0.823166666666667
RTDR1	-0.439
ARVCF	0.498125
MEX3B	-1.388
FBXO16	1.2405
KIF7	-0.1475
C1QC	4.58
ZNF783	-0.397333333333333
ZNF85	-0.92125
MMP13	5.822
KIAA0329	0.726428571428571
RTP3	-0.5025
ZBED3	-0.5405
CLGN	-3.683
SLC25A37	-1.15870833333333
hCG_18290	-0.08125
OR5AS1	-0.126
SMARCC2	0.749666666666667
FAM109A	0.377
CCDC12	-0.33875
USF2	0.9235
DEPDC7	-0.497
C20orf24	-1.084
JMJD3	1.0075
DSP	1.4875
SLIC1	0.456625
FAM20A	2.270125
IRF2BP2	0.083375
ZNF230	-0.5445
MSN	0.390357142857143
SLC9A5	-1.212
EPDR1	-0.4587
MUSK	0.249833333333333
ZNF434	0.265
SMARCD1	-0.8575
ZFP106	-0.719
ZNF347	-0.1932
GTF2E1	-0.239
RY1	-0.556833333333333
