Hybridization REF	TCGA-BH-A18K-01A-11R-A12D-07
RMND5B	-0.405333333333333
ZNF257	0.882
FLJ22167	0.03375
EXOSC7	-0.725666666666667
ROR2	1.64625
MAOA	-0.845875
TNNT3	0.5595
GYPC	-0.12875
C7orf33	0.1265
PLIN	2.95333333333333
LOC90826	-0.09025
RNF4	0.099
F8A1	1.363
PLEKHG4	-1.45225
GRB2	-0.1784
HIST1H2AD	-0.43525
DUS3L	-0.0773333333333333
EIF1	-0.441166666666667
RP5-1077B9.4	-0.535666666666667
FPGT	1.19725
GDF10	0.209666666666667
COQ9	-0.8005
GCC2	0.0315714285714286
RARRES3	0.808875
PLXNA1	0.737
KIAA0100	-0.0051
PMF1	0.6285
FNDC1	5.17275
HS2ST1	-0.0486666666666666
CRELD2	0.839
C8G	-0.346
CD82	0.163
LIM2	-0.817
UNQ6490	-1.165
MMP16	0.00666666666666667
DRD3	0.2485
C5orf26	-1.65175
C11orf73	0.705875
PTP4A2	0.1125
OR4M2	-0.1985
HPCA	-0.4195
SEC14L1	-0.2005
CHFR	0.57675
EMILIN1	0.26925
NDUFS4	-1.01525
COL18A1	0.2395
PDZD3	0.0388
C9orf16	0.2355
ERBB2IP	-0.395
EMX2	2.96125
FUS	-0.6745
TF	-3.3247
CLCN4	2.80616666666667
CXorf56	1.07825
C11orf72	0.50025
ELAC2	-0.714583333333333
NPR1	-0.48725
ASS1	-1.83433333333333
USP42	0.22475
POLR2J	0.345
SEC23IP	0.212833333333333
UQCRC1	-0.2335
LOC729603	-0.438
C1orf71	0.03825
POLG	-0.806
ADAM23	-4.00475
TFR2	0.48875
RICTOR	-1.7965
MGC39606	1.2935
C19orf55	-0.2845
SNAPC1	-0.994333333333333
GNA11	0.517125
CCDC52	0.832166666666667
FSIP1	-0.685
UPF3A	-0.536125
IGSF11	-2.25216666666667
LAGE3	0.2755
CHST6	-2.338
UNC13B	-0.61825
TTLL4	1.02025
ZNF687	0.688375
SDC2	-0.0054
COX7A2	-0.914
LAMB4	-0.40125
FAM24A	-0.109
LRRTM3	-1.71033333333333
GPHB5	0.857
OR4C13	0.4515
EIF3EIP	-0.243857142857143
HABP4	-2.109
TMEM125	2.7545
CNTN2	0.744625
ASNSD1	0.0535
FUT4	1.711
ACF	-3.96875
LOC158381	1.446
CDH8	-0.502
AGPS	0.076
C4orf18	-0.061875
PECI	-0.766083333333333
UNG	0.321125
GSTP1	2.461875
DCUN1D5	0.629833333333333
DKFZP564J0863	0.02275
SLC9A3R1	1.5605
BCDO2	-0.948875
CHMP7	-0.169875
REM2	-0.2105
DNHD1	-0.4095
FKBP4	0.61675
ZNF350	0.4865
MGC11102	-0.21375
BST1	1.82675
KISS1R	-0.086
NCR2	0.169
DEFB125	null
UBE2W	0.162625
KRT15	3.52225
C10orf99	0.32
SCN11A	0.07
GFI1	-2.493
RDHE2	-0.887666666666667
FHL1	-1.74366666666667
OSGEP	-1.0205
GATA1	-3.51816666666667
SMC6	-0.088
TTTY14	-1.2295
LPIN3	0.039
RPL4	-0.8662
RBPMS	-0.663
PRPF3	0.692333333333333
EMR1	-1.742
SPATA19	0.5645
XCR1	0.3295
IRX3	1.8705
RBM6	-1.03675
KLF4	-1.1511
UNC5CL	-0.82775
SEBOX	0.341
BTK	-1.48475
KRCC1	0.629
C6orf27	0.36
SYTL5	-0.537
PRND	2.06428571428571
LOC653319	-0.851
PIGL	-0.807
HUS1	0.185666666666667
SFRS6	0.955916666666667
C17orf77	0.6155
UIMC1	-2.14933333333333
FXYD2	-1.5024
LOC283152	-0.46575
ZNF667	1.23025
ZCCHC12	-0.55875
TFEC	2.5603
ATP7B	-0.967166666666667
POLD2	-0.004
RG9MTD1	0.26925
ACOT2	-1.2665
HIST1H4I	-0.967625
PPARGC1A	-3.4967
ETFA	-1.8779
POLRMT	0.198
ZNF146	0.337375
MIA2	-1.4105
KLHL6	-1.24966666666667
HOXB5	-1.4255
NENF	1.23166666666667
CUGBP1	0.066
PRSS22	1.50283333333333
CASC4	0.387
CUL4B	-0.0748
CENPJ	-0.1361
PITX1	0.727666666666667
FLJ31033	0.824833333333333
CELSR3	-1.223
ZNF568	0.40525
ITSN1	-0.747666666666667
EHBP1L1	-0.498833333333333
C19orf2	2.52125
DCTN1	1.009
LIN28B	-4.7015
TNKS2	-0.17075
C1QBP	-0.669
CADPS2	-0.2815
SRMS	0.32175
GJA9	0.721833333333333
MGC24975	0.929
TRIM45	-1.76866666666667
TSP50	0.24775
TCP1	0.02225
TMED7	0.1708
CMA1	0.5545
CENPL	0.809833333333333
PTCRA	-0.0605
FST	-4.702
VWCE	-4.12725
PAWR	-0.73575
ABCC12	-0.248666666666667
LDLR	-1.1565
ASTN2	-0.6822
LOC441212	-0.433375
GPATCH8	0.6265
TANC2	-2.20833333333333
KIF4A	-0.34625
C18orf18	-2.1685
PGM1	0.0245
KIAA0258	1.7265
CPD	0.845875
SNCAIP	0.83925
DCT	-4.20016666666667
HLA-DOA	2.01495454545454
OR11L1	0.5885
UPK1B	-0.142833333333333
DNAJB4	-0.07225
UGT1A8	-0.464
HIST1H4L	-1.3345
PECR	-0.377833333333333
HSPA2	-1.35975
WFIKKN1	-1.0815
SERP1	1.15775
SYDE2	0.37425
TACR2	0.2345
NUP85	-0.097
CD177	-0.694
LGR5	1.884
PIGG	-0.467916666666667
PTHR1	-2.05966666666667
RAB5A	-0.2193
FLJ13224	0.1975
USP9Y	-1.89483333333333
C7orf53	-1.094
LRP1B	0.5055
XAF1	1.4063
ABCG8	0.114
ANKDD1A	-1.07833333333333
DAND5	-0.63
SPAG6	-0.187166666666667
LINCR	0.6935
ZDHHC22	-1.500625
CCDC60	0.4705
THOC7	-1.11416666666667
TCTA	0.2508
OR8K3	0.294
NY-REN-7	-0.865333333333333
B2M	0.47
C6orf141	-1.919875
LPPR4	1.56275
SQLE	0.167625
SEPHS1	1.6185
BTBD14B	0.495428571428571
PLRG1	-0.60825
SPG7	-1.27625
ZNF614	-0.0525
PARD6G	1.77633333333333
INPP5B	0.5582
GRPEL2	-0.1675
PPID	-0.2886
TRIM56	-0.70625
UBE2J1	0.1555
IL20RA	1.264
LOC387856	-0.08425
C1orf107	1.9055
UTS2R	-0.082
C19orf22	0.7785
SAFB2	-0.1705
KIAA0652	-0.244875
KLRG1	0.458166666666667
MS4A8B	0.176333333333333
FRAG1	0.71325
KIAA1546	0.51725
E2F4	-0.9187
CLEC4M	0.108833333333333
BTBD14A	-0.2615
KIAA0999	1.3706
GYPA	-3.89366666666667
TAC1	-0.8402
TRAIP	-0.767333333333333
KIAA0232	-0.3466
ERCC8	-0.62025
GPX4	1.03
KIAA0368	-0.6935
GPR157	-0.841833333333333
CTAGE4	1.386
C9orf30	0.489
OR52A1	0.146
HSP90B3P	0.926
ALG9	-0.1467
BTBD10	0.28575
SDK2	1.00325
BAIAP3	-2.1375
RABGGTB	-1.495625
ANKRD40	-0.350833333333333
KRT74	0.4735
CALCOCO2	-0.290142857142857
SNCA	-4.10475
TMSL8	1.380875
C2orf53	0.2005
ESRRB	-0.123
ARHGAP26	-1.36075
TDRD9	-2.9395
HRAS	-1.13983333333333
KLRC4	-1.6025
JAGN1	0.707
BSDC1	-0.0815
RNF43	-1.0068
NDUFAF1	-0.96975
PHF12	1.08375
OR1L3	0.3755
FOLR2	1.697
LYZL6	0.411833333333333
tcag7.1260	-0.799
WSB1	-1.54083333333333
PROS1	-0.6165
OSTN	0.334
PSMB8	1.03775
SOCS4	0.4575
DDIT4L	1.4675
MAS1	0.6
MGC34796	0.83175
CSHL1	0.167666666666667
TBCCD1	0.5055
ZBTB7C	0.218
AP2S1	-0.545375
P15RS	2.0235
VAT1	-0.3125
SHANK3	0.813166666666667
TUFM	-0.448166666666667
THEG	0.50775
KRT34	-1.531
SGSM3	0.010625
TOMM22	0.136875
SOCS3	0.495
CPO	0.578
POP4	1.614
BHLHB3	2.9845
MALL	0.7815
OR1B1	0.085
PARK2	0.695666666666667
GPR124	-0.152625
LCE1E	-0.3195
RUVBL2	-1.12
CGRRF1	-0.6828
ACPL2	0.28525
WNT10B	1.05075
BAIAP2L2	-0.56425
ISCA1	0.3805
C1orf125	-0.358
RPAP1	-0.45725
RAI16	-0.347
RPL27	-0.485
NLRP9	0.3
EPN1	0.6985
LOC388610	-0.65375
SLC35A1	-0.8543
GAL	0.8555
SLC14A2	0.2335
RDH11	-1.12266666666667
FAM138F	0.4095
AUH	-1.1065
FLJ40243	0.20575
C14orf129	-0.78
MBD2	0.6735
ABHD14B	-0.129375
PIGT	-0.070625
ALS2CR4	-0.269875
ALAS1	-0.0438
FOXO1	-0.6345
CRLF3	1.0115
C20orf107	-0.2185
FARS2	0.89425
CCDC28A	-0.099
NPHP3	-1.403
OR13F1	0.454
TSEN54	-0.41725
DEFB106B	0.3233
OR8B4	1.018
STH	-0.80125
ZC3H14	-0.430125
CBX2	-0.101
TMEM49	-1.25025
C6orf21	0.398
FLJ20920	-1.123
CRTAP	-1.33642857142857
DDX50	-0.38875
STYXL1	-0.31475
BLVRB	-1.64083333333333
LOC147650	-1.2005
MMP24	0.1735
GRID1	1.277
BANF1	0.501166666666667
CTAGEP	0.37525
HMBS	-0.3385
SLC25A24	0.965166666666666
C14orf50	-0.46875
MRO	2.08433333333333
SLC25A15	-0.27125
FAM84B	1.1034
TDP1	0.428
C16orf78	0.0728333333333333
C11orf57	-0.133875
RFK	-0.47
ZFYVE9	0.7025
STCH	-0.7613
WIBG	0.7175
LOC283871	0.0936666666666667
GBA2	-0.9197
NDUFB3	1.40625
HSD17B13	-0.7025
GRIN3A	1.323
FMNL1	-0.059
SEPT7	0.0108
GNLY	3.611
GRAMD1C	0.526166666666667
ZNF165	1.16725
USP38	1.336
FAM83A	-3.20583333333333
C14orf24	-0.0983333333333333
ARMCX3	0.366
ARHGDIB	-0.3815
AK1	-0.2995
KIAA1045	-0.09075
DNAJB13	0.0213333333333333
NEU2	0.337
HIST1H4B	-0.616833333333333
FAM20B	0.1998
HES2	0.058
FAM73B	-0.5498
LOC388381	0.07575
INTS7	0.671636363636364
AMPH	0.33875
ZNF775	-0.631875
UCKL1	-0.7235
C10orf97	0.8525
C1orf161	-0.20675
ALDH1L1	-0.7955
FLJ39378	-0.40875
SLC23A1	-1.7995
RBM4B	0.979
THAP4	0.734666666666667
OGFRL1	4.4385
KIAA0831	-0.4395
PPP1R15A	-0.700166666666667
C1orf96	0.889357142857143
C12orf11	1.06425
BMF	0.717625
MAN1A1	-1.360375
KIAA1600	-0.051
NLGN4X	-1.7015
ALOX12	-0.8675
RB1CC1	-0.6093
NEIL2	0.5235
EIF4E	0.251090909090909
ABHD5	0.15725
EXOC4	-0.8325
CIP29	0.305
BATF2	-0.528
SLC29A4	-0.121625
HTR4	0.2655
EMB	-1.5745
TRAF6	0.568
LMNB1	0.553
FAM19A5	-1.028125
SHE	0.86125
PIK3C2B	1.182
C15orf15	-1.1618
USP15	-0.0927
TCEAL2	-0.13075
C5orf39	-2.0635
PTGER2	-2.038
SLC31A1	-0.9499375
IFT172	1.407
ADAM29	0.3385
GFOD1	1.00875
ST7L	0.758666666666667
C15orf26	-2.70025
PKN3	-1.56575
CNTD1	-0.0285
COMMD1	-0.781875
NTRK2	3.13458333333333
FOXN3	-0.6
MFGE8	0.273
PFKFB2	1.20133333333333
TAS2R4	-1.03075
ENTHD1	1.39816666666667
PRMT5	-1.246
MGC16384	-1.029625
LOC442229	-0.27325
TSKU	2.0195
KRTCAP3	4.052625
PDLIM1	-1.0046
KCNS2	-0.1495
RNF126	0.5075
CEP63	-0.17325
CLIC4	-0.528375
hCG_1990170	-1.6465
ACR	0.749555555555556
KLK7	2.361
ALOX5AP	2.51625
RIPK3	2.04325
TAS2R9	0.4175
C19orf18	1.39
BIRC6	0.680928571428572
ZNF16	1.5185
RFT1	-0.606
SLC8A2	-0.18625
TACC1	-1.0325
ITGAD	0.95475
SAMHD1	0.99725
SH3PXD2B	1.7063
EPC2	0.4925
C20orf85	0.146375
ATP13A2	0.574833333333333
KRT4	2.840375
CAPNS1	-0.56925
MDM2	0.02475
PCDH20	0.573
KCNK9	0.3855
OR2C1	-0.033
KLHDC3	0.454
IPPK	0.1975
EFHD2	-0.459375
GALR3	-0.11825
NBEA	-3.223
ABCA6	1.729
CLDN3	2.48216666666667
AKT2	-0.589142857142857
EGFR	0.6837
RBM16	0.942125
ZDHHC3	-0.3591
SLC25A4	-4.4165
CYB5B	-0.847666666666667
CPXM1	-1.00975
NDRG1	-0.787076923076923
FLJ43826	-0.0105
OR5L2	-0.1205
FARP2	0.2845
MRPL46	-0.970083333333334
LDHAL6B	-0.0141666666666667
MAPKAPK3	-0.521333333333333
NCAM2	-3.866
PRKD2	-0.294833333333333
ZFP36L1	1.0625
CYSLTR1	-1.85525
OR4C3	0.1305
HIST1H2AJ	-0.7455
CCNB2	-0.694888888888889
ZNF10	0.7145
TMEM175	-0.2835
FAM134A	0.3395
TIGD4	-0.542
PCNP	-0.52025
MGC39715	0.73675
LQK1	-2.32675
CREB1	1.0822
TMPRSS3	-0.97675
C4orf32	-2.395625
LAT	-1.78425
KCNA3	-1.221
SKIV2L2	-0.50575
ROPN1B	3.42825
tcag7.23	-0.8665
CDT1	-1.451125
ZHX2	1.514625
CD28	-2.66425
ZNF624	0.026
SEPT2	1.07441666666667
SOHLH2	-1.69475
MCOLN3	-1.34125
UNQ1945	0.459
MASP2	-0.789
ZNRF3	-0.7467
GPATCH3	-1.0455
AGL	-0.18525
QRICH2	0.5885
PSD4	1.12116666666667
CCNB1IP1	-1.38425
ENPP7	0.35725
OBFC1	-0.6835
KCNG3	-1.48725
C14orf79	-1.01941666666667
ENPEP	1.87016666666667
SCT	0.5565
SKI	1.07125
SEC61G	-1.5815
CAPN11	0.52925
ATXN7L3	0.45175
DBNDD1	0.249833333333333
FAIM	0.238
ANKRD36	-0.5945
GABRP	5.15416666666667
TACSTD2	1.4535
EIF3J	-0.27275
PPP2R2A	-0.09225
TEKT4	-0.1
PVALB	-3.79916666666667
F10	-3.15666666666667
FAM134C	0.1427
COMP	3.9355
EFCBP1	-3.5815
SCLT1	0.879875
TAL1	-1.5029
ACSL1	0.77975
ABCC5	0.668583333333333
ABL1	-0.676944444444444
RBBP7	0.02725
PTPRG	-2.14275
NCOR1	-0.2496
SPINK4	-1.8185
TXNRD1	-0.469
TNRC15	0.263375
C9orf138	0.43875
UBE2H	0.930833333333333
BRDT	0.086
C8orf31	1.695
CCNE2	-0.391181818181818
SLC6A8	-0.739625
CALCR	-4.447
PPP1CB	1.25883333333333
ABHD8	0.34725
ARF5	-0.1764
SLC24A4	0.53925
CCT3	0.3095
ZNF121	1.148875
SLC3A2	-0.5992
OR13A1	0.173
SLC5A10	-0.158
RAD50	-0.617375
IER5	-0.401125
MTHFD1L	-1.285625
MBTPS2	0.04625
MVK	-0.11975
NCL	0.6768
PSMD10	-0.164
MOBP	0.323625
FLJ32894	1.89
HRH1	0.0486666666666667
C5orf30	-0.3315
NUDT16L1	0.2218
RASGRP3	4.2665
PRKRIP1	-0.537
CCDC75	-0.1195
LOC253970	0.449
KIAA1239	1.58775
MED21	0.2665
SYT11	-0.34425
NTSR2	-0.084
EGFL11	-0.4775
CXorf59	2.1105
OR2A25	0.48925
SPTBN2	2.0555
LRMP	-2.12766666666667
RNF111	-0.09525
PTH	1.0705
LOC619208	0.0706666666666667
KIAA0895	1.14025
RANBP5	-0.323125
P2RY10	0.2315
NME5	1.43866666666667
DDX21	0.056
LRSAM1	-0.114
HDAC11	-0.369833333333333
VMO1	1.54175
NOLA2	0.0118333333333333
ADAR	1.20225
MTO1	0.411166666666667
SF4	0.0238333333333333
P2RX1	-0.270833333333333
HBM	0.495
EN2	-0.199
C14orf172	0.37425
TM9SF2	0.324
INHBE	-0.742333333333333
TCTE3	0.750333333333333
TOX2	-3.303
CTAGE3	0.042125
HBB	3.2129
MED15	-0.624
CASR	0.035
C6orf66	-0.210333333333333
MTPN	-0.419875
UNC50	-0.3765
C21orf33	0.537
IRF2	1.534875
PGR	-2.995
GPR84	2.3395
CROCCL1	-2.59225
SRPX	-2.00275
BRE	0.770833333333333
FGF10	0.444
SDC3	0.282833333333333
ZRSR1	-0.208666666666667
DKFZP434P211	-0.713875
SOX6	0.3255
RPUSD2	-0.17425
C14orf173	-0.244083333333333
MAPK11	-0.8985
TBC1D22A	0.022
FAM123A	-0.708
COL4A6	-3.02083333333333
TOMM70A	0.64775
NAB1	0.55675
MGC16385	-0.824875
TSPAN18	-0.376
MED31	-0.86125
PLG	-0.42575
CAPSL	0.6135
ZNF532	2.7833
ASB14	-0.361
CA8	-1.27525
NUDT16P	2.44133333333333
SLFN11	-1.5905
LRRIQ2	0.417
NOL7	-0.1235
BRMS1L	0.219875
JARID1A	0.248166666666667
PANK2	-0.357
ICAM3	-1.12025
MDS1	-1.203
TAF8	-0.6355
RNF139	0.0775
ZNF594	0.0155
ADAM8	2.509375
SFTPC	-0.00862500000000001
MAN2B2	-0.065375
RGS12	-0.2546875
EIF1AY	-4.71391666666667
LRRIQ1	0.846166666666667
GPR150	-0.1635
CCDC21	-0.786
PRRG3	0.14125
SAA4	-3.96625
RAPGEF5	1.344625
ZCCHC2	1.37183333333333
MGC39372	1.233
PPP4R2	0.591166666666667
CDCA2	-0.465166666666667
OR4D5	1.08733333333333
PTGFRN	0.7174
SIGLEC5	1.4895
C19orf61	-0.117166666666667
NMUR2	0.3475
KIAA1586	-0.245
DAGLA	-0.779833333333333
CHCHD6	0.33025
GPR32	0.728
NEUROD6	0.9825
SLC2A4RG	0.9055625
CA5B	-0.5845
FBXL3	0.61875
MPHOSPH9	-0.468
HMG2L1	0.54725
HCN4	0.192166666666667
CEACAM19	2.79125
SH2D4B	0.9285
HFE2	-0.968
TGM4	-0.0658333333333333
LYPD2	0.067
TBC1D15	-0.47575
MRPS21	-0.422
NONO	0.0953
CLEC5A	2.616625
ITCH	0.006
MGAT3	0.0291666666666667
MBP	0.54575
RPP25	-1.415
SOSTDC1	1.56025
HRC	-1.83925
TRIM48	0.372
TMEM133	1.134
ECEL1P2	-1.6595
HOXC11	0.1445
DOK5	-0.5505
HELZ	-0.00183333333333333
LOC348180	-1.08475
MGC33894	0.3945
ADRB3	-0.014
DMD	0.10475
PTRH2	-0.42
MPEG1	2.22133333333333
NDUFA12	-0.607833333333333
KRTAP2-4	0.155166666666667
STAMBPL1	-0.943833333333333
ADCY2	0.754
UNQ6125	0.2415
KLHL20	-0.563333333333333
SRM	-0.5055
OTC	0.24975
TMIE	0.4165
SNX8	0.864
LIPK	0.1515
CHURC1	-1.20633333333333
KLC2	0.562
HDAC1	-0.3235
FAM128A	0.236666666666667
FNDC3B	0.4271
MTCP1	-0.2545
WFDC10B	-0.2331
PCDHGB3	0.5415
ATRNL1	-3.5884
CAV2	-1.83575
MED26	0.932333333333334
DUS1L	0.8385
CHRM3	-1.906625
NEK9	-0.219
WARS2	0.104
TBX22	0.00700000000000001
TOMM40	0.9715
RP6-213H19.1	0.806666666666667
TUBGCP5	0.51475
IGSF6	4.1635
TPPP	0.047
UNQ6190	0.7155
GSTM5	-0.608375
BTD	-0.1
PDCD1LG2	0.185833333333333
SNRPB2	0.0395
ERICH1	-0.201375
APOA4	-1.37975
HOXA11	-1.923
NARG1	0.718
MKX	-1.652
RAB28	-0.358214285714286
PKP3	1.841
SH3GL2	-3.12
CTSO	2.64375
RPN2	0.4695625
IL28RA	-0.927833333333333
SFMBT1	-1.8795
WDR57	-0.23775
FER1L3	-1.07425
HSF5	0.332166666666667
TTC9B	-0.023
C4BPA	-4.28783333333333
ALB	-4.70057142857143
SORBS3	-0.6665
UPF2	1.892
JPH1	0.6815
AGBL2	-1.12125
DOPEY1	0.137
TERF1	-0.904416666666667
KIF22	-0.641
NINJ1	1.1085
SEC61A2	0.779583333333333
HIST1H1D	-0.827833333333333
SFXN4	-0.57225
UCP3	0.3747
ZNF703	0.173
MYL6B	0.32525
TREM1	3.11075
OR52E6	0.2775
CKMT2	0.18475
HLA-C	1.857125
SLC13A3	-1.07933333333333
TIMP4	-1.47175
SLIT2	0.31125
RSF1	1.14455555555556
LONRF1	-0.274
MON1A	0.728
CACNG6	-2.11666666666667
DPPA4	-5.8565
ZSWIM3	0.58225
ZNF804A	-0.658666666666667
CCIN	2.08075
SLC25A31	0.519
KCNMB4	-0.5335
RABL5	0.463
GALNS	0.0452
STX6	1.2185
HIST1H1C	-1.95633333333333
CIDEB	0.72525
CASP4	0.190166666666667
PDK3	0.8214
KCNJ11	0.2915
TPR	0.082875
ZSCAN20	-0.642
MTX2	-0.82725
HIST1H2BH	0.464
LOC283767	0.035
LYRM7	-2.41894117647059
BRD3	0.0743333333333333
HIST1H2BO	0.02675
MAGEB10	0.532
SLC45A1	-0.5275
SERPINA3	0.8209
KIAA0143	1.25275
KCNJ16	0.580833333333333
KRT79	4.27725
FABP2	-0.176
NUT	1.17425
ZNF57	0.41625
FBXL4	-0.059
CLEC9A	0.2255
UGT8	3.20333333333333
BMP2K	0.693
MAPK4	-3.23275
SLC25A23	0.1226
HINT1	-0.7479
KRTAP13-1	0.9135
SFXN5	-0.3351
CHCHD2	-0.107083333333333
FAM3D	2.2735
NDP	-2.347
RHOBTB1	-0.7365
SLC4A4	-1.635375
RPL38	-0.278
HTF9C	-1.03183333333333
AP2A2	-0.22175
ZBTB46	-0.3465
MAP7D1	-0.170375
AOX1	-2.04433333333333
CYR61	-0.372
DTNA	0.8045
JRKL	1.522
TMOD3	-0.3275
EEA1	0.4837
ADCK5	1.0835
IL1R1	1.209
KLK3	0.146857142857143
HRSP12	0.215
KTN1	-0.46475
LOH11CR2A	0.0582999999999999
RELL2	0.6555
MAB21L1	0.3345
C20orf59	-0.902
PHKB	0.445
ADAM2	-1.892
TBC1D8B	1.47
FAM13A1	-0.03475
LAPTM4B	2.04191666666667
LCN8	0.684
TMEM147	-0.3135
SYT4	0.781666666666667
XPO7	-0.032
C9orf62	0.415
GPR75	0.729
TRIM5	-0.198625
APOC1	-0.791333333333333
RNASE4	-1.989
PARD6B	-2.44775
ARID1A	0.11325
TPD52L3	0.15
RRAGB	0.907
RCN2	0.004
HIST2H2BE	-0.5135
STARD7	0.49675
SHMT2	-0.65525
KIAA1751	0.786166666666667
MLYCD	-0.55525
LOC162632	-0.3883
UQCRH	-0.296
RP11-217H1.1	0.758125
SDHA	-1.52533333333333
NCLN	0.8659
ZNF17	0.1995
RCBTB2	-2.3925
VEGFB	-0.2883
RP4-747L4.3	1.54175
COLQ	0.0087
MPN2	-0.6315
DRG2	-0.401
KLRB1	3.81325
ALPK2	-1.84425
DNASE2B	-0.48075
FLJ23834	-0.6065
AXUD1	-0.3055
SAFB	0.0158
NSUN4	0.42925
RFX2	-0.687833333333333
MAPK8IP1	-0.975666666666667
FANCD2	0.542857142857143
ANKZF1	-0.927333333333333
C19orf50	0.1165
DUSP8	1.011875
SENP5	0.89825
NFKBIL2	0.305
LBR	-0.31675
IGFL1	-0.656
LZTS2	0.1905
IL2RG	0.02525
CCDC51	-0.58325
KLF3	0.378875
ANKRD37	-2.23
KCTD14	0.512333333333333
FZR1	0.372666666666667
SLC44A4	-2.2572
ESPL1	-0.049875
GMPR2	-1.2235
TBC1D19	-0.545666666666667
ERGIC1	-0.0768888888888889
ERBB4	-1.2999
TSPAN32	0.620416666666667
MAP4	0.332125
GPHN	-1.972
SLC6A2	-0.237875
HIVEP1	1.81525
DFFB	0.1121
EIF4EBP2	1.031625
DMRT1	0.9065
HSPB6	0.1005
IER2	0.330333333333333
AIFM1	0.455
WWC2	-0.220166666666667
MRPL4	0.76075
FLJ21062	-0.156333333333333
EPB41L4A	-0.981583333333333
SH2D6	0.53275
TAF4B	1.44475
GAL3ST3	0.1645
MALT1	1.49933333333333
RTDR1	0.3455
ARVCF	-0.478625
MEX3B	0.405
FBXO16	-4.42675
KIF7	-2.3265
C1QC	3.99033333333333
ZNF783	-0.119333333333333
ZNF85	0.623
MMP13	1.8525
KIAA0329	-0.413125
RTP3	-0.949
ZBED3	0.118
CLGN	-4.1275
SLC25A37	-0.522708333333333
hCG_18290	0.9615
OR5AS1	0.494
SMARCC2	0.59825
FAM109A	0.259
CCDC12	-0.67375
USF2	-0.0872
DEPDC7	-3.40275
C20orf24	0.3045
JMJD3	0.434
DSP	3.21278571428571
SLIC1	0.188125
FAM20A	0.50225
IRF2BP2	0.54375
ZNF230	1.1915
MSN	0.774714285714286
SLC9A5	-2.082
EPDR1	-0.8176
MUSK	0.1185
ZNF434	0.400666666666667
SMARCD1	0.406166666666667
ZFP106	-0.31175
ZNF347	-0.0438
GTF2E1	0.76725
RY1	0.139333333333333
