Hybridization REF	TCGA-E2-A1BC-11A-32R-A12P-07
KIAA1600	1.5325
NLGN4X	0.953
ALOX12	-1.741
RB1CC1	0.3196
NEIL2	1.4677
EIF4E	-0.0573636363636363
ABHD5	1.99875
EXOC4	-0.113666666666667
CIP29	-0.919833333333333
BATF2	0.3465
SLC29A4	2.926
HTR4	2.886
EMB	-0.409
TRAF6	1.0275
LMNB1	-6.267
FAM19A5	-0.73425
SHE	3.91225
PIK3C2B	2.15625
C15orf15	-0.6526
USP15	0.2791
TCEAL2	1.448
C5orf39	-0.108
PTGER2	0.9345
SLC31A1	-0.7606875
IFT172	-0.2315
ADAM29	0.404
GFOD1	2.20925
ST7L	0.450333333333333
C15orf26	-3.35475
PKN3	-0.10375
CNTD1	0.632666666666667
COMMD1	0.9805
NTRK2	5.64575
FOXN3	2.28225
MFGE8	0.4329
PFKFB2	-0.0533333333333333
TAS2R4	-0.592
ENTHD1	-0.5794
PRMT5	-1.0325
MGC16384	-1.381375
LOC442229	1.85375
TSKU	2.621875
KRTCAP3	-2.183875
PDLIM1	0.7009
KCNS2	0.74875
RNF126	-0.1885
CEP63	0.685375
CLIC4	0.4265
hCG_1990170	1.61225
ACR	1.362
KLK7	-0.91525
ALOX5AP	2.997875
RIPK3	3.78575
TAS2R9	0.6285
C19orf18	1.369
BIRC6	-0.180785714285714
ZNF16	0.6945
RFT1	-0.8695
SLC8A2	-1.01225
TACC1	1.935625
ITGAD	1.0885
SAMHD1	1.368
SH3PXD2B	0.3902
EPC2	0.7625
C20orf85	0.287625
ATP13A2	0.197166666666667
KRT4	0.192125
CAPNS1	0.5665
MDM2	0.304666666666667
PCDH20	1.3015
KCNK9	0.518
OR2C1	-0.1165
KLHDC3	-0.1105
IPPK	-0.497
EFHD2	-0.537625
GALR3	1.3735
NBEA	0.599666666666667
ABCA6	6.0962
CLDN3	-3.27366666666667
AKT2	1.4285
EGFR	1.5037
RBM16	0.069
ZDHHC3	1.4679
SLC25A4	0.814833333333333
CYB5B	0.341333333333333
CPXM1	1.05325
NDRG1	0.362230769230769
FLJ43826	-0.13675
OR5L2	0.0505
FARP2	0.8
MRPL46	0.685083333333333
LDHAL6B	0.0304
MAPKAPK3	-0.635166666666667
NCAM2	-1.63525
PRKD2	0.267333333333333
ZFP36L1	1.5052
CYSLTR1	0.229
OR4C3	0.43725
HIST1H2AJ	2.0135
CCNB2	-4.13455555555556
ZNF10	-0.38675
TMEM175	0.6235
FAM134A	0.105166666666667
TIGD4	-1.226
PCNP	-0.1045
MGC39715	0.42675
LQK1	-1.21875
CREB1	0.8632
TMPRSS3	-2.80275
C4orf32	2.61875
LAT	-2.30383333333333
KCNA3	-2.2435
SKIV2L2	-0.8815
ROPN1B	-4.4195
tcag7.23	-0.888
CDT1	-4.20125
ZHX2	0.753375
CD28	-2.795
ZNF624	0.87475
SEPT2	0.700666666666667
SOHLH2	-0.33025
MCOLN3	1.140375
UNQ1945	0.7395
MASP2	-1.5855
ZNRF3	0.0866
GPATCH3	0.05025
AGL	1.248875
QRICH2	-0.4805
PSD4	-2.06666666666667
CCNB1IP1	-2.23175
ENPP7	-0.306
OBFC1	0.798
KCNG3	-2.91566666666667
C14orf79	-0.5775
ENPEP	3.8795
SCT	0.3525
SKI	1.5955
SEC61G	-1.379
CAPN11	2.63825
ATXN7L3	-0.58775
DBNDD1	-1.54816666666667
FAIM	1.584
ANKRD36	-1.816
GABRP	-0.457333333333333
TACSTD2	-2.695
EIF3J	-0.27825
PPP2R2A	-0.21125
TEKT4	0.915
PVALB	-3.56016666666667
F10	0.783
FAM134C	1.4875
COMP	3.833375
EFCBP1	-0.3960625
SCLT1	0.16475
TAL1	0.5919
ACSL1	5.89075
ABCC5	-0.8365
ABL1	-0.0566666666666667
RBBP7	-0.3805
PTPRG	0.084625
NCOR1	0.1262
SPINK4	-2.39416666666667
TXNRD1	-0.786
TNRC15	0.283875
C9orf138	0.3785
UBE2H	0.679333333333333
BRDT	0.317333333333333
C8orf31	0.51975
CCNE2	-4.49745454545455
SLC6A8	-0.275
CALCR	-3.7925
PPP1CB	0.83825
ABHD8	-0.336
ARF5	-0.3141
SLC24A4	2.2215
CCT3	-0.942
ZNF121	-0.672625
SLC3A2	-1.17
OR13A1	0.4235
SLC5A10	-0.3875
RAD50	-0.42525
IER5	-0.0746250000000001
MTHFD1L	-2.320125
MBTPS2	1.12625
MVK	0.15425
NCL	0.1171
PSMD10	-0.368
MOBP	0.718375
FLJ32894	1.672
HRH1	0.091
C5orf30	0.3945
NUDT16L1	0.2008
RASGRP3	4.20033333333333
PRKRIP1	-0.3665
CCDC75	2.44675
LOC253970	0.13175
KIAA1239	5.90625
MED21	-0.448
SYT11	0.814083333333333
NTSR2	1.518
EGFL11	0.4405
CXorf59	-0.7085
OR2A25	0.16125
SPTBN2	-1.9255
LRMP	0.056
RNF111	0.229
PTH	-0.4695
LOC619208	0.621333333333333
KIAA0895	-1.45
RANBP5	0.113125
P2RY10	-1.132
NME5	3.07183333333333
DDX21	-1.49975
LRSAM1	-0.031
HDAC11	0.396833333333333
VMO1	2.40925
NOLA2	-0.898833333333333
ADAR	-0.000916666666666704
MTO1	-0.811166666666667
SF4	0.285333333333333
P2RX1	0.155166666666667
HBM	2.20325
EN2	1.254
C14orf172	0.30725
TM9SF2	-0.1386
INHBE	-1.38633333333333
TCTE3	0.331416666666667
TOX2	-1.97125
CTAGE3	-0.750125
HBB	5.0304
MED15	-0.112166666666667
CASR	-0.35875
C6orf66	-0.0316666666666667
MTPN	-0.714375
UNC50	0.2495
C21orf33	1.470125
IRF2	0.960125
PGR	-0.7375
GPR84	0.3485
CROCCL1	-1.90525
SRPX	2.389
BRE	0.138666666666667
FGF10	4.73825
SDC3	0.987
ZRSR1	0.939666666666667
DKFZP434P211	-0.80475
SOX6	0.5815
RPUSD2	-0.80425
C14orf173	1.328
MAPK11	0.813333333333333
TBC1D22A	0.999
FAM123A	-1.02
COL4A6	-3.05816666666667
TOMM70A	0.4135
NAB1	1.489875
MGC16385	-0.44625
TSPAN18	1.244
MED31	-0.51325
PLG	-0.1485
CAPSL	-1.0895
ZNF532	1.2162
ASB14	0.038
CA8	-1.07425
NUDT16P	2.03783333333333
SLFN11	-0.096
LRRIQ2	-1.159
NOL7	-0.3245
BRMS1L	0.03025
JARID1A	0.0548333333333333
PANK2	-0.17475
ICAM3	-0.143
MDS1	0.48175
TAF8	0.1815
RNF139	0.6445
ZNF594	-0.7485
ADAM8	-0.86475
SFTPC	0.9245
MAN2B2	1.32975
RGS12	0.321125
EIF1AY	-4.59833333333333
LRRIQ1	-1.535
GPR150	1.68875
CCDC21	-2.1225
PRRG3	2.4385
SAA4	-0.4875
RAPGEF5	2.898875
ZCCHC2	-0.590583333333333
MGC39372	0.6395
PPP4R2	0.0763333333333334
CDCA2	-3.99483333333333
OR4D5	0.195333333333333
PTGFRN	-1.0309
SIGLEC5	-0.377666666666667
C19orf61	-0.5955
NMUR2	0.457
KIAA1586	-0.483
DAGLA	-0.254666666666667
CHCHD6	-0.36825
GPR32	-0.033
NEUROD6	0.0421666666666667
SLC2A4RG	1.2754375
CA5B	0.691
FBXL3	1.71675
MPHOSPH9	-1.031
HMG2L1	-0.37125
HCN4	0.772333333333333
CEACAM19	0.12775
SH2D4B	0.649
HFE2	-1.4475
TGM4	-0.338166666666667
LYPD2	0.181
TBC1D15	0.796
MRPS21	-0.6656
NONO	-1.4591
CLEC5A	0.18025
ITCH	0.383
MGAT3	1.28183333333333
MBP	-0.48325
RPP25	-1.719
SOSTDC1	-4.94775
HRC	0.86075
TRIM48	0.197
TMEM133	2.576
ECEL1P2	-2.62575
HOXC11	-0.572
DOK5	1.43275
HELZ	0.861833333333333
LOC348180	-0.4405
MGC33894	1.818
ADRB3	2.2275
DMD	3.135
PTRH2	-0.9725
MPEG1	4.227
NDUFA12	0.204
KRTAP2-4	0.31225
STAMBPL1	-0.315333333333333
ADCY2	0.7614
UNQ6125	0.45
KLHL20	0.359166666666667
SRM	-0.79525
OTC	1.39425
TMIE	1.39916666666667
SNX8	0.5705
LIPK	-0.757
CHURC1	1.33658333333333
KLC2	0.461666666666667
HDAC1	-1.931
FAM128A	-0.557333333333333
FNDC3B	0.68
MTCP1	-0.0454999999999999
WFDC10B	-0.0942999999999999
PCDHGB3	-0.5225
ATRNL1	-3.012125
CAV2	4.169
MED26	-0.0233333333333333
DUS1L	0.129
CHRM3	-1.956875
NEK9	1.519
WARS2	-0.26075
TBX22	-0.941
TOMM40	-1.0675
RP6-213H19.1	-3.9665
TUBGCP5	0.44725
IGSF6	4.6415
TPPP	1.90083333333333
UNQ6190	-0.1405
GSTM5	3.088
BTD	2.55366666666667
PDCD1LG2	0.755333333333333
SNRPB2	-0.616833333333333
ERICH1	-0.02625
APOA4	-1.17575
HOXA11	-1.3565
NARG1	-0.426375
MKX	1.86475
RAB28	0.533571428571429
PKP3	-2.6405
SH3GL2	-0.3995
CTSO	3.513
RPN2	-0.414125
IL28RA	-1.99283333333333
SFMBT1	-0.56325
WDR57	-0.6055
FER1L3	0.1865
HSF5	1.4776
TTC9B	0.3545
C4BPA	-4.52666666666667
ALB	-4.85315384615385
SORBS3	1.172875
UPF2	0.341
JPH1	-2.1845
AGBL2	-2.9185
DOPEY1	1.6455
TERF1	-0.47425
KIF22	-1.63833333333333
NINJ1	0.07075
SEC61A2	-1.39583333333333
HIST1H1D	-2.33066666666667
SFXN4	0.099625
UCP3	0.1971
ZNF703	0.607
MYL6B	-1.03825
TREM1	1.37725
OR52E6	0.826
CKMT2	5.5185
HLA-C	1.628625
SLC13A3	-2.51566666666667
TIMP4	4.43275
SLIT2	2.98
RSF1	-0.0691111111111111
LONRF1	0.247285714285714
MON1A	0.466666666666667
CACNG6	-1.58283333333333
DPPA4	-5.23133333333333
ZSWIM3	-0.43125
ZNF804A	-0.0668333333333333
CCIN	1.62375
SLC25A31	0.405
KCNMB4	-0.77125
RABL5	-0.561
GALNS	-0.2827
STX6	-0.301
HIST1H1C	-1.06266666666667
CIDEB	0.22875
CASP4	0.524333333333333
PDK3	-2.1827
KCNJ11	0.2955
TPR	-0.668
ZSCAN20	-0.5005
MTX2	-0.356
HIST1H2BH	-1.62225
LOC283767	3.90475
LYRM7	0.0423333333333333
BRD3	-1.0375
HIST1H2BO	-1.82375
MAGEB10	1.8875
SLC45A1	1.34125
SERPINA3	-2.4773
KIAA0143	0.915
KCNJ16	1.72533333333333
KRT79	-0.048
FABP2	-0.705
NUT	-0.34825
ZNF57	-1.21125
FBXL4	1.0455
CLEC9A	1.463
UGT8	-2.01416666666667
BMP2K	-0.016
MAPK4	-2.884
SLC25A23	0.6081
HINT1	-0.3993
KRTAP13-1	1.262
SFXN5	-0.7514
CHCHD2	-0.1935
FAM3D	-0.024
NDP	-3.687875
RHOBTB1	0.223833333333333
SLC4A4	3.545375
RPL38	-0.265
HTF9C	-0.104666666666667
AP2A2	1.058375
ZBTB46	-0.1835
MAP7D1	2.514125
AOX1	1.38766666666667
CYR61	2.1185
DTNA	0.860357142857143
JRKL	0.91325
TMOD3	-0.5065
EEA1	1.3804
ADCK5	-0.5665
IL1R1	3.82916666666667
KLK3	0.401357142857143
HRSP12	1.1035
KTN1	0.36575
LOH11CR2A	0.8111
RELL2	-2.4025
MAB21L1	4.793
C20orf59	-1.01533333333333
PHKB	0.59975
ADAM2	-3.02283333333333
TBC1D8B	1.33833333333333
FAM13A1	1.0545
LAPTM4B	-2.45658333333333
LCN8	-0.0575
TMEM147	0.19
SYT4	1.494
XPO7	-0.541
C9orf62	1.6065
GPR75	0.2125
TRIM5	0.1735
APOC1	-0.0611666666666667
RNASE4	2.58633333333333
PARD6B	-4.71257142857143
ARID1A	-0.467416666666667
TPD52L3	0.599444444444444
RRAGB	1.14866666666667
RCN2	-0.880833333333333
HIST2H2BE	-1.1140625
STARD7	0.12425
SHMT2	-2.25625
KIAA1751	0.942166666666667
MLYCD	1.893125
LOC162632	-0.3472
UQCRH	-0.584
RP11-217H1.1	-0.58475
SDHA	0.0128333333333333
NCLN	-0.0712
ZNF17	0.325666666666667
RCBTB2	-0.14475
VEGFB	2.309
RP4-747L4.3	0.48575
COLQ	0.505
MPN2	0.705666666666667
DRG2	0.22425
KLRB1	4.704
ALPK2	-1.164
DNASE2B	1.10575
FLJ23834	0.0838333333333334
AXUD1	2.72133333333333
SAFB	-0.3084
NSUN4	-0.7925
RFX2	0.525333333333333
MAPK8IP1	0.472166666666667
FANCD2	-3.37964285714286
ANKZF1	-1.5015
C19orf50	0.13
DUSP8	0.968125
SENP5	-0.219875
NFKBIL2	-0.889
LBR	0.013125
IGFL1	-0.356
LZTS2	1.191875
IL2RG	-1.644625
CCDC51	-0.185
KLF3	0.568875
ANKRD37	-1.41775
KCTD14	-1.4875
FZR1	0.187666666666667
SLC44A4	-2.8492
ESPL1	-1.801625
GMPR2	-0.5145
TBC1D19	-0.141166666666667
ERGIC1	0.530777777777778
ERBB4	1.5149
TSPAN32	1.31516666666667
MAP4	1.121
GPHN	0.793
SLC6A2	1.739875
HIVEP1	0.111
DFFB	-1.0464
EIF4EBP2	2.25275
DMRT1	-0.62575
HSPB6	2.56425
IER2	0.187166666666667
AIFM1	0.14075
WWC2	0.345083333333333
MRPL4	0.07075
FLJ21062	0.831666666666667
EPB41L4A	1.65016666666667
SH2D6	0.329
TAF4B	-1.282
GAL3ST3	0.6545
MALT1	-0.555
RTDR1	-0.42025
ARVCF	-0.416375
MEX3B	-1.89166666666667
FBXO16	-3.59025
KIF7	-0.4345
C1QC	4.31966666666667
ZNF783	-0.419666666666667
ZNF85	-0.6315
MMP13	0.142
KIAA0329	0.611
RTP3	-0.099
ZBED3	1.25375
CLGN	-4.76275
SLC25A37	-1.07266666666667
hCG_18290	-0.06475
OR5AS1	-0.9425
SMARCC2	1.09825
FAM109A	-0.173166666666667
CCDC12	-0.0375
USF2	0.8933
DEPDC7	-3.178
C20orf24	-0.666
JMJD3	-0.217
DSP	-3.738
SLIC1	0.104125
FAM20A	1.333875
IRF2BP2	-0.237625
ZNF230	-0.476
MSN	0.347857142857143
SLC9A5	-1.77
EPDR1	1.9744
MUSK	0.429
ZNF434	0.106166666666667
SMARCD1	-0.0338333333333333
ZFP106	1.7575
