2747	349
8486	684
3777	349
3925	3925
7374	649
13329	390
2076	2076
4120	331
446	446
14707	14707
4572	390
2434	778
11218	88
14342	14342
7886	79
624	624
16894	684
8614	8614
2052	79
3257	79
4211	331
14166	260
7181	331
12884	12884
11466	79
562	79
13911	79
11957	79
9826	9826
4015	4015
4257	4257
4320	4320
5703	79
15605	331
6109	6109
9346	9346
6019	79
15849	1598
4547	79
6103	331
3720	79
5397	331
5295	79
16050	1144
6541	142
17030	17030
16456	778
3986	331
3970	3970
15338	260
15293	331
15234	240
14476	14476
5328	5328
5574	88
5938	5938
5663	649
12009	12009
9742	240
15434	15434
879	649
15876	5938
10080	10080
12573	240
17426	17426
14933	79
4895	331
6425	684
1989	1989
6913	240
10429	10429
4726	331
15645	331
9352	240
10827	10827
4645	4645
17607	331
7433	7433
9532	1144
10063	331
9176	142
8672	260
15839	331
3881	649
17190	6796
9992	390
14608	14608
281	281
6015	79
4911	684
2097	260
8986	8986
5978	5978
1973	1973
10054	79
15998	15998
1922	1922
10020	10020
15595	15595
5961	5961
247	684
7232	349
15002	331
5244	5244
10495	240
9198	260
12687	1355
4631	4631
5488	1004
4012	240
1547	260
13151	331
10139	10139
17560	17560
10571	331
5464	5464
12724	12724
17089	331
3513	3513
1954	649
11131	11131
9124	9124
6545	349
2220	349
15122	1585
13229	13229
9340	4631
1971	1355
1113	1113
9054	649
14527	331
15798	79
12858	79
9024	390
1972	684
6715	1004
9789	9789
16903	5464
8275	8275
2401	2401
14245	6593
4039	260
17119	79
535	79
17042	14142
16512	16512
8496	79
5440	260
15195	360
12053	9826
13723	13723
6548	331
15881	649
12453	12453
13850	390
12723	331
